#,P:N1,P:N2,净利润,年化收益率%,夏普比率
496,6,44,0.00,0.00,0.0000
497,6,45,0.00,0.00,0.0000
498,6,46,0.00,0.00,0.0000
499,6,47,0.00,0.00,0.0000
500,6,48,0.00,0.00,0.0000
501,6,49,0.00,0.00,0.0000
502,6,50,0.00,0.00,0.0000
503,7,1,0.00,0.00,0.0000
504,7,7,0.00,0.00,0.0000
505,7,20,0.00,0.00,0.0000
506,7,21,0.00,0.00,0.0000
507,7,22,0.00,0.00,0.0000
508,7,23,0.00,0.00,0.0000
509,7,24,0.00,0.00,0.0000
510,7,25,0.00,0.00,0.0000
511,7,26,0.00,0.00,0.0000
512,7,27,0.00,0.00,0.0000
513,7,28,0.00,0.00,0.0000
514,7,29,0.00,0.00,0.0000
515,7,30,0.00,0.00,0.0000
516,7,31,0.00,0.00,0.0000
517,7,32,0.00,0.00,0.0000
518,7,33,0.00,0.00,0.0000
519,7,34,0.00,0.00,0.0000
520,7,35,0.00,0.00,0.0000
521,7,36,0.00,0.00,0.0000
522,7,37,0.00,0.00,0.0000
523,7,38,0.00,0.00,0.0000
524,7,39,0.00,0.00,0.0000
525,7,40,0.00,0.00,0.0000
526,7,41,0.00,0.00,0.0000
527,7,42,0.00,0.00,0.0000
528,7,43,0.00,0.00,0.0000
529,7,44,0.00,0.00,0.0000
530,7,45,0.00,0.00,0.0000
531,7,46,0.00,0.00,0.0000
532,7,47,0.00,0.00,0.0000
533,7,48,0.00,0.00,0.0000
534,7,49,0.00,0.00,0.0000
535,7,50,0.00,0.00,0.0000
536,8,1,0.00,0.00,0.0000
537,8,8,0.00,0.00,0.0000
538,8,20,0.00,0.00,0.0000
539,8,21,0.00,0.00,0.0000
540,8,22,0.00,0.00,0.0000
541,8,23,0.00,0.00,0.0000
542,8,24,0.00,0.00,0.0000
543,8,25,0.00,0.00,0.0000
544,8,26,0.00,0.00,0.0000
545,8,27,0.00,0.00,0.0000
546,8,28,0.00,0.00,0.0000
547,8,29,0.00,0.00,0.0000
548,8,30,0.00,0.00,0.0000
549,8,31,0.00,0.00,0.0000
550,8,32,0.00,0.00,0.0000
551,8,33,0.00,0.00,0.0000
552,8,34,0.00,0.00,0.0000
553,8,35,0.00,0.00,0.0000
554,8,36,0.00,0.00,0.0000
555,8,37,0.00,0.00,0.0000
556,8,38,0.00,0.00,0.0000
557,8,39,0.00,0.00,0.0000
558,8,40,0.00,0.00,0.0000
559,8,41,0.00,0.00,0.0000
560,8,42,0.00,0.00,0.0000
561,8,43,0.00,0.00,0.0000
562,8,44,0.00,0.00,0.0000
563,8,45,0.00,0.00,0.0000
564,8,46,0.00,0.00,0.0000
565,8,47,0.00,0.00,0.0000
566,8,48,0.00,0.00,0.0000
567,8,49,0.00,0.00,0.0000
568,8,50,0.00,0.00,0.0000
569,9,1,0.00,0.00,0.0000
570,9,9,0.00,0.00,0.0000
571,9,21,0.00,0.00,0.0000
572,9,22,0.00,0.00,0.0000
573,9,23,0.00,0.00,0.0000
574,9,24,0.00,0.00,0.0000
575,9,25,0.00,0.00,0.0000
576,9,26,0.00,0.00,0.0000
577,9,27,0.00,0.00,0.0000
578,9,28,0.00,0.00,0.0000
579,9,29,0.00,0.00,0.0000
580,9,30,0.00,0.00,0.0000
581,9,31,0.00,0.00,0.0000
582,9,32,0.00,0.00,0.0000
583,9,33,0.00,0.00,0.0000
584,9,34,0.00,0.00,0.0000
585,9,35,0.00,0.00,0.0000
586,9,36,0.00,0.00,0.0000
587,9,37,0.00,0.00,0.0000
588,9,38,0.00,0.00,0.0000
589,9,39,0.00,0.00,0.0000
590,9,40,0.00,0.00,0.0000
591,9,41,0.00,0.00,0.0000
592,9,42,0.00,0.00,0.0000
593,9,43,0.00,0.00,0.0000
594,9,44,0.00,0.00,0.0000
595,9,45,0.00,0.00,0.0000
596,9,46,0.00,0.00,0.0000
597,9,47,0.00,0.00,0.0000
598,9,48,0.00,0.00,0.0000
599,9,49,0.00,0.00,0.0000
600,9,50,0.00,0.00,0.0000
601,10,1,0.00,0.00,0.0000
602,10,10,0.00,0.00,0.0000
603,10,21,0.00,0.00,0.0000
604,10,22,0.00,0.00,0.0000
605,10,23,0.00,0.00,0.0000
606,10,24,0.00,0.00,0.0000
607,10,25,0.00,0.00,0.0000
608,10,26,0.00,0.00,0.0000
609,10,27,0.00,0.00,0.0000
610,10,28,0.00,0.00,0.0000
611,10,29,0.00,0.00,0.0000
612,10,30,0.00,0.00,0.0000
613,10,31,0.00,0.00,0.0000
614,10,32,0.00,0.00,0.0000
615,10,33,0.00,0.00,0.0000
616,10,34,0.00,0.00,0.0000
617,10,35,0.00,0.00,0.0000
618,10,36,0.00,0.00,0.0000
619,10,37,0.00,0.00,0.0000
620,10,38,0.00,0.00,0.0000
621,10,39,0.00,0.00,0.0000
622,10,40,0.00,0.00,0.0000
623,10,41,0.00,0.00,0.0000
624,10,42,0.00,0.00,0.0000
625,10,43,0.00,0.00,0.0000
626,10,44,0.00,0.00,0.0000
627,10,45,0.00,0.00,0.0000
628,10,46,0.00,0.00,0.0000
629,10,47,0.00,0.00,0.0000
630,10,48,0.00,0.00,0.0000
631,10,49,0.00,0.00,0.0000
632,10,50,0.00,0.00,0.0000
633,11,1,0.00,0.00,0.0000
634,11,11,0.00,0.00,0.0000
635,11,21,0.00,0.00,0.0000
636,11,22,0.00,0.00,0.0000
637,11,23,0.00,0.00,0.0000
638,11,24,0.00,0.00,0.0000
639,11,25,0.00,0.00,0.0000
640,11,26,0.00,0.00,0.0000
641,11,27,0.00,0.00,0.0000
642,11,28,0.00,0.00,0.0000
643,11,29,0.00,0.00,0.0000
644,11,30,0.00,0.00,0.0000
645,11,31,0.00,0.00,0.0000
646,11,32,0.00,0.00,0.0000
647,11,33,0.00,0.00,0.0000
648,11,34,0.00,0.00,0.0000
649,11,35,0.00,0.00,0.0000
650,11,36,0.00,0.00,0.0000
651,11,37,0.00,0.00,0.0000
652,11,38,0.00,0.00,0.0000
653,11,39,0.00,0.00,0.0000
654,11,40,0.00,0.00,0.0000
655,11,41,0.00,0.00,0.0000
656,11,42,0.00,0.00,0.0000
657,11,43,0.00,0.00,0.0000
658,11,44,0.00,0.00,0.0000
659,11,45,0.00,0.00,0.0000
660,11,46,0.00,0.00,0.0000
661,11,47,0.00,0.00,0.0000
662,11,48,0.00,0.00,0.0000
663,11,49,0.00,0.00,0.0000
664,11,50,0.00,0.00,0.0000
665,12,1,0.00,0.00,0.0000
666,12,12,0.00,0.00,0.0000
667,12,21,0.00,0.00,0.0000
668,12,22,0.00,0.00,0.0000
669,12,23,0.00,0.00,0.0000
670,12,24,0.00,0.00,0.0000
671,12,25,0.00,0.00,0.0000
672,12,26,0.00,0.00,0.0000
673,12,27,0.00,0.00,0.0000
674,12,28,0.00,0.00,0.0000
675,12,29,0.00,0.00,0.0000
676,12,30,0.00,0.00,0.0000
677,12,31,0.00,0.00,0.0000
678,12,32,0.00,0.00,0.0000
679,12,33,0.00,0.00,0.0000
680,12,34,0.00,0.00,0.0000
681,12,35,0.00,0.00,0.0000
682,12,36,0.00,0.00,0.0000
683,12,37,0.00,0.00,0.0000
684,12,38,0.00,0.00,0.0000
685,12,39,0.00,0.00,0.0000
686,12,40,0.00,0.00,0.0000
687,12,41,0.00,0.00,0.0000
688,12,42,0.00,0.00,0.0000
689,12,43,0.00,0.00,0.0000
690,12,44,0.00,0.00,0.0000
691,12,45,0.00,0.00,0.0000
692,12,46,0.00,0.00,0.0000
693,12,47,0.00,0.00,0.0000
694,12,48,0.00,0.00,0.0000
695,12,49,0.00,0.00,0.0000
696,12,50,0.00,0.00,0.0000
697,13,1,0.00,0.00,0.0000
698,13,13,0.00,0.00,0.0000
699,13,21,0.00,0.00,0.0000
700,13,22,0.00,0.00,0.0000
701,13,23,0.00,0.00,0.0000
702,13,24,0.00,0.00,0.0000
703,13,25,0.00,0.00,0.0000
704,13,26,0.00,0.00,0.0000
705,13,27,0.00,0.00,0.0000
706,13,28,0.00,0.00,0.0000
707,13,29,0.00,0.00,0.0000
708,13,30,0.00,0.00,0.0000
709,13,31,0.00,0.00,0.0000
710,13,32,0.00,0.00,0.0000
711,13,33,0.00,0.00,0.0000
712,13,34,0.00,0.00,0.0000
713,13,35,0.00,0.00,0.0000
714,13,36,0.00,0.00,0.0000
715,13,37,0.00,0.00,0.0000
716,13,38,0.00,0.00,0.0000
717,13,39,0.00,0.00,0.0000
718,13,40,0.00,0.00,0.0000
