#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,9,2,1229088.20,235.68,2.2920
2,18,2,1119838.90,221.60,2.4933
3,10,5,1104255.65,218.30,2.3734
4,8,2,1034642.90,198.39,1.9010
5,13,2,903164.30,178.72,2.0286
6,17,2,886486.00,175.25,2.0069
7,13,3,865241.20,169.86,1.7881
8,9,3,857900.20,169.60,1.8397
9,15,2,843979.00,166.85,1.7906
10,47,2,802386.25,163.02,1.9588
11,16,5,799772.40,158.11,1.7492
12,16,3,783118.10,153.74,1.5808
13,13,4,768802.20,152.14,1.7099
14,12,8,766146.20,151.46,1.7308
15,17,5,732606.00,144.83,1.6167
16,12,6,731729.00,144.66,1.6442
17,12,7,731729.00,144.66,1.6442
18,6,3,701181.80,138.62,1.4848
19,10,2,691608.80,132.62,1.3019
20,11,6,671961.10,132.84,1.5560
21,11,7,671961.10,132.84,1.5560
22,9,4,666266.40,131.72,1.4622
23,11,8,663356.80,131.14,1.5380
24,8,3,628314.30,124.21,1.3485
25,10,3,625002.60,123.68,1.3928
26,10,4,625002.60,123.68,1.3928
27,14,5,624089.00,123.38,1.3678
28,18,4,621150.30,122.80,1.3695
29,18,5,612154.80,121.02,1.3458
30,16,4,606565.80,119.91,1.3152
31,12,9,588622.85,116.37,1.4201
32,13,9,588622.85,116.37,1.4201
33,14,9,588622.85,116.37,1.4201
34,13,10,580027.15,114.67,1.4044
35,14,10,580027.15,114.67,1.4044
36,13,5,571517.30,113.10,1.3546
37,14,2,571517.30,113.10,1.3546
38,15,3,566804.90,111.27,1.1569
39,13,8,565796.30,111.85,1.3224
40,14,8,565796.30,111.85,1.3224
41,20,4,557765.00,110.27,1.2464
42,21,4,557765.00,110.27,1.2464
43,16,6,557600.40,110.23,1.3109
44,15,4,543129.50,107.37,1.1857
45,15,5,543129.50,107.37,1.1857
46,13,6,531379.10,105.05,1.2371
47,14,6,531379.10,105.05,1.2371
48,14,7,531379.10,105.05,1.2371
49,7,2,505880.20,97.00,0.9400
50,11,5,491219.20,97.11,1.1598
51,15,14,489026.25,96.68,1.3713
52,16,14,489026.25,96.68,1.3713
53,16,15,489026.25,96.68,1.3713
54,17,14,489026.25,96.68,1.3713
55,17,15,489026.25,96.68,1.3713
56,17,16,489026.25,96.68,1.3713
57,18,17,489026.25,96.68,1.4087
58,19,14,480021.75,94.90,1.3758
59,19,15,480021.75,94.90,1.3758
60,19,16,480021.75,94.90,1.3758
61,20,14,480021.75,94.90,1.3758
62,20,15,480021.75,94.90,1.3758
63,21,14,480021.75,94.90,1.3758
64,21,15,480021.75,94.90,1.3758
65,22,14,480021.75,94.90,1.3758
66,22,15,480021.75,94.90,1.3758
67,19,4,479353.10,94.77,1.1415
68,18,3,478005.90,93.84,0.9952
69,18,14,475519.50,94.01,1.3297
70,18,15,475519.50,94.01,1.3297
71,18,16,475519.50,94.01,1.3297
72,12,5,459773.20,90.98,1.0854
73,17,4,454348.80,89.82,1.0759
74,15,6,450419.60,89.05,1.0471
75,15,7,450419.60,89.05,1.0471
76,12,3,448362.60,88.02,0.9519
77,21,3,443268.90,87.63,0.9986
78,22,3,443268.90,87.63,0.9986
79,23,14,439501.50,86.89,1.2633
80,25,12,432381.30,86.97,1.1114
81,14,4,428127.50,84.64,1.0057
82,10,7,427462.20,84.51,0.9677
83,13,7,419635.00,82.96,0.9825
84,7,3,419199.60,82.87,0.9052
85,11,3,400562.45,78.64,0.8637
86,19,18,395112.40,79.83,1.4371
87,20,18,395112.40,79.83,1.4371
88,21,18,395112.40,79.83,1.4371
89,22,18,395112.40,79.83,1.4371
90,23,18,395112.40,79.83,1.4371
91,24,18,395112.40,79.83,1.4371
92,25,18,395112.40,79.83,1.4371
93,26,14,395112.40,79.83,1.4371
94,25,11,392376.25,78.72,1.0028
95,26,11,392376.25,78.72,1.0028
96,33,2,380206.85,75.40,0.8636
97,10,8,367283.70,72.61,0.8329
98,23,3,364029.30,71.97,0.8243
99,11,2,352638.70,67.62,0.6685
100,12,4,345231.80,68.32,0.8104
101,10,11,339848.00,67.40,0.8631
102,11,4,337027.70,66.69,0.7936
103,2,4,335137.70,66.25,0.7452
104,10,9,325081.45,64.27,0.7858
105,12,2,292408.60,56.07,0.5796
106,27,7,291185.55,58.39,0.7513
107,11,13,271986.25,53.77,0.6673
108,25,8,265698.30,53.28,0.6916
109,25,9,265698.30,53.28,0.6916
110,26,7,265698.30,53.28,0.6916
111,26,8,265698.30,53.28,0.6916
112,14,3,257172.65,50.49,0.5776
113,3,19,234586.40,47.56,1.1853
114,4,19,234586.40,47.56,1.1853
115,5,19,234586.40,47.56,1.1853
116,6,19,234586.40,47.56,1.1853
117,7,19,234586.40,47.56,1.1853
118,8,19,234586.40,47.56,1.1853
119,9,19,234586.40,47.56,1.1853
120,10,19,234586.40,47.56,1.1853
121,11,19,234586.40,47.56,1.1853
122,12,19,234586.40,47.56,1.1853
123,13,19,234586.40,47.56,1.1853
124,14,19,234586.40,47.56,1.1853
125,15,19,234586.40,47.56,1.1853
126,16,19,234586.40,47.56,1.1853
127,17,19,234586.40,47.56,1.1853
128,18,19,234586.40,47.56,1.1853
129,20,19,234586.40,47.56,1.1853
130,21,19,234586.40,47.56,1.1853
131,22,19,234586.40,47.56,1.1853
132,23,19,234586.40,47.56,1.1853
133,24,19,234586.40,47.56,1.1853
134,25,19,234586.40,47.56,1.1853
135,26,19,234586.40,47.56,1.1853
136,27,19,234586.40,47.56,1.1853
137,28,19,234586.40,47.56,1.1853
138,29,19,234586.40,47.56,1.1853
139,30,19,234586.40,47.56,1.1853
140,31,19,234586.40,47.56,1.1853
141,19,3,228319.35,44.82,0.5197
142,20,3,228319.35,44.82,0.5197
143,25,5,213737.95,42.25,0.5077
144,25,3,207791.05,41.08,0.5007
145,25,4,207791.05,41.08,0.5007
146,26,4,207791.05,41.08,0.5007
147,8,14,197223.65,38.99,0.4966
148,9,14,197223.65,38.99,0.4966
149,10,14,197223.65,38.99,0.4966
150,12,13,191846.20,37.93,0.4795
151,3,14,188319.20,37.23,0.4704
152,4,14,188319.20,37.23,0.4704
153,5,14,188319.20,37.23,0.4704
154,3,2,185723.10,35.61,0.4142
155,9,7,180607.50,35.71,0.4167
156,4,8,173636.55,34.36,0.4528
157,17,3,159221.65,31.26,0.3798
158,10,6,145613.20,28.79,0.3581
159,24,2,140319.35,27.74,0.3867
160,25,2,140319.35,27.74,0.3867
161,24,5,136925.35,27.07,0.3528
162,5,10,129341.30,25.85,0.3458
163,5,8,127887.90,25.31,0.3487
164,34,2,125320.90,24.85,0.3306
165,19,17,119804.65,23.68,0.3681
166,20,17,119804.65,23.68,0.3681
167,21,17,119804.65,23.68,0.3681
168,22,17,119804.65,23.68,0.3681
169,23,17,119804.65,23.68,0.3681
170,11,14,117083.60,23.15,0.3076
171,15,17,115120.50,22.76,0.3460
172,16,17,115120.50,22.76,0.3460
173,20,16,110800.15,21.90,0.3418
174,21,16,110800.15,21.90,0.3418
175,22,16,110800.15,21.90,0.3418
176,37,3,109820.10,21.78,0.3362
177,26,18,106297.90,21.08,0.3593
178,27,18,106297.90,21.08,0.3593
179,28,18,106297.90,21.08,0.3593
180,29,18,106297.90,21.08,0.3593
181,30,18,106297.90,21.08,0.3593
182,31,18,106297.90,21.08,0.3593
183,15,13,105672.85,20.89,0.3095
184,16,13,105672.85,20.89,0.3095
185,17,13,105672.85,20.89,0.3095
186,18,13,105672.85,20.89,0.3095
187,19,13,105672.85,20.89,0.3095
188,20,13,105672.85,20.89,0.3095
189,21,13,105672.85,20.89,0.3095
190,22,13,105672.85,20.89,0.3095
191,23,13,105672.85,20.89,0.3095
192,9,8,102420.00,20.25,0.2438
193,4,17,101613.75,20.09,0.3100
194,5,17,101613.75,20.09,0.3100
195,9,17,101613.75,20.09,0.3100
196,5,9,101438.60,20.27,0.2978
197,14,16,97293.40,19.23,0.3062
198,24,17,97293.40,19.23,0.3062
199,25,17,97293.40,19.23,0.3062
200,33,3,95785.80,19.00,0.2847
201,33,4,95785.80,19.00,0.2847
202,34,4,95785.80,19.00,0.2847
203,35,3,95785.80,19.00,0.2847
204,2,16,92609.25,18.31,0.2845
205,4,16,92609.25,18.31,0.2845
206,36,2,92428.80,18.33,0.2974
207,37,2,92428.80,18.33,0.2974
208,38,2,92428.80,18.33,0.2974
209,4,11,90556.30,18.10,0.2745
210,5,7,88444.45,17.50,0.2532
211,3,16,88107.00,17.42,0.2663
212,4,18,88107.00,17.47,0.2960
213,5,18,88107.00,17.47,0.2960
214,32,18,88107.00,17.47,0.2960
215,3,13,86506.20,17.10,0.2363
216,4,13,86506.20,17.10,0.2363
217,5,13,86506.20,17.10,0.2363
218,24,8,79523.95,15.72,0.2437
219,24,9,79523.95,15.72,0.2437
220,2,17,79102.50,15.64,0.2496
221,34,3,78394.50,15.55,0.2483
222,35,2,78394.50,15.55,0.2483
223,20,5,73899.40,14.61,0.2161
224,15,12,71255.65,14.09,0.2327
225,16,12,71255.65,14.09,0.2327
226,17,12,71255.65,14.09,0.2327
227,18,12,71255.65,14.09,0.2327
228,19,12,71255.65,14.09,0.2327
229,20,12,71255.65,14.09,0.2327
230,21,12,71255.65,14.09,0.2327
231,22,12,71255.65,14.09,0.2327
232,23,12,71255.65,14.09,0.2327
233,23,15,70279.90,13.89,0.2322
234,23,16,70279.90,13.89,0.2322
235,24,14,70279.90,13.89,0.2322
236,24,15,70279.90,13.89,0.2322
237,24,16,70279.90,13.89,0.2322
238,25,14,70279.90,13.89,0.2322
239,25,15,70279.90,13.89,0.2322
240,25,16,70279.90,13.89,0.2322
241,8,13,68697.30,13.58,0.1962
242,9,13,68697.30,13.58,0.1962
243,10,13,68697.30,13.58,0.1962
244,24,3,60060.55,11.87,0.1933
245,15,10,52739.85,10.43,0.1878
246,16,10,52739.85,10.43,0.1878
247,17,10,52739.85,10.43,0.1878
248,18,10,52739.85,10.43,0.1878
249,19,10,52739.85,10.43,0.1878
250,20,10,52739.85,10.43,0.1878
251,21,10,52739.85,10.43,0.1878
252,22,10,52739.85,10.43,0.1878
253,23,10,52739.85,10.43,0.1878
254,24,10,52739.85,10.43,0.1878
255,25,10,52739.85,10.43,0.1878
256,21,5,48086.50,9.51,0.1631
257,22,5,48086.50,9.51,0.1631
258,23,5,48086.50,9.51,0.1631
259,2,18,47586.75,9.61,0.1878
260,3,18,47586.75,9.61,0.1878
261,9,12,46917.55,9.28,0.1499
262,10,12,46917.55,9.28,0.1499
263,15,8,38509.00,7.61,0.1500
264,24,7,36502.45,7.22,0.1494
265,14,11,31250.60,6.18,0.1389
266,15,11,31250.60,6.18,0.1389
267,16,11,31250.60,6.18,0.1389
268,17,11,31250.60,6.18,0.1389
269,18,11,31250.60,6.18,0.1389
270,19,11,31250.60,6.18,0.1389
271,20,11,31250.60,6.18,0.1389
272,21,11,31250.60,6.18,0.1389
273,22,11,31250.60,6.18,0.1389
274,23,11,31250.60,6.18,0.1389
275,24,11,31250.60,6.18,0.1389
276,16,7,30113.20,5.95,0.1317
277,16,8,30113.20,5.95,0.1317
278,13,11,29503.35,5.83,0.0931
279,13,12,29503.35,5.83,0.0931
280,11,12,28726.65,5.68,0.1055
281,9,5,28286.80,5.59,0.0894
282,6,5,21975.85,4.34,0.0740
283,17,6,21317.60,4.21,0.1123
284,17,7,21317.60,4.21,0.1123
285,17,8,21317.60,4.21,0.1123
286,4,5,14683.10,2.90,0.0552
287,25,6,10119.85,2.00,0.0932
288,36,3,9494.65,1.88,0.0997
289,1,1,0.00,0.00,0.0000
290,1,2,0.00,0.00,0.0000
291,1,3,0.00,0.00,0.0000
292,1,4,0.00,0.00,0.0000
293,1,5,0.00,0.00,0.0000
294,1,6,0.00,0.00,0.0000
295,1,7,0.00,0.00,0.0000
296,1,8,0.00,0.00,0.0000
297,1,9,0.00,0.00,0.0000
298,1,10,0.00,0.00,0.0000
299,1,11,0.00,0.00,0.0000
300,1,12,0.00,0.00,0.0000
301,1,13,0.00,0.00,0.0000
302,1,14,0.00,0.00,0.0000
303,1,15,0.00,0.00,0.0000
304,1,16,0.00,0.00,0.0000
305,1,17,0.00,0.00,0.0000
306,1,18,0.00,0.00,0.0000
307,1,19,0.00,0.00,0.0000
308,1,20,0.00,0.00,0.0000
309,1,21,0.00,0.00,0.0000
310,1,22,0.00,0.00,0.0000
311,1,23,0.00,0.00,0.0000
312,1,24,0.00,0.00,0.0000
313,1,25,0.00,0.00,0.0000
314,1,26,0.00,0.00,0.0000
315,1,27,0.00,0.00,0.0000
316,1,28,0.00,0.00,0.0000
317,1,29,0.00,0.00,0.0000
318,1,30,0.00,0.00,0.0000
319,1,31,0.00,0.00,0.0000
320,1,32,0.00,0.00,0.0000
321,1,33,0.00,0.00,0.0000
322,1,34,0.00,0.00,0.0000
323,1,35,0.00,0.00,0.0000
324,1,36,0.00,0.00,0.0000
325,1,37,0.00,0.00,0.0000
326,1,38,0.00,0.00,0.0000
327,1,39,0.00,0.00,0.0000
328,1,40,0.00,0.00,0.0000
329,1,41,0.00,0.00,0.0000
330,1,42,0.00,0.00,0.0000
331,1,43,0.00,0.00,0.0000
332,1,44,0.00,0.00,0.0000
333,1,45,0.00,0.00,0.0000
334,1,46,0.00,0.00,0.0000
335,1,47,0.00,0.00,0.0000
336,1,48,0.00,0.00,0.0000
337,1,49,0.00,0.00,0.0000
338,1,50,0.00,0.00,0.0000
339,2,1,0.00,0.00,0.0000
340,2,2,0.00,0.00,0.0000
341,2,21,0.00,0.00,0.0000
342,2,22,0.00,0.00,0.0000
343,2,23,0.00,0.00,0.0000
344,2,24,0.00,0.00,0.0000
345,2,25,0.00,0.00,0.0000
346,2,26,0.00,0.00,0.0000
347,2,27,0.00,0.00,0.0000
348,2,28,0.00,0.00,0.0000
349,2,29,0.00,0.00,0.0000
350,2,30,0.00,0.00,0.0000
351,2,31,0.00,0.00,0.0000
352,2,32,0.00,0.00,0.0000
353,2,33,0.00,0.00,0.0000
354,2,34,0.00,0.00,0.0000
355,2,35,0.00,0.00,0.0000
356,2,36,0.00,0.00,0.0000
357,2,37,0.00,0.00,0.0000
358,2,38,0.00,0.00,0.0000
359,2,39,0.00,0.00,0.0000
360,2,40,0.00,0.00,0.0000
361,2,41,0.00,0.00,0.0000
362,2,42,0.00,0.00,0.0000
363,2,43,0.00,0.00,0.0000
364,2,44,0.00,0.00,0.0000
365,2,45,0.00,0.00,0.0000
366,2,46,0.00,0.00,0.0000
367,2,47,0.00,0.00,0.0000
368,2,48,0.00,0.00,0.0000
369,2,49,0.00,0.00,0.0000
370,2,50,0.00,0.00,0.0000
371,3,1,0.00,0.00,0.0000
372,3,3,0.00,0.00,0.0000
373,3,20,0.00,0.00,0.0000
374,3,21,0.00,0.00,0.0000
375,3,22,0.00,0.00,0.0000
376,3,23,0.00,0.00,0.0000
377,3,24,0.00,0.00,0.0000
378,3,25,0.00,0.00,0.0000
379,3,26,0.00,0.00,0.0000
380,3,27,0.00,0.00,0.0000
381,3,28,0.00,0.00,0.0000
382,3,29,0.00,0.00,0.0000
383,3,30,0.00,0.00,0.0000
384,3,31,0.00,0.00,0.0000
385,3,32,0.00,0.00,0.0000
386,3,33,0.00,0.00,0.0000
387,3,34,0.00,0.00,0.0000
388,3,35,0.00,0.00,0.0000
389,3,36,0.00,0.00,0.0000
390,3,37,0.00,0.00,0.0000
391,3,38,0.00,0.00,0.0000
392,3,39,0.00,0.00,0.0000
393,3,40,0.00,0.00,0.0000
394,3,41,0.00,0.00,0.0000
395,3,42,0.00,0.00,0.0000
396,3,43,0.00,0.00,0.0000
397,3,44,0.00,0.00,0.0000
398,3,45,0.00,0.00,0.0000
399,3,46,0.00,0.00,0.0000
400,3,47,0.00,0.00,0.0000
401,3,48,0.00,0.00,0.0000
402,3,49,0.00,0.00,0.0000
403,3,50,0.00,0.00,0.0000
404,4,1,0.00,0.00,0.0000
405,4,4,0.00,0.00,0.0000
406,4,20,0.00,0.00,0.0000
407,4,21,0.00,0.00,0.0000
408,4,22,0.00,0.00,0.0000
409,4,23,0.00,0.00,0.0000
410,4,24,0.00,0.00,0.0000
411,4,25,0.00,0.00,0.0000
412,4,26,0.00,0.00,0.0000
413,4,27,0.00,0.00,0.0000
414,4,28,0.00,0.00,0.0000
415,4,29,0.00,0.00,0.0000
416,4,30,0.00,0.00,0.0000
417,4,31,0.00,0.00,0.0000
418,4,32,0.00,0.00,0.0000
419,4,33,0.00,0.00,0.0000
420,4,34,0.00,0.00,0.0000
421,4,35,0.00,0.00,0.0000
422,4,36,0.00,0.00,0.0000
423,4,37,0.00,0.00,0.0000
424,4,38,0.00,0.00,0.0000
425,4,39,0.00,0.00,0.0000
426,4,40,0.00,0.00,0.0000
427,4,41,0.00,0.00,0.0000
428,4,42,0.00,0.00,0.0000
429,4,43,0.00,0.00,0.0000
430,4,44,0.00,0.00,0.0000
431,4,45,0.00,0.00,0.0000
432,4,46,0.00,0.00,0.0000
433,4,47,0.00,0.00,0.0000
434,4,48,0.00,0.00,0.0000
435,4,49,0.00,0.00,0.0000
436,4,50,0.00,0.00,0.0000
437,5,1,0.00,0.00,0.0000
438,5,5,0.00,0.00,0.0000
439,5,20,0.00,0.00,0.0000
440,5,21,0.00,0.00,0.0000
441,5,22,0.00,0.00,0.0000
442,5,23,0.00,0.00,0.0000
443,5,24,0.00,0.00,0.0000
444,5,25,0.00,0.00,0.0000
445,5,26,0.00,0.00,0.0000
446,5,27,0.00,0.00,0.0000
447,5,28,0.00,0.00,0.0000
448,5,29,0.00,0.00,0.0000
449,5,30,0.00,0.00,0.0000
450,5,31,0.00,0.00,0.0000
451,5,32,0.00,0.00,0.0000
452,5,33,0.00,0.00,0.0000
453,5,34,0.00,0.00,0.0000
454,5,35,0.00,0.00,0.0000
455,5,36,0.00,0.00,0.0000
456,5,37,0.00,0.00,0.0000
457,5,38,0.00,0.00,0.0000
458,5,39,0.00,0.00,0.0000
459,5,40,0.00,0.00,0.0000
460,5,41,0.00,0.00,0.0000
461,5,42,0.00,0.00,0.0000
462,5,43,0.00,0.00,0.0000
463,5,44,0.00,0.00,0.0000
464,5,45,0.00,0.00,0.0000
465,5,46,0.00,0.00,0.0000
466,5,47,0.00,0.00,0.0000
467,5,48,0.00,0.00,0.0000
468,5,49,0.00,0.00,0.0000
469,5,50,0.00,0.00,0.0000
470,6,1,0.00,0.00,0.0000
471,6,6,0.00,0.00,0.0000
472,6,20,0.00,0.00,0.0000
473,6,21,0.00,0.00,0.0000
474,6,22,0.00,0.00,0.0000
475,6,23,0.00,0.00,0.0000
476,6,24,0.00,0.00,0.0000
477,6,25,0.00,0.00,0.0000
478,6,26,0.00,0.00,0.0000
479,6,27,0.00,0.00,0.0000
480,6,28,0.00,0.00,0.0000
481,6,29,0.00,0.00,0.0000
482,6,30,0.00,0.00,0.0000
483,6,31,0.00,0.00,0.0000
484,6,32,0.00,0.00,0.0000
485,6,33,0.00,0.00,0.0000
486,6,34,0.00,0.00,0.0000
487,6,35,0.00,0.00,0.0000
488,6,36,0.00,0.00,0.0000
489,6,37,0.00,0.00,0.0000
490,6,38,0.00,0.00,0.0000
491,6,39,0.00,0.00,0.0000
492,6,40,0.00,0.00,0.0000
493,6,41,0.00,0.00,0.0000
494,6,42,0.00,0.00,0.0000
495,6,43,0.00,0.00,0.0000
