#,P:N1,P:N2,净利润,年化收益率%,夏普比率
285,6,25,0.00,0.00,0.0000
286,6,26,0.00,0.00,0.0000
287,6,27,0.00,0.00,0.0000
288,6,28,0.00,0.00,0.0000
289,6,29,0.00,0.00,0.0000
290,6,30,0.00,0.00,0.0000
291,6,31,0.00,0.00,0.0000
292,6,32,0.00,0.00,0.0000
293,6,33,0.00,0.00,0.0000
294,6,34,0.00,0.00,0.0000
295,6,35,0.00,0.00,0.0000
296,6,36,0.00,0.00,0.0000
297,6,37,0.00,0.00,0.0000
298,6,38,0.00,0.00,0.0000
299,6,39,0.00,0.00,0.0000
300,6,40,0.00,0.00,0.0000
301,6,41,0.00,0.00,0.0000
302,6,42,0.00,0.00,0.0000
303,6,43,0.00,0.00,0.0000
304,6,44,0.00,0.00,0.0000
305,6,45,0.00,0.00,0.0000
306,6,46,0.00,0.00,0.0000
307,6,47,0.00,0.00,0.0000
308,6,48,0.00,0.00,0.0000
309,6,49,0.00,0.00,0.0000
310,6,50,0.00,0.00,0.0000
311,7,1,0.00,0.00,0.0000
312,7,3,0.00,0.00,0.0000
313,7,4,0.00,0.00,0.0000
314,7,7,0.00,0.00,0.0000
315,7,23,0.00,0.00,0.0000
316,7,24,0.00,0.00,0.0000
317,7,25,0.00,0.00,0.0000
318,7,26,0.00,0.00,0.0000
319,7,27,0.00,0.00,0.0000
320,7,28,0.00,0.00,0.0000
321,7,29,0.00,0.00,0.0000
322,7,30,0.00,0.00,0.0000
323,7,31,0.00,0.00,0.0000
324,7,32,0.00,0.00,0.0000
325,7,33,0.00,0.00,0.0000
326,7,34,0.00,0.00,0.0000
327,7,35,0.00,0.00,0.0000
328,7,36,0.00,0.00,0.0000
329,7,37,0.00,0.00,0.0000
330,7,38,0.00,0.00,0.0000
331,7,39,0.00,0.00,0.0000
332,7,40,0.00,0.00,0.0000
333,7,41,0.00,0.00,0.0000
334,7,42,0.00,0.00,0.0000
335,7,43,0.00,0.00,0.0000
336,7,44,0.00,0.00,0.0000
337,7,45,0.00,0.00,0.0000
338,7,46,0.00,0.00,0.0000
339,7,47,0.00,0.00,0.0000
340,7,48,0.00,0.00,0.0000
341,7,49,0.00,0.00,0.0000
342,7,50,0.00,0.00,0.0000
343,8,1,0.00,0.00,0.0000
344,8,3,0.00,0.00,0.0000
345,8,4,0.00,0.00,0.0000
346,8,5,0.00,0.00,0.0000
347,8,8,0.00,0.00,0.0000
348,8,23,0.00,0.00,0.0000
349,8,24,0.00,0.00,0.0000
350,8,25,0.00,0.00,0.0000
351,8,26,0.00,0.00,0.0000
352,8,27,0.00,0.00,0.0000
353,8,28,0.00,0.00,0.0000
354,8,29,0.00,0.00,0.0000
355,8,30,0.00,0.00,0.0000
356,8,31,0.00,0.00,0.0000
357,8,32,0.00,0.00,0.0000
358,8,33,0.00,0.00,0.0000
359,8,34,0.00,0.00,0.0000
360,8,35,0.00,0.00,0.0000
361,8,36,0.00,0.00,0.0000
362,8,37,0.00,0.00,0.0000
363,8,38,0.00,0.00,0.0000
364,8,39,0.00,0.00,0.0000
365,8,40,0.00,0.00,0.0000
366,8,41,0.00,0.00,0.0000
367,8,42,0.00,0.00,0.0000
368,8,43,0.00,0.00,0.0000
369,8,44,0.00,0.00,0.0000
370,8,45,0.00,0.00,0.0000
371,8,46,0.00,0.00,0.0000
372,8,47,0.00,0.00,0.0000
373,8,48,0.00,0.00,0.0000
374,8,49,0.00,0.00,0.0000
375,8,50,0.00,0.00,0.0000
376,9,1,0.00,0.00,0.0000
377,9,3,0.00,0.00,0.0000
378,9,4,0.00,0.00,0.0000
379,9,5,0.00,0.00,0.0000
380,9,6,0.00,0.00,0.0000
381,9,9,0.00,0.00,0.0000
382,9,23,0.00,0.00,0.0000
383,9,24,0.00,0.00,0.0000
384,9,25,0.00,0.00,0.0000
385,9,26,0.00,0.00,0.0000
386,9,27,0.00,0.00,0.0000
387,9,28,0.00,0.00,0.0000
388,9,29,0.00,0.00,0.0000
389,9,30,0.00,0.00,0.0000
390,9,31,0.00,0.00,0.0000
391,9,32,0.00,0.00,0.0000
392,9,33,0.00,0.00,0.0000
393,9,34,0.00,0.00,0.0000
394,9,35,0.00,0.00,0.0000
395,9,36,0.00,0.00,0.0000
396,9,37,0.00,0.00,0.0000
397,9,38,0.00,0.00,0.0000
398,9,39,0.00,0.00,0.0000
399,9,40,0.00,0.00,0.0000
400,9,41,0.00,0.00,0.0000
401,9,42,0.00,0.00,0.0000
402,9,43,0.00,0.00,0.0000
403,9,44,0.00,0.00,0.0000
404,9,45,0.00,0.00,0.0000
405,9,46,0.00,0.00,0.0000
406,9,47,0.00,0.00,0.0000
407,9,48,0.00,0.00,0.0000
408,9,49,0.00,0.00,0.0000
409,9,50,0.00,0.00,0.0000
410,10,1,0.00,0.00,0.0000
411,10,3,0.00,0.00,0.0000
412,10,4,0.00,0.00,0.0000
413,10,5,0.00,0.00,0.0000
414,10,6,0.00,0.00,0.0000
415,10,7,0.00,0.00,0.0000
416,10,10,0.00,0.00,0.0000
417,10,22,0.00,0.00,0.0000
418,10,23,0.00,0.00,0.0000
419,10,24,0.00,0.00,0.0000
420,10,25,0.00,0.00,0.0000
421,10,26,0.00,0.00,0.0000
422,10,27,0.00,0.00,0.0000
423,10,28,0.00,0.00,0.0000
424,10,29,0.00,0.00,0.0000
425,10,30,0.00,0.00,0.0000
426,10,31,0.00,0.00,0.0000
427,10,32,0.00,0.00,0.0000
428,10,33,0.00,0.00,0.0000
429,10,34,0.00,0.00,0.0000
430,10,35,0.00,0.00,0.0000
431,10,36,0.00,0.00,0.0000
432,10,37,0.00,0.00,0.0000
433,10,38,0.00,0.00,0.0000
434,10,39,0.00,0.00,0.0000
435,10,40,0.00,0.00,0.0000
436,10,41,0.00,0.00,0.0000
437,10,42,0.00,0.00,0.0000
438,10,43,0.00,0.00,0.0000
439,10,44,0.00,0.00,0.0000
440,10,45,0.00,0.00,0.0000
441,10,46,0.00,0.00,0.0000
442,10,47,0.00,0.00,0.0000
443,10,48,0.00,0.00,0.0000
444,10,49,0.00,0.00,0.0000
445,10,50,0.00,0.00,0.0000
446,11,1,0.00,0.00,0.0000
447,11,3,0.00,0.00,0.0000
448,11,4,0.00,0.00,0.0000
449,11,5,0.00,0.00,0.0000
450,11,6,0.00,0.00,0.0000
451,11,11,0.00,0.00,0.0000
452,11,18,0.00,0.00,0.0000
453,11,19,0.00,0.00,0.0000
454,11,20,0.00,0.00,0.0000
455,11,21,0.00,0.00,0.0000
456,11,22,0.00,0.00,0.0000
457,11,23,0.00,0.00,0.0000
458,11,24,0.00,0.00,0.0000
459,11,25,0.00,0.00,0.0000
460,11,26,0.00,0.00,0.0000
461,11,27,0.00,0.00,0.0000
462,11,28,0.00,0.00,0.0000
463,11,29,0.00,0.00,0.0000
464,11,30,0.00,0.00,0.0000
465,11,31,0.00,0.00,0.0000
466,11,32,0.00,0.00,0.0000
467,11,33,0.00,0.00,0.0000
468,11,34,0.00,0.00,0.0000
469,11,35,0.00,0.00,0.0000
470,11,36,0.00,0.00,0.0000
471,11,37,0.00,0.00,0.0000
472,11,38,0.00,0.00,0.0000
473,11,39,0.00,0.00,0.0000
474,11,40,0.00,0.00,0.0000
475,11,41,0.00,0.00,0.0000
476,11,42,0.00,0.00,0.0000
477,11,43,0.00,0.00,0.0000
478,11,44,0.00,0.00,0.0000
479,11,45,0.00,0.00,0.0000
480,11,46,0.00,0.00,0.0000
481,11,47,0.00,0.00,0.0000
482,11,48,0.00,0.00,0.0000
483,11,49,0.00,0.00,0.0000
484,11,50,0.00,0.00,0.0000
485,12,1,0.00,0.00,0.0000
486,12,3,0.00,0.00,0.0000
487,12,4,0.00,0.00,0.0000
488,12,5,0.00,0.00,0.0000
489,12,6,0.00,0.00,0.0000
490,12,7,0.00,0.00,0.0000
491,12,12,0.00,0.00,0.0000
492,12,17,0.00,0.00,0.0000
493,12,18,0.00,0.00,0.0000
494,12,19,0.00,0.00,0.0000
495,12,20,0.00,0.00,0.0000
496,12,21,0.00,0.00,0.0000
497,12,22,0.00,0.00,0.0000
498,12,23,0.00,0.00,0.0000
499,12,24,0.00,0.00,0.0000
500,12,25,0.00,0.00,0.0000
501,12,26,0.00,0.00,0.0000
502,12,27,0.00,0.00,0.0000
503,12,28,0.00,0.00,0.0000
504,12,29,0.00,0.00,0.0000
505,12,30,0.00,0.00,0.0000
506,12,31,0.00,0.00,0.0000
507,12,32,0.00,0.00,0.0000
508,12,33,0.00,0.00,0.0000
509,12,34,0.00,0.00,0.0000
510,12,35,0.00,0.00,0.0000
511,12,36,0.00,0.00,0.0000
512,12,37,0.00,0.00,0.0000
513,12,38,0.00,0.00,0.0000
514,12,39,0.00,0.00,0.0000
515,12,40,0.00,0.00,0.0000
516,12,41,0.00,0.00,0.0000
517,12,42,0.00,0.00,0.0000
518,12,43,0.00,0.00,0.0000
519,12,44,0.00,0.00,0.0000
520,12,45,0.00,0.00,0.0000
521,12,46,0.00,0.00,0.0000
522,12,47,0.00,0.00,0.0000
523,12,48,0.00,0.00,0.0000
524,12,49,0.00,0.00,0.0000
525,12,50,0.00,0.00,0.0000
526,13,1,0.00,0.00,0.0000
527,13,3,0.00,0.00,0.0000
528,13,4,0.00,0.00,0.0000
529,13,5,0.00,0.00,0.0000
530,13,6,0.00,0.00,0.0000
531,13,7,0.00,0.00,0.0000
532,13,8,0.00,0.00,0.0000
533,13,13,0.00,0.00,0.0000
534,13,17,0.00,0.00,0.0000
535,13,18,0.00,0.00,0.0000
536,13,19,0.00,0.00,0.0000
537,13,20,0.00,0.00,0.0000
538,13,21,0.00,0.00,0.0000
539,13,22,0.00,0.00,0.0000
540,13,23,0.00,0.00,0.0000
541,13,24,0.00,0.00,0.0000
542,13,25,0.00,0.00,0.0000
543,13,26,0.00,0.00,0.0000
544,13,27,0.00,0.00,0.0000
545,13,28,0.00,0.00,0.0000
546,13,29,0.00,0.00,0.0000
547,13,30,0.00,0.00,0.0000
548,13,31,0.00,0.00,0.0000
549,13,32,0.00,0.00,0.0000
550,13,33,0.00,0.00,0.0000
551,13,34,0.00,0.00,0.0000
552,13,35,0.00,0.00,0.0000
553,13,36,0.00,0.00,0.0000
554,13,37,0.00,0.00,0.0000
555,13,38,0.00,0.00,0.0000
556,13,39,0.00,0.00,0.0000
557,13,40,0.00,0.00,0.0000
558,13,41,0.00,0.00,0.0000
559,13,42,0.00,0.00,0.0000
560,13,43,0.00,0.00,0.0000
561,13,44,0.00,0.00,0.0000
562,13,45,0.00,0.00,0.0000
563,13,46,0.00,0.00,0.0000
564,13,47,0.00,0.00,0.0000
565,13,48,0.00,0.00,0.0000
566,13,49,0.00,0.00,0.0000
567,13,50,0.00,0.00,0.0000
568,14,1,0.00,0.00,0.0000
569,14,3,0.00,0.00,0.0000
570,14,4,0.00,0.00,0.0000
571,14,5,0.00,0.00,0.0000
572,14,6,0.00,0.00,0.0000
573,14,7,0.00,0.00,0.0000
574,14,8,0.00,0.00,0.0000
575,14,9,0.00,0.00,0.0000
576,14,14,0.00,0.00,0.0000
577,14,17,0.00,0.00,0.0000
578,14,18,0.00,0.00,0.0000
579,14,19,0.00,0.00,0.0000
580,14,20,0.00,0.00,0.0000
581,14,21,0.00,0.00,0.0000
582,14,22,0.00,0.00,0.0000
583,14,23,0.00,0.00,0.0000
584,14,24,0.00,0.00,0.0000
585,14,25,0.00,0.00,0.0000
586,14,26,0.00,0.00,0.0000
587,14,27,0.00,0.00,0.0000
588,14,28,0.00,0.00,0.0000
589,14,29,0.00,0.00,0.0000
590,14,30,0.00,0.00,0.0000
591,14,31,0.00,0.00,0.0000
592,14,32,0.00,0.00,0.0000
593,14,33,0.00,0.00,0.0000
594,14,34,0.00,0.00,0.0000
595,14,35,0.00,0.00,0.0000
596,14,36,0.00,0.00,0.0000
597,14,37,0.00,0.00,0.0000
598,14,38,0.00,0.00,0.0000
599,14,39,0.00,0.00,0.0000
600,14,40,0.00,0.00,0.0000
601,14,41,0.00,0.00,0.0000
602,14,42,0.00,0.00,0.0000
603,14,43,0.00,0.00,0.0000
604,14,44,0.00,0.00,0.0000
605,14,45,0.00,0.00,0.0000
606,14,46,0.00,0.00,0.0000
607,14,47,0.00,0.00,0.0000
608,14,48,0.00,0.00,0.0000
609,14,49,0.00,0.00,0.0000
610,14,50,0.00,0.00,0.0000
611,15,1,0.00,0.00,0.0000
612,15,3,0.00,0.00,0.0000
613,15,4,0.00,0.00,0.0000
614,15,5,0.00,0.00,0.0000
615,15,6,0.00,0.00,0.0000
616,15,7,0.00,0.00,0.0000
617,15,8,0.00,0.00,0.0000
618,15,9,0.00,0.00,0.0000
619,15,10,0.00,0.00,0.0000
620,15,11,0.00,0.00,0.0000
621,15,15,0.00,0.00,0.0000
622,15,17,0.00,0.00,0.0000
623,15,18,0.00,0.00,0.0000
624,15,19,0.00,0.00,0.0000
625,15,20,0.00,0.00,0.0000
626,15,21,0.00,0.00,0.0000
627,15,22,0.00,0.00,0.0000
628,15,23,0.00,0.00,0.0000
629,15,24,0.00,0.00,0.0000
630,15,25,0.00,0.00,0.0000
631,15,26,0.00,0.00,0.0000
632,15,27,0.00,0.00,0.0000
633,15,28,0.00,0.00,0.0000
634,15,29,0.00,0.00,0.0000
635,15,30,0.00,0.00,0.0000
636,15,31,0.00,0.00,0.0000
637,15,32,0.00,0.00,0.0000
638,15,33,0.00,0.00,0.0000
639,15,34,0.00,0.00,0.0000
640,15,35,0.00,0.00,0.0000
641,15,36,0.00,0.00,0.0000
642,15,37,0.00,0.00,0.0000
643,15,38,0.00,0.00,0.0000
644,15,39,0.00,0.00,0.0000
645,15,40,0.00,0.00,0.0000
646,15,41,0.00,0.00,0.0000
647,15,42,0.00,0.00,0.0000
648,15,43,0.00,0.00,0.0000
649,15,44,0.00,0.00,0.0000
650,15,45,0.00,0.00,0.0000
651,15,46,0.00,0.00,0.0000
652,15,47,0.00,0.00,0.0000
653,15,48,0.00,0.00,0.0000
654,15,49,0.00,0.00,0.0000
655,15,50,0.00,0.00,0.0000
656,16,1,0.00,0.00,0.0000
657,16,3,0.00,0.00,0.0000
658,16,4,0.00,0.00,0.0000
659,16,5,0.00,0.00,0.0000
660,16,6,0.00,0.00,0.0000
661,16,7,0.00,0.00,0.0000
662,16,8,0.00,0.00,0.0000
663,16,9,0.00,0.00,0.0000
664,16,10,0.00,0.00,0.0000
665,16,11,0.00,0.00,0.0000
666,16,12,0.00,0.00,0.0000
667,16,13,0.00,0.00,0.0000
668,16,16,0.00,0.00,0.0000
669,16,17,0.00,0.00,0.0000
670,16,18,0.00,0.00,0.0000
671,16,19,0.00,0.00,0.0000
672,16,20,0.00,0.00,0.0000
673,16,21,0.00,0.00,0.0000
674,16,22,0.00,0.00,0.0000
675,16,23,0.00,0.00,0.0000
676,16,24,0.00,0.00,0.0000
677,16,25,0.00,0.00,0.0000
678,16,26,0.00,0.00,0.0000
679,16,27,0.00,0.00,0.0000
680,16,28,0.00,0.00,0.0000
681,16,29,0.00,0.00,0.0000
682,16,30,0.00,0.00,0.0000
683,16,31,0.00,0.00,0.0000
684,16,32,0.00,0.00,0.0000
685,16,33,0.00,0.00,0.0000
686,16,34,0.00,0.00,0.0000
687,16,35,0.00,0.00,0.0000
688,16,36,0.00,0.00,0.0000
689,16,37,0.00,0.00,0.0000
690,16,38,0.00,0.00,0.0000
691,16,39,0.00,0.00,0.0000
692,16,40,0.00,0.00,0.0000
693,16,41,0.00,0.00,0.0000
694,16,42,0.00,0.00,0.0000
695,16,43,0.00,0.00,0.0000
696,16,44,0.00,0.00,0.0000
697,16,45,0.00,0.00,0.0000
698,16,46,0.00,0.00,0.0000
699,16,47,0.00,0.00,0.0000
700,16,48,0.00,0.00,0.0000
701,16,49,0.00,0.00,0.0000
702,16,50,0.00,0.00,0.0000
703,17,1,0.00,0.00,0.0000
704,17,3,0.00,0.00,0.0000
705,17,4,0.00,0.00,0.0000
706,17,5,0.00,0.00,0.0000
707,17,6,0.00,0.00,0.0000
708,17,7,0.00,0.00,0.0000
709,17,8,0.00,0.00,0.0000
710,17,9,0.00,0.00,0.0000
711,17,10,0.00,0.00,0.0000
712,17,11,0.00,0.00,0.0000
713,17,12,0.00,0.00,0.0000
714,17,13,0.00,0.00,0.0000
715,17,14,0.00,0.00,0.0000
716,17,15,0.00,0.00,0.0000
717,17,17,0.00,0.00,0.0000
718,17,18,0.00,0.00,0.0000
719,17,19,0.00,0.00,0.0000
720,17,20,0.00,0.00,0.0000
721,17,21,0.00,0.00,0.0000
722,17,22,0.00,0.00,0.0000
723,17,23,0.00,0.00,0.0000
724,17,24,0.00,0.00,0.0000
725,17,25,0.00,0.00,0.0000
726,17,26,0.00,0.00,0.0000
