#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,4,5,3382201.80,449.67,3.7989
2,6,5,3364758.81,447.35,3.7879
3,7,6,3307247.09,442.91,3.3787
4,2,4,3158631.27,454.52,3.4720
5,2,3,2992521.64,430.62,3.2414
6,5,3,2918649.72,385.24,4.0014
7,2,5,2834065.69,407.82,3.0903
8,2,6,2797374.36,371.91,2.8500
9,3,6,2797374.36,371.91,2.8500
10,3,4,2767969.52,398.31,3.0008
11,2,7,2721026.69,365.74,2.7893
12,10,2,2720390.67,359.08,3.7076
13,11,2,2720390.67,359.08,3.7076
14,12,2,2720390.67,359.08,3.7076
15,13,2,2720390.67,359.08,3.7076
16,14,2,2720390.67,359.08,3.7076
17,15,2,2720390.67,359.08,3.7076
18,8,7,2716349.02,365.11,2.7800
19,3,7,2592396.46,348.45,2.6496
20,5,6,2467828.65,328.10,2.5974
21,4,6,2425620.15,323.66,2.5589
22,4,7,2347418.96,315.52,2.4740
23,5,7,2347418.96,315.52,2.4740
24,3,5,2216520.66,318.96,2.3842
25,2,8,1999924.98,279.03,2.0760
26,6,7,1852820.85,249.04,1.9957
27,4,3,1815370.36,261.23,2.3469
28,3,8,1487232.33,207.50,1.5459
29,4,8,1487232.33,207.50,1.5459
30,3,9,1314450.10,186.23,1.3951
31,2,10,1306676.21,185.13,1.4031
32,2,11,1296552.18,184.40,1.3971
33,3,10,1263346.62,180.38,1.3650
34,2,9,1159386.72,166.83,1.2548
35,7,5,1118100.80,201.71,2.3981
36,8,6,1048219.38,194.21,2.2481
37,6,4,1027169.91,183.72,2.1887
38,7,8,857501.83,119.64,0.8815
39,2,12,771314.80,110.99,0.8347
40,6,11,729957.38,103.02,0.7734
41,8,9,705089.42,99.89,0.7419
42,9,7,690214.77,124.62,1.5948
43,9,8,690214.77,124.62,1.5948
44,6,9,689797.06,97.73,0.7253
45,7,9,689797.06,97.73,0.7253
46,8,10,678105.72,96.44,0.7224
47,6,10,662843.35,94.27,0.7055
48,7,10,662843.35,94.27,0.7055
49,7,12,549881.01,79.13,0.5967
50,5,12,534708.60,76.94,0.5793
51,6,12,534708.60,76.94,0.5793
52,5,11,532157.32,76.58,0.5763
53,2,13,528651.63,78.54,0.6031
54,7,11,512990.56,73.24,0.5513
55,8,11,512990.56,73.24,0.5513
56,10,9,508594.68,90.67,1.1670
57,5,8,424427.54,59.22,0.4363
58,6,8,424427.54,59.22,0.4363
59,5,17,401853.51,72.47,1.1666
60,5,18,401853.51,72.47,1.1666
61,5,19,401853.51,72.47,1.1666
62,6,17,401853.51,72.47,1.1666
63,11,10,401853.51,72.47,1.1666
64,12,9,401853.51,72.47,1.1666
65,12,10,401853.51,72.47,1.1666
66,13,9,401853.51,72.47,1.1666
67,3,17,394327.28,69.78,1.0594
68,3,18,394327.28,69.78,1.0594
69,3,19,394327.28,69.78,1.0594
70,4,17,394327.28,69.78,1.0594
71,3,20,384292.29,68.67,1.1036
72,10,8,384292.29,68.67,1.1036
73,11,7,384292.29,68.67,1.1036
74,2,20,343004.76,61.05,0.9788
75,11,8,343004.76,61.05,0.9788
76,11,9,343004.76,61.05,0.9788
77,12,8,343004.76,61.05,0.9788
78,4,18,335448.54,61.18,0.9745
79,4,19,335448.54,61.18,0.9745
80,4,20,335448.54,61.18,0.9745
81,12,11,335448.54,61.18,0.9745
82,13,10,335448.54,61.18,0.9745
83,13,11,335448.54,61.18,0.9745
84,14,10,335448.54,61.18,0.9745
85,4,9,260121.07,36.85,0.2733
86,5,9,260121.07,36.85,0.2733
87,6,13,238803.87,35.48,0.2782
88,7,13,238803.87,35.48,0.2782
89,4,10,234016.93,33.28,0.2489
90,5,10,234016.93,33.28,0.2489
91,5,13,223871.34,33.26,0.2605
92,3,11,213255.47,30.45,0.2283
93,2,19,194926.08,33.82,0.4970
94,2,16,184691.20,32.04,0.4436
95,2,17,184691.20,32.04,0.4436
96,2,18,184691.20,32.04,0.4436
97,3,16,184691.20,32.04,0.4436
98,13,12,136607.07,24.64,0.4089
99,14,11,136607.07,24.64,0.4089
100,3,12,108430.90,15.60,0.1184
101,4,12,108430.90,15.60,0.1184
102,4,11,105879.63,15.24,0.1157
103,5,20,21341.97,3.83,0.0639
104,14,12,21341.97,3.83,0.0639
105,14,13,21341.97,3.83,0.0639
106,15,12,21341.97,3.83,0.0639
107,1,1,0.00,0.00,0.0000
108,1,2,0.00,0.00,0.0000
109,1,3,0.00,0.00,0.0000
110,1,4,0.00,0.00,0.0000
111,1,5,0.00,0.00,0.0000
112,1,6,0.00,0.00,0.0000
113,1,7,0.00,0.00,0.0000
114,1,8,0.00,0.00,0.0000
115,1,9,0.00,0.00,0.0000
116,1,10,0.00,0.00,0.0000
117,1,11,0.00,0.00,0.0000
118,1,12,0.00,0.00,0.0000
119,1,13,0.00,0.00,0.0000
120,1,14,0.00,0.00,0.0000
121,1,15,0.00,0.00,0.0000
122,1,16,0.00,0.00,0.0000
123,1,17,0.00,0.00,0.0000
124,1,18,0.00,0.00,0.0000
125,1,19,0.00,0.00,0.0000
126,1,20,0.00,0.00,0.0000
127,1,21,0.00,0.00,0.0000
128,1,22,0.00,0.00,0.0000
129,1,23,0.00,0.00,0.0000
130,1,24,0.00,0.00,0.0000
131,1,25,0.00,0.00,0.0000
132,1,26,0.00,0.00,0.0000
133,1,27,0.00,0.00,0.0000
134,1,28,0.00,0.00,0.0000
135,1,29,0.00,0.00,0.0000
136,1,30,0.00,0.00,0.0000
137,1,31,0.00,0.00,0.0000
138,1,32,0.00,0.00,0.0000
139,1,33,0.00,0.00,0.0000
140,1,34,0.00,0.00,0.0000
141,1,35,0.00,0.00,0.0000
142,1,36,0.00,0.00,0.0000
143,1,37,0.00,0.00,0.0000
144,1,38,0.00,0.00,0.0000
145,1,39,0.00,0.00,0.0000
146,1,40,0.00,0.00,0.0000
147,1,41,0.00,0.00,0.0000
148,1,42,0.00,0.00,0.0000
149,1,43,0.00,0.00,0.0000
150,1,44,0.00,0.00,0.0000
151,1,45,0.00,0.00,0.0000
152,1,46,0.00,0.00,0.0000
153,1,47,0.00,0.00,0.0000
154,1,48,0.00,0.00,0.0000
155,1,49,0.00,0.00,0.0000
156,1,50,0.00,0.00,0.0000
157,2,1,0.00,0.00,0.0000
158,2,2,0.00,0.00,0.0000
159,2,23,0.00,0.00,0.0000
160,2,24,0.00,0.00,0.0000
161,2,25,0.00,0.00,0.0000
162,2,26,0.00,0.00,0.0000
163,2,27,0.00,0.00,0.0000
164,2,28,0.00,0.00,0.0000
165,2,29,0.00,0.00,0.0000
166,2,30,0.00,0.00,0.0000
167,2,31,0.00,0.00,0.0000
168,2,32,0.00,0.00,0.0000
169,2,33,0.00,0.00,0.0000
170,2,34,0.00,0.00,0.0000
171,2,35,0.00,0.00,0.0000
172,2,36,0.00,0.00,0.0000
173,2,37,0.00,0.00,0.0000
174,2,38,0.00,0.00,0.0000
175,2,39,0.00,0.00,0.0000
176,2,40,0.00,0.00,0.0000
177,2,41,0.00,0.00,0.0000
178,2,42,0.00,0.00,0.0000
179,2,43,0.00,0.00,0.0000
180,2,44,0.00,0.00,0.0000
181,2,45,0.00,0.00,0.0000
182,2,46,0.00,0.00,0.0000
183,2,47,0.00,0.00,0.0000
184,2,48,0.00,0.00,0.0000
185,2,49,0.00,0.00,0.0000
186,2,50,0.00,0.00,0.0000
187,3,1,0.00,0.00,0.0000
188,3,2,0.00,0.00,0.0000
189,3,3,0.00,0.00,0.0000
190,3,23,0.00,0.00,0.0000
191,3,24,0.00,0.00,0.0000
192,3,25,0.00,0.00,0.0000
193,3,26,0.00,0.00,0.0000
194,3,27,0.00,0.00,0.0000
195,3,28,0.00,0.00,0.0000
196,3,29,0.00,0.00,0.0000
197,3,30,0.00,0.00,0.0000
198,3,31,0.00,0.00,0.0000
199,3,32,0.00,0.00,0.0000
200,3,33,0.00,0.00,0.0000
201,3,34,0.00,0.00,0.0000
202,3,35,0.00,0.00,0.0000
203,3,36,0.00,0.00,0.0000
204,3,37,0.00,0.00,0.0000
205,3,38,0.00,0.00,0.0000
206,3,39,0.00,0.00,0.0000
207,3,40,0.00,0.00,0.0000
208,3,41,0.00,0.00,0.0000
209,3,42,0.00,0.00,0.0000
210,3,43,0.00,0.00,0.0000
211,3,44,0.00,0.00,0.0000
212,3,45,0.00,0.00,0.0000
213,3,46,0.00,0.00,0.0000
214,3,47,0.00,0.00,0.0000
215,3,48,0.00,0.00,0.0000
216,3,49,0.00,0.00,0.0000
217,3,50,0.00,0.00,0.0000
218,4,1,0.00,0.00,0.0000
219,4,4,0.00,0.00,0.0000
220,4,23,0.00,0.00,0.0000
221,4,24,0.00,0.00,0.0000
222,4,25,0.00,0.00,0.0000
223,4,26,0.00,0.00,0.0000
224,4,27,0.00,0.00,0.0000
225,4,28,0.00,0.00,0.0000
226,4,29,0.00,0.00,0.0000
227,4,30,0.00,0.00,0.0000
228,4,31,0.00,0.00,0.0000
229,4,32,0.00,0.00,0.0000
230,4,33,0.00,0.00,0.0000
231,4,34,0.00,0.00,0.0000
232,4,35,0.00,0.00,0.0000
233,4,36,0.00,0.00,0.0000
234,4,37,0.00,0.00,0.0000
235,4,38,0.00,0.00,0.0000
236,4,39,0.00,0.00,0.0000
237,4,40,0.00,0.00,0.0000
238,4,41,0.00,0.00,0.0000
239,4,42,0.00,0.00,0.0000
240,4,43,0.00,0.00,0.0000
241,4,44,0.00,0.00,0.0000
242,4,45,0.00,0.00,0.0000
243,4,46,0.00,0.00,0.0000
244,4,47,0.00,0.00,0.0000
245,4,48,0.00,0.00,0.0000
246,4,49,0.00,0.00,0.0000
247,4,50,0.00,0.00,0.0000
248,5,1,0.00,0.00,0.0000
249,5,2,0.00,0.00,0.0000
250,5,5,0.00,0.00,0.0000
251,5,23,0.00,0.00,0.0000
252,5,24,0.00,0.00,0.0000
253,5,25,0.00,0.00,0.0000
254,5,26,0.00,0.00,0.0000
255,5,27,0.00,0.00,0.0000
256,5,28,0.00,0.00,0.0000
257,5,29,0.00,0.00,0.0000
258,5,30,0.00,0.00,0.0000
259,5,31,0.00,0.00,0.0000
260,5,32,0.00,0.00,0.0000
261,5,33,0.00,0.00,0.0000
262,5,34,0.00,0.00,0.0000
263,5,35,0.00,0.00,0.0000
264,5,36,0.00,0.00,0.0000
265,5,37,0.00,0.00,0.0000
266,5,38,0.00,0.00,0.0000
267,5,39,0.00,0.00,0.0000
268,5,40,0.00,0.00,0.0000
269,5,41,0.00,0.00,0.0000
270,5,42,0.00,0.00,0.0000
271,5,43,0.00,0.00,0.0000
272,5,44,0.00,0.00,0.0000
273,5,45,0.00,0.00,0.0000
274,5,46,0.00,0.00,0.0000
275,5,47,0.00,0.00,0.0000
276,5,48,0.00,0.00,0.0000
277,5,49,0.00,0.00,0.0000
278,5,50,0.00,0.00,0.0000
279,6,1,0.00,0.00,0.0000
280,6,2,0.00,0.00,0.0000
281,6,3,0.00,0.00,0.0000
282,6,6,0.00,0.00,0.0000
283,6,23,0.00,0.00,0.0000
284,6,24,0.00,0.00,0.0000
