P:N1,P:N2,净利润,年化收益率%
1,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
1,6,0,0
1,7,0,0
1,8,0,0
1,9,0,0
1,10,0,0
1,11,0,0
1,12,0,0
1,13,0,0
1,14,0,0
1,15,0,0
1,16,0,0
1,17,0,0
1,18,0,0
1,19,0,0
1,20,0,0
1,21,0,0
1,22,0,0
1,23,0,0
1,24,0,0
1,25,0,0
1,26,0,0
1,27,0,0
1,28,0,0
1,29,0,0
1,30,0,0
1,31,0,0
1,32,0,0
1,33,0,0
1,34,0,0
1,35,0,0
1,36,0,0
1,37,0,0
1,38,0,0
1,39,0,0
1,40,0,0
1,41,0,0
1,42,0,0
1,43,0,0
1,44,0,0
1,45,0,0
1,46,0,0
1,47,0,0
1,48,0,0
1,49,0,0
1,50,0,0
2,1,0,0
2,2,0,0
2,3,-1937704,-159.07
2,4,281261.2,23.09
2,5,-950408.13,-78.02
2,6,1229465.72,97.76
2,7,1001805.93,76.01
2,8,1955778.48,148.4
2,9,794221.02,55.96
2,10,-239225.88,-16.86
2,11,-993136.78,-69.97
2,12,-2763218.13,-194.69
2,13,-1312281.2,-92.46
2,14,-1476454.4,-104.03
2,15,-1739281.25,-131.97
2,16,-884229.7,-64.13
2,17,-2547769.38,-205.99
2,18,-2866620.1,-239.63
2,19,-4584426.85,-383.63
2,20,-5448804.92,-455.96
2,21,-2064101.52,-172.73
2,22,-2124766.32,-177.8
2,23,-1787455.2,-149.58
2,24,-1634923.2,-136.81
2,25,-1286266.95,-107.64
2,26,-1672154.92,-139.93
2,27,157590.2,13.19
2,28,25419.5,2.13
2,29,289923.95,24.26
2,30,991287.43,82.95
2,31,513730.33,44.9
2,32,360653.83,31.52
2,33,-20973.82,-2.01
2,34,-12769.73,-1.22
2,35,-191365,-18.82
2,36,-145342,-14.44
2,37,-259399,-26.05
2,38,-407611.88,-40.43
2,39,-684769.22,-64.76
2,40,-105804,-10.82
2,41,0,0
2,42,0,0
2,43,0,0
2,44,0,0
2,45,0,0
2,46,0,0
2,47,0,0
2,48,0,0
2,49,0,0
2,50,0,0
3,1,0,0
3,2,2489456.43,200.25
3,3,0,0
3,4,1059436.98,80.39
3,5,966036.42,83.59
3,6,-485786.6,-36.86
3,7,-2278288.13,-172.87
3,8,-837521.58,-63.55
3,9,-1611344.7,-122.26
3,10,-1482603.45,-104.46
3,11,-1463395.43,-100.24
3,12,-473195.98,-32.41
3,13,770626.73,52.79
3,14,94491.98,6.47
3,15,-1344832.82,-102.04
3,16,-2678265.63,-203.22
3,17,-3223683.8,-260.64
3,18,-3480315.65,-290.93
3,19,-3414556.62,-288.82
3,20,-4595470.92,-388.71
3,21,-1518335.13,-127.06
3,22,-1150789.38,-96.3
3,23,-1119627.12,-93.69
3,24,-1424990.25,-119.24
3,25,-421070.7,-35.24
3,26,-909695.32,-76.12
3,27,-14374.7,-1.2
3,28,304538.9,25.48
3,29,569043.35,47.62
3,30,1270406.83,106.31
3,31,784553.88,68.57
3,32,44969.05,4.21
3,33,-191704.3,-18.39
3,34,82587.85,7.73
3,35,-191365,-18.82
3,36,-145342,-14.44
3,37,-347443,-34.89
3,38,-266487.83,-26.43
3,39,-684769.22,-64.76
3,40,-105804,-10.82
3,41,0,0
3,42,0,0
3,43,0,0
3,44,0,0
3,45,0,0
3,46,0,0
3,47,0,0
3,48,0,0
3,49,0,0
3,50,0,0
4,1,0,0
4,2,-2140294.85,-175.7
4,3,-2121664.25,-172.17
4,4,0,0
4,5,653050.77,53.47
4,6,-976080.75,-81.55
4,7,-643460.75,-48.82
4,8,-3069698.95,-232.92
4,9,-383022.25,-29.06
4,10,-1047322.85,-73.79
4,11,-1067354.47,-73.11
4,12,399263.77,27.35
4,13,825993.3,56.58
4,14,-34387.05,-2.42
4,15,-1548567.12,-117.5
4,16,-1358116.87,-103.05
4,17,-1609691.75,-130.15
4,18,-1928542.47,-161.21
4,19,-2927475.7,-244.97
4,20,-4120565.77,-344.81
4,21,-4066521.4,-340.29
4,22,-1744980.7,-146.02
4,23,-1165558.13,-97.53
4,24,-642514.18,-53.77
4,25,-427167.52,-35.75
4,26,-620594.63,-51.93
4,27,841281.6,70.4
4,28,-291293.58,-24.38
4,29,149547.17,12.51
4,30,984419.35,82.38
4,31,558759.75,48.84
4,32,-90493.72,-8.47
4,33,-117910.88,-11.31
4,34,151783.58,14.21
4,35,-284653.88,-27.99
4,36,-238630.88,-23.63
4,37,-352687.88,-34.93
4,38,-62929.88,-6.23
4,39,-476208.77,-45.04
4,40,-105804,-10.82
4,41,0,0
4,42,0,0
4,43,0,0
4,44,0,0
4,45,0,0
4,46,0,0
4,47,0,0
4,48,0,0
4,49,0,0
4,50,0,0
5,1,0,0
5,2,-3830722.3,-299.46
5,3,-3826219,-310.5
5,4,-5791443.75,-468.25
5,5,0,0
5,6,-3511799.6,-293.39
5,7,-2064692.77,-156.66
5,8,-1737370.95,-131.83
5,9,-1746690.1,-132.53
5,10,-1045460.87,-71.61
5,11,-1861640.62,-127.52
5,12,-955804,-65.47
5,13,23711.95,1.6
5,14,-880370.35,-59.48
5,15,-1590432,-120.68
5,16,-1569421.5,-119.08
5,17,-2857350.9,-231.02
5,18,-4130365.78,-345.27
5,19,-4567299.27,-382.19
5,20,-5643223.87,-472.23
5,21,-4396782.7,-367.93
5,22,-3323229.02,-278.09
5,23,-566599.9,-47.41
5,24,-1806942.47,-151.21
5,25,-656548.1,-54.94
5,26,245652.5,20.56
5,27,535913.05,44.85
5,28,636413.27,53.26
5,29,536553.58,44.9
5,30,1383181.63,115.75
5,31,1006330.98,87.95
5,32,103504.35,9.69
5,33,-410613.38,-39.39
5,34,-611373.38,-60.11
5,35,-1087497.6,-105.13
5,36,-1145526.6,-110.74
5,37,-1155531.6,-111.71
5,38,-832554.38,-80.49
5,39,-776114.88,-73.28
5,40,-105804,-10.82
5,41,0,0
5,42,0,0
5,43,0,0
5,44,0,0
5,45,0,0
5,46,0,0
5,47,0,0
5,48,0,0
5,49,0,0
5,50,0,0
6,1,0,0
6,2,-5627345.53,-460.72
6,3,-4106992.92,-329.46
6,4,1540668.75,122.52
6,5,-2143037.73,-175.93
6,6,0,0
6,7,633193.83,48.04
6,8,-5371750.97,-454.38
6,9,-1455304.3,-99.69
6,10,-2062521.98,-141.28
6,11,-2500966.35,-168.97
6,12,-783463.65,-52.93
6,13,1891548.7,127.8
6,14,40870.27,2.76
6,15,-2207628.32,-167.51
6,16,-1818663.33,-137.99
6,17,-2591099.9,-209.5
6,18,-2983664.63,-249.41
6,19,-2885957.13,-241.5
6,20,-5777433.58,-483.46
6,21,-4435243.88,-371.14
6,22,-2218398.65,-185.64
6,23,-1634525.7,-136.78
6,24,-2874868.28,-240.57
6,25,-31254.75,-2.62
6,26,-439031.78,-36.74
6,27,201069.1,16.83
6,28,-17810.75,-1.49
6,29,371581.23,31.09
6,30,1190173.3,99.59
6,31,628120.18,54.9
6,32,-16785.48,-1.57
6,33,-335455.85,-32.18
6,34,-534766.57,-52.58
6,35,-891348.45,-86.17
6,36,-949377.45,-91.78
6,37,-959382.45,-92.75
6,38,-816895.43,-78.97
6,39,-577814.65,-54.56
6,40,0,0
6,41,0,0
6,42,0,0
6,43,0,0
6,44,0,0
6,45,0,0
6,46,0,0
6,47,0,0
6,48,0,0
6,49,0,0
6,50,0,0
7,1,0,0
7,2,-4049944.2,-325.77
7,3,-4946461.38,-396.81
7,4,-619593.93,-50.1
7,5,3372322.82,273.66
7,6,-1202030.13,-100.48
7,7,0,0
7,8,-3916233.95,-301.79
7,9,-980842.47,-67.19
7,10,-609874.77,-41.78
7,11,-462162.85,-31.22
7,12,257316.48,18.13
7,13,515602.45,36.33
7,14,-1115596.03,-78.6
7,15,-2220878.77,-168.51
7,16,-1416523.85,-107.48
7,17,-2607568.32,-210.83
7,18,-1733085.85,-144.87
7,19,-3397825.58,-284.33
7,20,-3615425.7,-302.54
7,21,-2884000.42,-241.33
7,22,-2583945.63,-216.23
7,23,-1171636.63,-98.04
7,24,207065.92,17.33
7,25,417614.97,34.95
7,26,-439031.78,-36.74
7,27,257141.05,21.52
7,28,431058.98,36.07
7,29,820450.95,68.66
7,30,1497972.52,125.35
7,31,1066795,93.24
7,32,406597,38.07
7,33,347767.6,32.57
7,34,-121579,-11.95
7,35,-87562,-8.61
7,36,-145591,-14.46
7,37,-155596,-15.62
7,38,-816895.43,-78.97
7,39,-577814.65,-54.56
7,40,0,0
7,41,0,0
7,42,0,0
7,43,0,0
7,44,0,0
7,45,0,0
7,46,0,0
7,47,0,0
7,48,0,0
7,49,0,0
7,50,0,0
8,1,0,0
8,2,-4278784.75,-343.24
8,3,-895524.05,-72.19
8,4,-889056.1,-71.67
8,5,-1282069.18,-104.04
8,6,1293602.5,98.15
8,7,563391.82,42.75
8,8,0,0
8,9,-1463587.88,-98.88
8,10,-1605255.92,-108.45
8,11,-1070005.65,-72.29
8,12,-944044.2,-66.51
8,13,-1799634.08,-126.8
8,14,-3409627.73,-258.71
8,15,-1718916.08,-130.43
8,16,-2486698.15,-188.68
8,17,-2094822.9,-169.37
8,18,-923586.77,-74.67
8,19,-2816297.7,-235.67
8,20,-3701962.13,-309.78
8,21,-1726233.13,-144.45
8,22,-865902.2,-72.46
8,23,-752011.63,-62.93
8,24,-809732.75,-67.76
8,25,411273.88,34.42
8,26,63711,5.33
8,27,204670.63,17.13
8,28,75048.65,6.28
8,29,765851.7,64.09
8,30,1497972.52,125.35
8,31,1066795,93.24
8,32,406597,38.07
8,33,347767.6,32.57
8,34,-121579,-11.95
8,35,-87562,-8.61
8,36,-145591,-14.46
8,37,-451392.3,-44.7
8,38,-161634.3,-16.01
8,39,-577814.65,-54.56
8,40,0,0
8,41,0,0
8,42,0,0
8,43,0,0
8,44,0,0
8,45,0,0
8,46,0,0
8,47,0,0
8,48,0,0
8,49,0,0
8,50,0,0
9,1,0,0
9,2,-4995394.05,-407.73
9,3,3016844.65,228.91
9,4,430509.75,32.67
9,5,1935885.75,146.89
9,6,1119262.48,84.93
9,7,-25283.53,-1.92
9,8,261227.95,19.82
9,9,0,0
9,10,-1250129.65,-88.08
9,11,-3344019.72,-235.61
9,12,-2314134.97,-163.05
9,13,-3271175.48,-248.2
9,14,-2263932.08,-171.78
9,15,-2578713.65,-195.66
9,16,-2889412.7,-219.24
9,17,-1905838,-154.09
9,18,-1079501.52,-87.28
9,19,-1984615.08,-166.07
9,20,-2415248.28,-202.11
9,21,-965458.82,-80.79
9,22,-160778.73,-13.45
9,23,-805278.57,-67.39
9,24,-515926.6,-43.17
9,25,888988.02,74.39
9,26,176422.32,14.76
9,27,-110321.8,-9.23
9,28,136911.98,11.46
9,29,827715.02,69.26
9,30,1497972.52,125.35
9,31,1066795,93.24
9,32,406597,38.07
9,33,44674.95,4.18
9,34,-417375.3,-41.04
9,35,-383358.3,-37.69
9,36,-441387.3,-43.71
9,37,-451392.3,-44.7
9,38,-161634.3,-16.01
9,39,-577814.65,-54.56
9,40,0,0
9,41,0,0
9,42,0,0
9,43,0,0
9,44,0,0
9,45,0,0
9,46,0,0
9,47,0,0
9,48,0,0
9,49,0,0
9,50,0,0
10,1,0,0
10,2,1482190.8,119.49
10,3,1307223.5,105.38
10,4,-2389600.95,-192.64
10,5,561750.67,39.02
10,6,-1015804.35,-70.56
10,7,-580504.45,-40.32
10,8,-1337023.45,-92.88
10,9,-1055113.77,-73.29
10,10,0,0
10,11,-3472834.18,-263.51
10,12,-4454828,-338.02
10,13,-2843062.53,-215.72
10,14,-3041861.08,-230.81
10,15,762058.42,56.1
10,16,-1410071.97,-102.27
10,17,703628.77,56.48
10,18,1491426.67,119.71
10,19,947536.88,76.05
10,20,160381.9,12.87
10,21,1433511.33,115.06
10,22,1209730.17,97.1
10,23,-129512.98,-10.84
10,24,-672906.93,-56.31
10,25,409224.9,34.24
10,26,-301994.48,-25.27
10,27,70450.95,5.9
10,28,70450.95,5.9
10,29,-106594.18,-9.32
10,30,856309.57,74.84
10,31,752757.82,65.79
10,32,103504.35,9.69
10,33,44674.95,4.18
10,34,-925365.45,-89.46
10,35,-891348.45,-86.17
10,36,-949377.45,-91.78
10,37,-959382.45,-92.75
10,38,-423747.45,-40.97
10,39,-577814.65,-54.56
10,40,0,0
10,41,0,0
10,42,0,0
10,43,0,0
10,44,0,0
10,45,0,0
10,46,0,0
10,47,0,0
10,48,0,0
10,49,0,0
10,50,0,0
11,1,0,0
11,2,-140923.27,-11.55
11,3,980971.83,68.14
11,4,-466931.47,-32.44
11,5,883895.78,61.4
11,6,486998.52,33.83
11,7,-77169.25,-5.36
11,8,-833913.32,-57.93
11,9,-406865.2,-28.26
11,10,-523614.2,-36.37
11,11,0,0
11,12,-3284214.45,-241.76
11,13,-2932898.18,-215.89
11,14,-289767.57,-21.33
11,15,-1038414.03,-76.44
11,16,2039935.85,147.95
11,17,1167593.23,93.72
11,18,2787582.88,223.75
11,19,1692767.08,135.87
11,20,723036.15,58.03
11,21,956010.55,76.73
11,22,793134.7,63.66
11,23,456966.7,36.68
11,24,-742209.85,-62.11
11,25,409224.9,34.24
11,26,-853013.1,-71.38
11,27,-480567.68,-40.21
11,28,-1087102.42,-95.01
11,29,-822597.97,-71.89
11,30,317584.8,27.76
11,31,214033.05,18.71
11,32,-416779.65,-39.03
11,33,-475609.05,-44.54
11,34,-925365.45,-89.46
11,35,-891348.45,-86.17
11,36,-949377.45,-91.78
11,37,-869227.55,-84.03
11,38,-377570.55,-36.5
11,39,-577814.65,-54.56
11,40,0,0
11,41,0,0
11,42,0,0
11,43,0,0
11,44,0,0
11,45,0,0
11,46,0,0
11,47,0,0
11,48,0,0
11,49,0,0
11,50,0,0
12,1,0,0
12,2,-1737169.3,-140.94
12,3,1604763.95,113.07
12,4,838744.45,59.1
12,5,1661366.3,117.05
12,6,1735203.2,122.26
12,7,701879.9,49.45
12,8,939277.5,66.18
12,9,644165.95,45.39
12,10,1389002.6,97.86
12,11,643365.5,45.33
12,12,0,0
12,13,1045753.37,76.98
12,14,501674.5,36.93
12,15,1200760.68,89.73
12,16,1835404.18,133.12
12,17,270718.98,21.73
12,18,1149975.38,92.3
12,19,1628954.42,130.75
12,20,1760455.63,141.3
12,21,1979215.02,158.86
12,22,2042477.65,163.94
