P:N1,P:N2,净利润,年化收益率%
1,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
1,6,0,0
1,7,0,0
1,8,0,0
1,9,0,0
1,10,0,0
1,11,0,0
1,12,0,0
1,13,0,0
1,14,0,0
1,15,0,0
1,16,0,0
1,17,0,0
1,18,0,0
1,19,0,0
1,20,0,0
1,21,0,0
1,22,0,0
1,23,0,0
1,24,0,0
1,25,0,0
1,26,0,0
1,27,0,0
1,28,0,0
1,29,0,0
1,30,0,0
1,31,0,0
1,32,0,0
1,33,0,0
1,34,0,0
1,35,0,0
1,36,0,0
1,37,0,0
1,38,0,0
1,39,0,0
1,40,0,0
1,41,0,0
1,42,0,0
1,43,0,0
1,44,0,0
1,45,0,0
1,46,0,0
1,47,0,0
1,48,0,0
1,49,0,0
1,50,0,0
2,1,0,0
2,2,0,0
2,3,3013092.42,268.13
2,4,4594533.6,396.48
2,5,6879381.82,593.64
2,6,5788755.27,499.53
2,7,4957861.07,427.83
2,8,4694632.18,417.77
2,9,4532373.67,403.34
2,10,3653589.6,325.13
2,11,4550775.02,404.97
2,12,4529178.55,403.05
2,13,2861478.43,271.62
2,14,2547821.67,241.85
2,15,2514813.3,243.37
2,16,2836581.17,274.51
2,17,2869489.95,277.69
2,18,2732508.48,264.43
2,19,2623500.33,253.88
2,20,3275206.45,316.95
2,21,2846624.48,277.77
2,22,3276997.38,325.4
2,23,2990577.25,296.96
2,24,3242987.58,320.23
2,25,3380668.4,335.69
2,26,3016487.17,290.74
2,27,3480352.95,345.59
2,28,3492759.15,346.82
2,29,3091372.2,306.97
2,30,3200143.13,321.84
2,31,3281227.2,325.82
2,32,3414301.6,343.38
2,33,3288464.85,328.25
2,34,2761629.3,252.69
2,35,3273622.27,331.27
2,36,3161478.38,324.08
2,37,2765377.13,279.88
2,38,2590714.8,262.01
2,39,2396412.3,240.12
2,40,443942.03,43.65
2,41,0,0
2,42,0,0
2,43,0,0
2,44,0,0
2,45,0,0
2,46,0,0
2,47,0,0
2,48,0,0
2,49,0,0
2,50,0,0
3,1,0,0
3,2,-6175375.55,-549.55
3,3,0,0
3,4,2763594.8,238.48
3,5,3638773.45,314
3,6,3453942.75,307.37
3,7,3818741.08,339.83
3,8,4257272.05,378.85
3,9,4494398.98,399.96
3,10,4130156.8,367.54
3,11,4529872.15,403.11
3,12,4340522.73,386.26
3,13,3834750.32,364
3,14,3088627.45,293.18
3,15,2699894.08,261.28
3,16,2705234.18,261.79
3,17,2400323.55,232.29
3,18,2485042.58,240.49
3,19,2621661.67,253.71
3,20,3051432.67,295.3
3,21,3045235.77,294.7
3,22,3296996.63,319.06
3,23,2990577.25,296.96
3,24,2914078.13,287.75
3,25,3278295.93,325.53
3,26,3029685.98,292.01
3,27,3480352.95,345.59
3,28,3492759.15,348.91
3,29,3365595.6,336.21
3,30,3166026.07,318.41
3,31,3281227.2,325.82
3,32,3414301.6,343.38
3,33,3288464.85,328.25
3,34,2761629.3,252.69
3,35,3273622.27,331.27
3,36,3179119.85,319.58
3,37,2765377.13,279.88
3,38,2590714.8,262.01
3,39,2396412.3,240.12
3,40,443942.03,43.65
3,41,0,0
3,42,0,0
3,43,0,0
3,44,0,0
3,45,0,0
3,46,0,0
3,47,0,0
3,48,0,0
3,49,0,0
3,50,0,0
4,1,0,0
4,2,558215.2,49.68
4,3,813642.55,71.95
4,4,0,0
4,5,3117641.67,277.44
4,6,3443750.95,306.46
4,7,3667048.58,326.33
4,8,4684745.92,416.89
4,9,5224774.45,464.95
4,10,3765910.42,335.13
4,11,3126655.33,278.24
4,12,3871462.47,344.52
4,13,3363953.38,319.31
4,14,3107270.77,294.95
4,15,2035755.52,197.01
4,16,2354178.38,227.82
4,17,2557694.83,247.52
4,18,2671518.65,258.53
4,19,2753558.55,273.42
4,20,2988924.08,296.79
4,21,2832123.2,276.35
4,22,3194228.85,317.18
4,23,3009059.48,298.79
4,24,2848426.42,281.27
4,25,3412757.75,338.88
4,26,2979311.17,287.15
4,27,3429978.15,340.59
4,28,3442384.35,341.82
4,29,3365595.6,336.21
4,30,3446235.9,346.59
4,31,3238005.6,321.53
4,32,3414301.6,343.38
4,33,3288464.85,328.25
4,34,2761629.3,252.69
4,35,3206006.1,324.43
4,36,3161478.38,324.08
4,37,2765377.13,279.88
4,38,2590714.8,262.01
4,39,2396412.3,240.12
4,40,443942.03,43.65
4,41,0,0
4,42,0,0
4,43,0,0
4,44,0,0
4,45,0,0
4,46,0,0
4,47,0,0
4,48,0,0
4,49,0,0
4,50,0,0
5,1,0,0
5,2,-1306390.77,-112.73
5,3,2902765.85,256.71
5,4,1915237.75,165.27
5,5,0,0
5,6,1651210.17,146.94
5,7,1243692.63,110.68
5,8,4882279.82,434.47
5,9,4758834.75,423.49
5,10,4571635.5,406.83
5,11,3956356.93,352.08
5,12,3180654.98,283.05
5,13,3277727.78,311.13
5,14,2560283.5,243.03
5,15,2367252.23,229.09
5,16,2405011.63,232.74
5,17,2283435.45,222.81
5,18,2438675.98,242.16
5,19,2814881.83,279.51
5,20,3145188.58,312.31
5,21,3330532.77,324.99
5,22,3555998.1,353.1
5,23,3502872.98,347.83
5,24,3419201.38,337.63
5,25,3409606.18,338.52
5,26,2976109.58,286.52
5,27,3428427.38,340.44
5,28,3492759.15,348.91
5,29,3365595.6,336.21
5,30,3446235.9,346.59
5,31,3522663.2,349.79
5,32,3414301.6,343.38
5,33,3288464.85,328.25
5,34,2761629.3,252.69
5,35,3206006.1,324.43
5,36,3161478.38,324.08
5,37,2765377.13,279.88
5,38,2590714.8,262.01
5,39,2507356.8,251.74
5,40,443942.03,43.65
5,41,0,0
5,42,0,0
5,43,0,0
5,44,0,0
5,45,0,0
5,46,0,0
5,47,0,0
5,48,0,0
5,49,0,0
5,50,0,0
6,1,0,0
6,2,-4343052.95,-374.78
6,3,-3130269.1,-270.12
6,4,4322549.33,362.04
6,5,1331444.35,114.89
6,6,0,0
6,7,565314.5,50.31
6,8,4921056.38,437.92
6,9,3969095.58,353.21
6,10,3055501,271.91
6,11,3095297.15,275.45
6,12,2685240.05,238.96
6,13,2565772.42,243.55
6,14,3026354.4,287.27
6,15,2188387.73,213.54
6,16,2470885.1,246.83
6,17,2005692.33,200.36
6,18,2227699.4,221.52
6,19,2767265.48,276.44
6,20,3393225.02,336.94
6,21,3504419.67,341.96
6,22,3617901.08,359.25
6,23,3502872.98,347.83
6,24,3419201.38,337.63
6,25,3409606.18,338.52
6,26,2976109.58,286.52
6,27,3513434.85,348.88
6,28,3527391.82,350.26
6,29,3365595.6,336.21
6,30,3446235.9,346.59
6,31,3505054.4,349.66
6,32,3414301.6,343.38
6,33,3288464.85,328.25
6,34,2761629.3,252.69
6,35,3206006.1,324.43
6,36,3161478.38,324.08
6,37,2765377.13,279.88
6,38,2590714.8,262.01
6,39,2299760.95,234.31
6,40,443942.03,43.65
6,41,0,0
6,42,0,0
6,43,0,0
6,44,0,0
6,45,0,0
6,46,0,0
6,47,0,0
6,48,0,0
6,49,0,0
6,50,0,0
7,1,0,0
7,2,-1150471.15,-99.28
7,3,-135602.85,-11.7
7,4,2257372,194.8
7,5,3282143.8,283.23
7,6,4378696.85,377.85
7,7,0,0
7,8,4742112.08,422
7,9,3820537.58,339.99
7,10,4117122.02,366.38
7,11,3493348.87,310.87
7,12,3165118.25,281.66
7,13,3491920.55,331.46
7,14,2949874,280.01
7,15,2241230.38,223.89
7,16,2070509.77,206.83
7,17,2429429.75,241.58
7,18,1970056.45,195.9
7,19,2320498.45,226.43
7,20,2706791.2,264.12
7,21,2455915.4,239.64
7,22,3045423.03,302.4
7,23,3549677.48,352.47
7,24,3447565.55,340.43
7,25,3437970.35,340.49
7,26,3004923.97,288.58
7,27,3527391.82,350.26
7,28,3492759.15,348.91
7,29,3365595.6,336.21
7,30,3505054.4,349.66
7,31,3220396.8,321.26
7,32,3414301.6,343.38
7,33,3288464.85,328.25
7,34,2761629.3,252.69
7,35,3161478.38,324.08
7,36,3161478.38,324.08
7,37,2765377.13,279.88
7,38,2590714.8,262.01
7,39,2299760.95,234.31
7,40,443942.03,43.65
7,41,0,0
7,42,0,0
7,43,0,0
7,44,0,0
7,45,0,0
7,46,0,0
7,47,0,0
7,48,0,0
7,49,0,0
7,50,0,0
8,1,0,0
8,2,3324650.55,286.89
8,3,114096.5,9.85
8,4,1627691.3,140.46
8,5,2671833.88,230.56
8,6,4635486.18,400.01
8,7,2885696.35,249.02
8,8,0,0
8,9,3507979.7,312.17
8,10,3108602.73,276.63
8,11,3202091.63,284.95
8,12,3051424.6,271.55
8,13,3083670.73,292.71
8,14,1963899.05,186.42
8,15,1784312.38,175.83
8,16,1572464.15,153.44
8,17,1440236.82,140.54
8,18,2015866.07,196.7
8,19,2465320.82,240.56
8,20,2713402.58,269.43
8,21,2646850.32,258.28
8,22,2930161.42,290.96
8,23,2663032.05,264.43
8,24,2934733.13,289.79
8,25,3387595.55,335.5
8,26,3138580.67,301.42
8,27,3593063.2,347.71
8,28,3557880.8,344.31
8,29,3365595.6,336.21
8,30,3505054.4,349.66
8,31,3220396.8,321.26
8,32,3414301.6,343.38
8,33,3288464.85,328.25
8,34,2761629.3,252.69
8,35,3179119.85,319.58
8,36,3179119.85,319.58
8,37,2765377.13,279.88
8,38,2590714.8,262.01
8,39,2396412.3,240.12
8,40,443942.03,43.65
8,41,0,0
8,42,0,0
8,43,0,0
8,44,0,0
8,45,0,0
8,46,0,0
8,47,0,0
8,48,0,0
8,49,0,0
8,50,0,0
9,1,0,0
9,2,5678980.13,449.22
9,3,1568712.82,135.37
9,4,3691688.7,318.57
9,5,4753157.83,410.17
9,6,4391319.5,378.94
9,7,3048608.88,263.07
9,8,2745408.92,244.31
9,9,0,0
9,10,3488022.05,310.4
9,11,2445308.05,217.61
9,12,2721252.68,242.16
9,13,2389599.75,226.83
9,14,1752040.65,166.31
9,15,1123769,109.66
9,16,2126886.05,207.54
9,17,2673636.45,265.49
9,18,2542403.33,252.45
9,19,2383552.95,234.53
9,20,2632110.82,258.99
9,21,2538094.85,247.66
9,22,2949051.98,292.83
9,23,2793286.25,270.32
9,24,3528746.4,341.49
9,25,3519151.2,340.56
9,26,3224937.47,309.71
9,27,3593063.2,347.71
9,28,3557880.8,344.31
9,29,3365595.6,336.21
9,30,3220396.8,321.26
9,31,3220396.8,321.26
9,32,3414301.6,343.38
9,33,3288464.85,328.25
9,34,2761629.3,252.69
9,35,3179119.85,319.58
9,36,3179119.85,319.58
9,37,2765377.13,279.88
9,38,2590714.8,262.01
9,39,2396412.3,240.12
9,40,443942.03,43.65
9,41,0,0
9,42,0,0
9,43,0,0
9,44,0,0
9,45,0,0
9,46,0,0
9,47,0,0
9,48,0,0
9,49,0,0
9,50,0,0
10,1,0,0
10,2,1797098.05,142.15
10,3,5953700.55,513.76
10,4,5595713.03,482.87
10,5,4990936.47,430.68
10,6,4239508,365.84
10,7,3494337.05,301.54
10,8,879582.6,75.9
10,9,-79381.28,-6.85
10,10,0,0
10,11,3452547.55,307.24
10,12,2612141.8,232.45
10,13,1717228.05,163
10,14,1580051.9,149.98
10,15,2072143.82,202.2
10,16,2665907.5,264.72
10,17,2592778.13,257.46
10,18,2340182.25,230.27
10,19,2131358.92,207.97
10,20,2556985.4,249.51
10,21,3822460.38,369.91
10,22,3963850.55,383.59
10,23,3679931.68,356.12
10,24,3559042.15,344.42
10,25,3384443.98,335.19
10,26,3086729.85,296.44
10,27,3491208.38,348.75
10,28,3491208.38,348.75
10,29,3365595.6,336.21
10,30,3220396.8,321.26
10,31,3220396.8,321.26
10,32,3414301.6,343.38
10,33,3288464.85,328.25
10,34,2761629.3,252.69
10,35,3179119.85,319.58
10,36,3179119.85,319.58
10,37,2765377.13,279.88
10,38,2590714.8,262.01
10,39,2396412.3,240.12
10,40,443942.03,43.65
10,41,0,0
10,42,0,0
10,43,0,0
10,44,0,0
10,45,0,0
10,46,0,0
10,47,0,0
10,48,0,0
10,49,0,0
10,50,0,0
11,1,0,0
11,2,6057660.75,539.07
11,3,-2116971.6,-182.68
11,4,-2452373.47,-211.62
11,5,562300.58,50.04
11,6,581406.53,51.74
11,7,581406.53,51.74
11,8,394994.13,35.15
11,9,1327419,118.13
11,10,1074694.78,95.64
11,11,0,0
11,12,2682281.93,238.7
11,13,1561263.02,148.2
11,14,1415139.98,134.33
11,15,2674234.95,265.55
11,16,2387448.33,234.92
11,17,1729646.55,168.78
11,18,1837982.17,179.35
11,19,2080984.13,203.06
11,20,3771285.98,364.96
11,21,3930667.15,380.38
11,22,3912676.15,378.64
11,23,3496201.12,347.16
11,24,3426486,340.24
11,25,3469451.45,343.61
11,26,3086729.85,296.44
11,27,3136470.75,310.63
11,28,3467946.75,346.43
11,29,3365595.6,336.21
11,30,3220396.8,321.26
11,31,3220396.8,321.26
11,32,3414301.6,343.38
11,33,3288464.85,328.25
11,34,2761629.3,252.69
11,35,3179119.85,319.58
11,36,3179119.85,319.58
11,37,2765377.13,279.88
11,38,2590714.8,262.01
11,39,2396412.3,240.12
11,40,443942.03,43.65
11,41,0,0
11,42,0,0
11,43,0,0
11,44,0,0
11,45,0,0
11,46,0,0
11,47,0,0
11,48,0,0
11,49,0,0
11,50,0,0
12,1,0,0
12,2,4154201.33,358.48
12,3,5155822.05,431.83
12,4,5802155.95,485.96
12,5,5753376.75,481.87
12,6,4282370,381.09
12,7,4592833.5,408.72
12,8,4592833.5,408.72
12,9,4490624.4,399.62
12,10,4490624.4,399.62
12,11,4775788.8,425
12,12,0,0
12,13,2759794.58,261.97
12,14,2844630.9,270.02
12,15,2376660.48,231.91
12,16,1301163.58,126.97
12,17,1796902.72,175.34
12,18,2044921.7,199.54
12,19,3821861.65,369.85
12,20,3930667.15,380.38
12,21,3930667.15,380.38
12,22,3867278.55,384.01
12,23,3581208.6,355.61
12,24,3464970.22,344.06
12,25,3422177.82,338.93
12,26,3004073.17,288.5
12,27,3136470.75,310.63
12,28,3467946.75,346.43
12,29,3085385.77,308.21
12,30,3220396.8,321.26
12,31,3220396.8,321.26
12,32,3414301.6,343.38
12,33,3288464.85,328.25
12,34,2761629.3,252.69
12,35,3179119.85,319.58
12,36,3179119.85,319.58
12,37,2765377.13,279.88
12,38,2590714.8,262.01
12,39,2396412.3,240.12
