P:N1,P:N2,净利润,年化收益率%
12,14,21732199.9,145.68
40,41,22321237.45,141.2
28,44,21118949.05,139.49
12,13,20393118.12,136.71
25,33,22689653.88,135.14
24,36,23164150.2,135.12
24,33,22602589.72,134.62
37,44,21167506.67,133.9
25,32,22314228.2,132.91
25,37,21838061.95,132.78
24,37,22721611.15,132.54
41,43,20302092.52,132.15
29,44,19652558.93,131.74
37,42,20183049.87,131.38
24,34,22104554.18,128.94
24,35,22051117.63,128.62
34,44,19678065.68,128.09
29,43,19388427.75,128.06
30,42,19262225.22,127.23
25,36,21800510.45,127.16
36,44,20032031.55,126.72
36,46,19404223.57,126.31
15,16,19677360.9,126.26
37,43,19346098.07,125.93
25,38,20584612.68,125.16
34,46,19774724.9,125.09
25,35,21419515.2,124.94
29,36,20291449.82,124.85
41,42,19407200.2,124.13
26,36,20349907.93,123.73
38,44,19546170.67,123.65
34,45,19544780.4,123.64
40,42,19539279.5,123.6
30,36,20069519.95,123.48
42,44,19479330.7,123.22
28,42,19965754,122.84
41,44,19367678.6,122.52
23,37,20963742.8,122.28
29,41,19797242.45,121.8
30,38,19760883.83,121.58
24,38,19980630.68,121.49
28,40,19647101.15,120.88
23,36,20721181.98,120.87
28,41,19638093.58,120.83
31,35,20951448.05,120.64
25,34,20649154.55,120.45
32,28,19543630.23,120.24
27,34,20580878.57,120.05
17,38,19499308.43,119.97
26,40,19499231.85,119.97
28,37,19488837.23,119.91
26,33,20501817.03,119.59
27,39,19301036.82,118.75
32,35,19294576.02,118.71
23,39,19888189.05,118.46
27,33,20282005.8,118.31
21,41,20212678.68,117.9
27,35,20180057.1,117.71
21,42,20044508.98,116.92
22,38,19969764.65,116.48
23,38,19879851.13,115.96
31,34,19918161.35,114.69
28,34,19636611.57,114.54
28,36,19870021.88,114.42
30,35,19853133.95,114.32
20,43,19557546.45,114.08
28,49,21311609.78,113.93
20,42,19529045.5,113.91
27,49,21306978.27,113.9
21,43,19412617.63,113.23
22,36,19361531.65,112.94
26,34,19320699.08,112.7
28,45,21236208.05,111.85
23,49,22737678.25,111.56
27,50,20709308.05,110.71
30,49,20821856.53,108.08
28,50,20135561.4,107.64
27,46,20313563.75,106.99
27,47,20282054.13,106.83
23,50,21763718.4,106.78
29,45,19925998.88,106.52
22,49,21561940.45,105.79
30,50,20371416.98,105.74
31,49,20798371.43,104.92
28,46,19451544.1,103.98
24,49,21103187.35,103.54
25,49,19600611.9,103.24
35,49,20219990.38,102
22,50,20630705.98,101.22
24,50,20516917.43,100.66
29,49,19370537.68,100.55
36,47,19320030.88,100.29
37,47,19870306.68,100.24
21,50,20163331.05,98.93
32,49,19504925.45,98.39
36,49,19483497.5,98.29
23,48,19856023.73,97.42
37,49,19740156.2,96.85
18,49,19322899.83,94.81
36,50,19308642.95,94.74
