P:N1,P:N2,净利润,年化收益率%
22,4,20054369.83,348.98
22,5,19425091.8,338.03
22,6,19023127.25,331.04
23,6,17641559.73,306.99
37,5,15356716.6,300.4
6,4,14882110.5,296.49
24,5,16622092.32,289.25
34,13,15935504.57,281.27
35,13,15846431.27,279.69
23,4,15692668.52,273.08
12,21,15835043.48,271.73
15,16,15391483.28,271.66
4,42,15784072.17,270.86
4,43,15703923.52,269.48
12,20,15693266.3,269.3
21,4,15454218.77,268.93
4,44,15662009.98,268.76
24,4,15358346.22,267.26
11,21,15573996.5,267.25
14,16,14542190,264.22
14,17,14396172.25,261.57
15,17,14742850.33,260.22
21,3,14931589.6,259.84
8,42,15345877.43,259.73
19,5,14729718.4,256.32
21,5,14695097.75,255.72
18,5,14647957.13,254.9
9,43,15042496.67,254.59
5,44,15220298.82,254.12
20,6,14584244.58,253.79
32,28,14970858.02,253.38
27,41,14948997.9,253.01
26,41,14916810.63,252.47
21,6,14504776,252.41
5,43,15082578.65,251.82
25,42,14877684.78,251.8
8,43,14842062.18,251.2
9,44,14830371.48,251
4,41,14615748,250.81
26,42,14772431.05,250.02
23,5,14360795.38,249.9
19,6,14333624.18,249.43
29,41,14706371.27,248.9
47,41,14493979.52,248.72
47,27,14488862.6,248.63
47,42,14460846.1,248.15
25,43,14616654.5,247.39
3,40,15185294.4,246.87
8,44,14574996.98,246.68
3,41,14346429.77,246.19
10,43,14743452.7,246.16
11,20,14319922.3,245.73
10,42,14651014.63,244.62
10,36,14437336.53,244.35
28,41,14424298.9,244.13
28,42,14424298.9,244.13
27,43,14368442.82,243.19
27,42,14334906.78,242.62
10,44,14499977.25,242.1
2,41,14835977.48,241.19
39,26,14415753.25,240.69
11,41,14385222.13,240.18
48,49,16525540.3,217.09
23,49,15514112.82,209.39
3,47,15144108.35,207.24
49,50,15477060.23,206.07
4,50,15300536,203.72
23,50,15064583,203.32
49,47,14793086.8,202.43
49,48,14793086.8,202.43
50,47,14793086.8,202.43
4,49,15135601.93,201.52
50,49,14622858.4,200.1
37,50,14755488.3,199.15
48,47,14525869.25,198.78
4,47,14924294.58,198.71
24,49,14642660.4,197.63
50,48,14439750.12,197.6
3,50,14598593.35,197.03
5,50,14580218.98,196.79
39,49,15170488.45,196.67
38,50,15004426.17,194.52
39,50,15004426.17,194.52
3,49,14410093.1,194.49
22,49,14407183.35,194.45
23,48,14387473.8,194.18
36,50,14353737.6,193.73
24,50,14349382.43,193.67
40,49,14921864.2,193.45
37,49,14315256.85,193.21
47,50,14655823.2,192.53
44,50,14434168.65,192.18
48,50,14406785.07,191.82
41,50,14314397.95,190.59
46,50,14486026.33,190.3
47,49,14381417.43,188.93
40,50,14482987.72,187.76
44,47,14464529.7,187.52
41,49,14375813.45,186.37
43,47,14368300.55,186.27
