P:N1,P:N2,净利润,年化收益率%,夏普比率
33,12,24343116.97,239.62,2.1022
37,10,23762447.53,233.9,1.9666
38,10,23541405.25,231.73,1.9546
36,11,23488803.06,231.21,1.9347
33,13,23463366.68,230.96,2.0299
34,11,23339937.81,229.74,1.9546
38,9,23143511.8,227.81,1.9238
8,12,21616318.21,226.96,1.7521
37,11,22894594.48,225.36,1.8934
11,17,22321813.52,224.68,1.8811
34,12,22803084.08,224.46,1.9183
39,9,22716038.07,223.6,1.8889
10,11,21213044.75,223.6,1.8235
36,10,22671133.87,223.16,2.0053
38,12,22657353.46,223.02,1.8803
7,12,21203795.27,222.63,1.7352
9,10,21169410.65,222.27,1.6881
35,11,22475973.2,221.24,1.8774
38,11,22356880.73,220.07,1.8547
38,13,22356880.73,220.07,1.8547
33,14,22311130.7,219.62,1.9348
38,14,22294971.89,219.46,1.8493
35,12,22231011.46,218.83,1.8632
33,26,22142367.23,217.95,1.9152
34,13,22051071,217.06,1.8572
34,14,22051071,217.06,1.8572
11,13,20409548.54,215.99,1.7129
6,15,20465129.39,215.72,1.6897
34,15,21854815.29,215.12,1.8389
38,6,21849144.25,215.07,1.8124
7,13,20450383.18,214.72,1.6953
7,10,20449379.06,214.71,1.6655
9,12,20363744.96,214.65,1.6747
37,9,21802400.83,214.61,1.8035
36,12,21799929.22,214.58,1.8078
36,13,21799929.22,214.58,1.8078
39,10,21796810.09,214.55,1.8092
5,34,21750704.19,214.1,1.8535
34,25,21735724.66,213.95,1.8234
32,26,21731148.59,213.91,1.8676
37,12,21696859.78,213.57,1.799
37,13,21696859.78,213.57,1.799
38,5,21685192.92,213.45,1.785
5,35,21670899.22,213.31,1.84
35,10,21643360.36,213.04,1.8101
37,14,21614528.63,212.76,1.7925
8,11,20236339.38,212.47,1.641
36,14,21563075.48,212.25,1.7858
7,11,20189794.49,211.98,1.6388
9,11,20188245.46,211.97,1.6522
38,8,21528190.38,211.91,1.7869
38,15,21491407.1,211.55,1.7793
13,15,20870899.55,210.07,1.766
6,25,21296096.24,209.62,1.8483
37,8,21287808.52,209.54,1.757
33,24,21277650.02,209.44,1.8516
39,14,21253027.56,209.2,1.7661
36,9,21252272.43,209.19,1.8725
37,15,21202659.59,208.71,1.7555
39,13,21117845.74,207.87,1.7615
35,13,21055111.23,207.25,1.7709
5,36,21027272.83,206.98,1.7118
33,25,20996645.17,206.68,1.8261
5,25,20981613.3,206.53,1.8075
7,24,20722901.96,206.26,1.7487
36,15,20916284.41,205.89,1.732
36,16,20916284.41,205.89,1.732
39,11,20819248.78,204.93,1.746
35,14,20818257.49,204.92,1.749
35,15,20818257.49,204.92,1.749
5,32,20788017.02,204.62,1.7027
36,24,20769500.07,204.44,1.7145
37,16,20757037.97,204.32,1.718
35,16,20753290.66,204.28,1.7435
36,17,20744949.25,204.2,1.7179
33,23,20724828.44,204,1.7987
32,24,20685529.15,203.61,1.7974
35,23,20677242.54,203.53,1.7325
35,25,20673532.59,203.5,1.7331
4,35,20658571.58,203.35,1.7339
40,36,20647288.44,203.24,1.735
7,23,20333091.44,202.38,1.72
5,33,20544766.02,202.23,1.6811
32,25,20315572.89,202.2,1.7173
33,32,20535793.43,202.14,1.7884
35,24,20508697.55,201.87,1.722
5,40,20259337.05,201.64,1.5932
2,31,20475125.28,201.54,1.7469
37,35,20456715.18,201.36,1.6972
38,7,20454037.11,201.34,1.6949
36,21,20411764.5,200.92,1.6894
40,34,20384947.98,200.66,1.7111
39,12,20347112.83,200.28,1.7061
33,15,20334744.2,200.16,1.801
4,37,20325821.73,200.07,1.6357
36,22,20227938.35,199.11,1.6732
40,37,20217056.91,199,1.6961
38,35,20215032.57,198.98,1.6859
40,35,20205572.83,198.89,1.6959
34,22,20200207.68,198.84,1.7041
