P:N1,P:N2,净利润,年化收益率%,夏普比率
8,12,21388342.24,263.05,1.921
11,17,22199352.49,261.73,2.0781
7,12,21147758.86,260.09,1.9233
9,10,21147157.86,260.08,1.8731
6,15,21048090.7,259.89,1.9287
33,12,22471094.38,259.09,2.1668
10,11,20868454.74,257.67,1.9903
37,10,21974508.87,253.37,2.0227
8,11,20559496.02,252.86,1.85
7,10,20491735.7,252.02,1.8566
13,15,21260273.63,250.66,1.9953
36,11,21726320.67,250.51,1.9895
7,13,20347170.39,250.25,1.8719
2,16,20338352.62,250.14,1.8547
7,11,20335738.29,250.1,1.8378
38,10,21598347.46,249.03,1.9933
33,13,21565887.82,248.66,2.0843
5,14,20049371.78,247.55,1.8056
34,11,21467915.22,247.53,2.0031
18,17,19810133.98,247.52,1.8406
38,9,21200454.01,244.44,1.959
39,9,21177097.81,244.17,1.9611
6,12,19813152,243.68,1.8086
9,12,19720491.22,243.49,1.7964
37,11,21106655.81,243.36,1.9411
5,25,21095774.56,243.24,2.0324
17,15,19552834.31,242.38,1.8642
8,13,19601899.49,242.03,1.7738
9,11,19650504.97,241.68,1.7837
34,12,20931061.49,241.34,1.9627
6,14,19512855.82,240.93,1.768
12,14,19281038.54,240.91,1.7273
36,10,20883195.21,240.79,2.0617
17,16,19369357.71,240.1,1.827
17,13,19394465.69,239.47,1.8208
38,12,20714295.66,238.84,1.9104
19,18,19494572.38,238.82,1.8121
5,34,20665029.46,238.27,1.9668
15,13,19366662.78,238.19,1.7978
5,35,20647761.96,238.07,1.9581
38,11,20631964.52,237.89,1.9032
38,13,20631964.52,237.89,1.9032
2,31,20625824.5,237.82,1.9653
35,11,20579588.43,237.29,1.915
13,12,19287235.99,237.21,1.8098
38,14,20570055.68,237.18,1.8972
6,25,20479190.54,236.13,1.9839
33,14,20413651.83,235.37,1.9782
35,12,20334626.7,234.46,1.8991
12,15,19857305.48,234.12,1.8461
39,10,20257869.83,233.58,1.8723
13,14,19801329.16,233.46,1.7707
13,16,19766561.24,233.05,1.8589
34,13,20153592.13,232.37,1.8925
34,14,20153592.13,232.37,1.8925
33,26,20143630.4,232.26,1.9459
38,6,20124228.04,232.03,1.8561
7,24,19880397.4,231.78,1.867
4,35,20084104.41,231.57,1.8813
5,32,20076766.46,231.49,1.8327
5,36,20074774.24,231.46,1.8218
12,16,19629355.34,231.43,1.8378
11,20,19581364.19,230.87,1.8502
37,9,20014462.16,230.77,1.8409
36,12,20011990.56,230.74,1.846
36,13,20011990.56,230.74,1.846
32,26,19962615.46,230.17,1.9158
34,15,19957336.42,230.11,1.8722
5,26,19954876.35,230.08,1.9178
38,5,19924454.63,229.73,1.822
40,36,19917105.52,229.65,1.872
37,12,19908921.11,229.55,1.8361
37,13,19908921.11,229.55,1.8361
5,40,19654879.82,229.15,1.7222
37,14,19826589.97,228.6,1.8288
34,25,19822892.62,228.56,1.8531
36,14,19775136.82,228.01,1.8216
38,15,19766490.89,227.91,1.8193
10,16,19458036.43,227.7,1.8398
35,10,19746975.59,227.68,1.84
11,16,19283680.01,227.36,1.8213
39,14,19714087.29,227.31,1.8242
7,23,19432326.76,226.56,1.8307
4,37,19647784.7,226.54,1.7613
5,33,19637782.54,226.43,1.7903
4,31,19633118.18,226.37,1.8347
4,30,19611598.87,226.12,1.8414
40,34,19598516.12,225.97,1.8393
38,8,19585132.59,225.82,1.8065
39,13,19578905.48,225.75,1.8189
6,27,19358580.64,225.7,1.795
37,8,19499869.85,224.84,1.7894
36,9,19489790.04,224.72,1.9154
40,37,19486873.99,224.69,1.8287
40,35,19460121.46,224.38,1.8267
39,37,19443673.12,224.19,1.8215
37,15,19414720.92,223.85,1.7878
4,38,19333885.04,222.92,1.738
39,11,19280308.52,222.3,1.8015
33,24,19278913.19,222.29,1.8749
