P:N1,P:N2,净利润,年化收益率%,夏普比率
2,16,14744717.39,407.99,2.7394
2,17,14736670.99,407.77,2.7159
6,15,14434845.06,404.12,2.6667
5,16,14348872.6,401.71,2.6409
18,15,14427681.13,399.22,2.71
9,10,14230995.21,397.24,2.5761
7,12,14255418.42,394.45,2.6239
8,11,14223695.05,393.58,2.6155
17,16,13986626.42,391.57,2.6598
18,16,14123943.22,390.82,2.6611
18,17,14116227.27,390.6,2.639
7,13,13918741.36,389.67,2.5733
8,12,14068413.45,389.28,2.6078
2,18,13963071.68,386.36,2.5723
5,15,13789969.35,386.06,2.542
10,11,14622931.75,384.9,2.8165
13,6,13246547.7,383.29,2.6285
5,25,14198135.78,381.88,2.7836
13,4,13195659.55,381.81,2.6436
5,11,13662237.34,381.37,2.5451
19,18,13781007.28,381.33,2.5916
6,16,13398732.82,380.71,2.4905
7,15,13397096.45,380.66,2.4892
5,14,13722409.31,379.7,2.5325
9,11,13702816.87,379.16,2.5356
12,4,13081757.49,378.52,2.5638
10,13,13691271.09,376.47,2.5707
3,15,13586268.91,375.94,2.5481
8,13,13418815.57,375.67,2.4633
12,3,12930116.51,374.13,2.5512
19,17,13519373.42,374.09,2.5446
17,15,13468744.85,372.69,2.6291
2,15,13456249.9,372.34,2.5547
13,5,12843051.69,371.61,2.556
4,16,13420109.76,371.34,2.4715
3,18,13406948.51,370.98,2.4584
7,16,13051605.69,370.85,2.4087
7,24,13873853.93,369.57,2.7357
10,12,13408686.65,368.7,2.5187
4,17,13233754.15,366.18,2.4412
3,17,13203798.88,365.35,2.4271
9,12,13197879.76,365.19,2.4477
7,23,13569038.3,364.96,2.6917
6,10,13049900.93,364.27,2.4563
6,14,13010954.59,364.25,2.3986
7,11,13036495.79,363.9,2.3962
7,14,12977214.32,363.31,2.4149
3,16,13118832.5,363,2.4399
2,19,12932065.35,362.05,2.3892
5,12,13073475.03,361.75,2.4494
5,17,12857938.1,359.97,2.4036
13,15,13301769.53,359.52,2.6029
4,14,12980153.14,359.17,2.395
6,17,12626303.08,358.76,2.3519
4,15,12919212.23,357.48,2.3803
10,15,13281358.2,357.22,2.6018
11,17,13409661.82,357.21,2.6343
6,12,12881937.42,356.45,2.3674
5,26,13371944.96,356.2,2.6244
11,13,13235194.58,355.98,2.5798
25,15,12496017.36,355.06,2.2745
25,17,12494216.11,355.01,2.2769
25,18,12486870.49,354.8,2.2782
6,11,12684039.12,354.06,2.3362
6,24,13286414.93,353.92,2.6084
11,18,13279005.64,353.73,2.6068
4,18,12781950.35,353.68,2.3686
4,12,12664093.48,353.5,2.3292
11,15,13141733.03,353.47,2.5664
4,13,12762285.64,353.14,2.3614
6,25,13249152.04,352.93,2.6024
3,19,12556503.35,351.53,2.3029
20,19,12681234.08,350.89,2.4326
7,22,13031485.58,350.5,2.5856
19,15,12657756.03,350.25,2.4083
10,17,13014109.99,350.04,2.5727
9,18,13013155.86,350.01,2.5619
11,12,12498782.12,349.92,2.2259
10,16,12975274.96,348.99,2.5648
5,18,12463722.04,348.93,2.33
5,13,12571145.72,347.85,2.3295
6,23,12924029.02,347.61,2.5398
6,13,12525709.59,346.59,2.3239
12,16,13001694.94,346.34,2.531
6,22,12827317.6,345.01,2.5204
33,12,12741474.54,344.37,2.5256
33,13,12741474.54,344.37,2.5256
2,14,12442822.65,344.3,2.3584
8,23,12906093.86,343.79,2.5598
11,16,12778366.24,343.69,2.5237
7,20,12433310.62,341.88,2.3328
9,19,12702842.66,341.66,2.5137
30,23,12594103.37,340.39,2.4866
11,20,12776443.19,340.34,2.5235
30,24,12560279.02,339.48,2.4815
13,16,12485066.68,337.44,2.4519
9,17,12530658.38,337.03,2.4603
12,15,12571867.98,334.89,2.4221
12,17,12520316.41,333.52,2.4492
11,19,12501001.18,333,2.4757
