P:N1,P:N2,净利润,年化收益率%,夏普比率
25,7,7733643.52,343.1,3.0029
25,8,7733643.52,343.1,3.0029
25,9,7715143.97,342.28,2.9965
26,8,7538927.2,338.51,2.9211
26,9,7538927.2,338.51,2.9211
11,12,7572886.28,335.97,2.7852
6,2,6782278.63,329.8,2.564
40,4,7269664.92,327.74,2.8003
25,17,7304384.96,324.06,2.8908
25,18,7293557.61,323.58,2.8868
26,10,7185476.93,322.64,2.789
4,16,7173600.41,320.81,2.7936
25,16,7213340.79,320.02,2.8374
41,4,7732756.13,317.75,2.9898
7,4,7063997.91,317.19,2.6309
5,16,7111448.18,316.76,2.7637
38,2,7701161.94,316.45,2.9795
39,2,7701161.94,316.45,2.9795
25,15,7118126.53,315.8,2.7804
6,15,7073534.68,315.07,2.7584
26,17,7010711.92,314.79,2.766
26,18,6999884.56,314.31,2.762
42,4,7620585.09,313.14,2.9521
25,19,7052709.28,312.89,2.8159
25,20,7052709.28,312.89,2.8159
4,17,6987244.81,312.48,2.7188
7,5,6942356.92,311.72,2.5883
26,11,6941073.15,311.67,2.7022
7,16,7015550.9,311.25,2.7842
7,15,7004475.41,310.75,2.7605
6,16,6997016.71,310.42,2.7621
26,19,6857992.96,307.94,2.7315
2,17,6846166.37,307.4,2.6642
9,10,6881192.69,306.51,2.4793
26,16,6807338.79,305.66,2.6804
3,18,6795524.33,303.91,2.6371
26,12,6759259.83,303.5,2.6601
27,25,6743103.9,302.78,2.6871
25,23,6821446.84,302.63,2.7203
25,21,6817611.97,302.46,2.7008
25,22,6817611.97,302.46,2.7008
5,25,6809301.63,302.1,2.7046
39,4,6678372.65,301.08,2.5235
39,5,6678372.65,301.08,2.5235
3,17,6730898,301.02,2.6093
26,22,6691277.67,300.45,2.6503
27,26,6667259.49,299.37,2.6635
26,13,6665261.03,299.28,2.5979
26,14,6665261.03,299.28,2.5979
5,15,6706797.53,298.74,2.5698
36,9,6626425.42,298.74,2.5036
36,10,6626425.42,298.74,2.5036
26,23,6626730.51,297.55,2.6357
2,16,6625794.83,297.51,2.5333
26,20,6622895.66,297.38,2.6167
26,21,6622895.66,297.38,2.6167
36,11,6586183.8,296.93,2.4985
8,17,6665902.68,295.73,2.6369
26,25,6578244.9,295.37,2.6145
25,24,6654601.94,295.23,2.6451
12,25,6534985.21,294.62,2.611
2,33,6534079.06,294.58,2.7139
8,18,6628515.58,294.07,2.6068
26,15,6548246.35,294.03,2.5683
8,15,6625162.04,293.93,2.5999
7,12,6596235.46,293.81,2.4749
10,14,6610059.58,293.26,2.5691
2,25,6525948.89,293.03,2.6106
4,18,6545392.53,292.72,2.5294
3,24,6580269.71,291.93,2.6044
2,24,6486627.57,291.26,2.5777
6,14,6519526.29,290.4,2.5168
10,4,6486906.47,290.1,2.3616
26,24,6459885.62,290.06,2.5606
5,36,6407697.92,290.06,2.7435
8,16,6481570.15,287.56,2.5392
7,14,6480298.7,287.5,2.5238
6,17,6476358.34,287.32,2.5494
5,24,6463132.91,286.74,2.5559
10,13,6461357.94,286.66,2.426
6,24,6365436.07,285.82,2.5047
12,4,6383416.81,285.48,2.408
41,2,6918450.03,284.29,2.731
6,25,6328173.18,284.15,2.4901
9,15,6403772.87,284.1,2.4937
18,17,6348078.94,283.9,2.4254
2,23,6398783.6,283.88,2.5369
33,12,6296097.74,282.71,2.5156
33,13,6296097.74,282.71,2.5156
14,15,6368926.79,282.56,2.4938
6,18,6366240.34,282.44,2.5074
4,24,6362216.34,282.26,2.5158
13,15,6340902.43,281.31,2.4848
13,14,6310671.66,279.97,2.4795
10,12,6308644.27,279.88,2.3255
7,17,6290380.39,279.07,2.4581
43,4,6541731.56,268.81,2.5869
41,3,6464945.29,265.65,2.5456
43,5,6386657.42,262.43,2.5271
43,6,6309765.96,259.27,2.4972
