P:N1,P:N2,净利润,年化收益率%,夏普比率
15,20,16780835.4,188.9,1.3551
9,24,16551014.25,187.14,1.3548
8,28,16451448.89,185.19,1.3305
10,24,16407190.61,184.69,1.2608
15,21,16203161.31,184.44,1.3342
10,23,16329501.11,183.82,1.276
12,22,16438280.44,183.42,1.3699
4,35,16132964.92,180.8,1.3383
11,23,16028388.86,180.43,1.3686
7,33,16088581.03,180.31,1.3422
6,25,15855118.86,179.01,1.2941
8,29,15869342.7,178.64,1.284
16,19,15844957.07,178.36,1.2874
34,50,16981467.48,177.05,1.6245
33,49,17360439.02,176.78,1.6363
34,49,17253921.74,175.7,1.6262
35,50,16844612.82,175.63,1.6173
4,33,15872488.66,175.57,1.2324
4,36,17980309.32,175.51,1.4822
32,11,16029748.53,173.52,1.4363
33,50,17002646.2,173.14,1.6108
34,12,15966337.11,172.83,1.3912
4,38,17810433.92,172.07,1.4805
4,37,17611473.09,171.91,1.462
3,41,17776822,171.74,1.4979
33,10,15810489.65,171.14,1.4242
18,37,15998583.59,171.01,1.4045
3,39,17653897.27,170.55,1.4759
3,40,17593876.25,169.97,1.4702
18,36,15871019.1,169.65,1.3923
3,35,16373017.83,169.32,1.3178
4,39,17509776.66,169.16,1.4598
3,36,16279104.27,168.35,1.3364
36,49,16372175.75,167.95,1.5644
3,38,16152315.26,167.04,1.3526
3,42,17269735.16,166.84,1.4561
2,38,16113854.77,166.64,1.3434
3,37,16095188.04,166.45,1.3276
3,46,18371382.17,166.39,1.5598
19,23,16326433.22,166.24,1.4086
38,49,16193496.1,166.12,1.5569
35,49,16163419.59,165.81,1.5456
5,35,15895618.96,165.73,1.3568
2,37,16017128.5,165.64,1.3087
2,39,16005331.06,165.52,1.3443
37,49,16120030.81,165.36,1.5514
32,50,16217778.19,165.15,1.5497
2,40,15968178.24,165.14,1.3448
33,48,16547777.33,164.45,1.5517
32,49,15877451.62,164.2,1.5199
34,48,16480491.78,163.78,1.5471
12,33,16084151.35,163.77,1.2638
37,50,15958414.63,163.7,1.5438
3,47,17014860.7,163.54,1.4593
3,44,17998552.55,163.02,1.4234
4,45,17952128.19,162.6,1.5125
2,48,16896751.39,162.41,1.4504
3,48,16890664.4,162.35,1.4495
3,43,16697079.86,161.31,1.4163
19,24,15835482.26,161.24,1.3103
5,36,16596621.46,160.34,1.3849
21,23,15796603.08,160.19,1.283
2,49,16646433.1,160,1.4549
4,40,16559103.92,159.98,1.3868
5,44,16929104.7,159.46,1.4387
3,45,17595254,159.36,1.3979
2,45,17485960.4,158.37,1.4571
4,46,17453360.25,158.08,1.4662
5,45,17398259.29,157.58,1.4596
2,46,17274296.54,156.46,1.451
2,47,16186841.34,155.58,1.3629
12,39,16506542.65,155.48,1.3861
7,34,16056161.34,155.12,1.3097
3,49,16081838.17,154.57,1.4111
4,49,15997579.65,153.76,1.3892
4,41,15905242.05,153.66,1.3447
26,34,17033265.84,152.58,1.477
4,43,15817500.15,152.42,1.3423
4,42,15794787.04,152.2,1.3379
4,47,15807409.68,151.94,1.324
27,33,16932871.2,151.68,1.4672
25,35,16797584.4,151.54,1.4634
6,46,16720597.16,151.44,1.4038
26,33,16761799.79,151.21,1.4569
18,38,16264616.87,150.94,1.3871
25,34,16715805.8,150.8,1.4511
4,44,15958916.04,150.32,1.3354
12,40,15823841.08,149.05,1.3291
15,39,16032926.94,148.79,1.3674
15,38,15950343.88,148.02,1.3564
28,32,16425373.69,147.66,1.4152
25,36,16430750.4,147.18,1.4334
18,39,15830016.85,146.91,1.3558
26,35,16340266.82,146.37,1.4263
29,32,16236660.93,145.96,1.4004
7,44,16071112.74,145.56,1.3572
16,39,15978667.52,144.72,1.3644
15,40,15948609.25,144.45,1.3574
6,45,15913686.1,144.13,1.331
25,37,15908136.02,142.5,1.3876
