#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,9,2,1229088.20,235.68,2.2920
2,18,2,1119838.90,221.60,2.4933
3,10,5,1104255.65,218.30,2.3734
4,8,2,1034642.90,198.39,1.9010
5,13,2,903164.30,178.72,2.0286
6,17,2,886486.00,175.25,2.0069
7,13,3,865241.20,169.86,1.7881
8,9,3,857900.20,169.60,1.8397
9,15,2,843979.00,166.85,1.7906
10,47,2,802386.25,163.02,1.9588
11,16,5,799772.40,158.11,1.7492
12,16,3,783118.10,153.74,1.5808
13,13,4,768802.20,152.14,1.7099
14,12,8,766146.20,151.46,1.7308
15,17,5,732606.00,144.83,1.6167
16,12,6,731729.00,144.66,1.6442
17,12,7,731729.00,144.66,1.6442
18,6,3,701181.80,138.62,1.4848
19,10,2,691608.80,132.62,1.3019
20,11,6,671961.10,132.84,1.5560
21,11,7,671961.10,132.84,1.5560
22,9,4,666266.40,131.72,1.4622
23,11,8,663356.80,131.14,1.5380
24,8,3,628314.30,124.21,1.3485
25,10,3,625002.60,123.68,1.3928
26,10,4,625002.60,123.68,1.3928
27,14,5,624089.00,123.38,1.3678
28,18,4,621150.30,122.80,1.3695
29,18,5,612154.80,121.02,1.3458
30,16,4,606565.80,119.91,1.3152
31,12,9,588622.85,116.37,1.4201
32,13,9,588622.85,116.37,1.4201
33,14,9,588622.85,116.37,1.4201
34,13,10,580027.15,114.67,1.4044
35,14,10,580027.15,114.67,1.4044
36,13,5,571517.30,113.10,1.3546
37,14,2,571517.30,113.10,1.3546
38,15,3,566804.90,111.27,1.1569
39,13,8,565796.30,111.85,1.3224
40,14,8,565796.30,111.85,1.3224
41,20,4,557765.00,110.27,1.2464
42,21,4,557765.00,110.27,1.2464
43,16,6,557600.40,110.23,1.3109
44,15,4,543129.50,107.37,1.1857
45,15,5,543129.50,107.37,1.1857
46,13,6,531379.10,105.05,1.2371
47,14,6,531379.10,105.05,1.2371
48,14,7,531379.10,105.05,1.2371
49,11,5,491219.20,97.11,1.1598
50,15,14,489026.25,96.68,1.3713
51,16,14,489026.25,96.68,1.3713
52,16,15,489026.25,96.68,1.3713
53,17,14,489026.25,96.68,1.3713
54,17,15,489026.25,96.68,1.3713
55,17,16,489026.25,96.68,1.3713
56,18,17,489026.25,96.68,1.4087
57,19,14,480021.75,94.90,1.3758
58,19,15,480021.75,94.90,1.3758
59,19,16,480021.75,94.90,1.3758
60,20,14,480021.75,94.90,1.3758
61,20,15,480021.75,94.90,1.3758
62,21,14,480021.75,94.90,1.3758
63,21,15,480021.75,94.90,1.3758
64,22,14,480021.75,94.90,1.3758
65,22,15,480021.75,94.90,1.3758
66,19,4,479353.10,94.77,1.1415
67,18,3,478005.90,93.84,0.9952
68,18,14,475519.50,94.01,1.3297
69,18,15,475519.50,94.01,1.3297
70,18,16,475519.50,94.01,1.3297
71,12,5,459773.20,90.98,1.0854
72,17,4,454348.80,89.82,1.0759
73,15,6,450419.60,89.05,1.0471
74,15,7,450419.60,89.05,1.0471
75,12,3,448362.60,88.02,0.9519
76,21,3,443268.90,87.63,0.9986
77,22,3,443268.90,87.63,0.9986
78,23,14,439501.50,86.89,1.2633
79,14,4,428127.50,84.64,1.0057
80,10,7,427462.20,84.51,0.9677
81,13,7,419635.00,82.96,0.9825
82,7,3,419199.60,82.87,0.9052
83,11,3,400562.45,78.64,0.8637
84,19,18,395112.40,79.83,1.4371
85,20,18,395112.40,79.83,1.4371
86,21,18,395112.40,79.83,1.4371
87,22,18,395112.40,79.83,1.4371
88,23,18,395112.40,79.83,1.4371
89,24,18,395112.40,79.83,1.4371
90,25,18,395112.40,79.83,1.4371
91,26,14,395112.40,79.83,1.4371
92,10,8,367283.70,72.61,0.8329
93,23,3,364029.30,71.97,0.8243
94,11,2,352638.70,67.62,0.6685
95,12,4,345231.80,68.32,0.8104
96,10,11,339848.00,67.40,0.8631
97,11,4,337027.70,66.69,0.7936
98,2,4,335137.70,66.25,0.7452
99,10,9,325081.45,64.27,0.7858
100,7,2,319640.45,61.29,0.6126
101,12,2,292408.60,56.07,0.5796
102,11,13,271986.25,53.77,0.6673
103,14,3,257172.65,50.49,0.5776
104,3,19,234586.40,47.56,1.1853
105,4,19,234586.40,47.56,1.1853
106,5,19,234586.40,47.56,1.1853
107,6,19,234586.40,47.56,1.1853
108,7,19,234586.40,47.56,1.1853
109,8,19,234586.40,47.56,1.1853
110,9,19,234586.40,47.56,1.1853
111,10,19,234586.40,47.56,1.1853
112,11,19,234586.40,47.56,1.1853
113,12,19,234586.40,47.56,1.1853
114,13,19,234586.40,47.56,1.1853
115,14,19,234586.40,47.56,1.1853
116,15,19,234586.40,47.56,1.1853
117,16,19,234586.40,47.56,1.1853
118,17,19,234586.40,47.56,1.1853
119,18,19,234586.40,47.56,1.1853
120,20,19,234586.40,47.56,1.1853
121,21,19,234586.40,47.56,1.1853
122,22,19,234586.40,47.56,1.1853
123,23,19,234586.40,47.56,1.1853
124,24,19,234586.40,47.56,1.1853
125,25,19,234586.40,47.56,1.1853
126,26,19,234586.40,47.56,1.1853
127,27,19,234586.40,47.56,1.1853
128,28,19,234586.40,47.56,1.1853
129,29,19,234586.40,47.56,1.1853
130,30,19,234586.40,47.56,1.1853
131,31,19,234586.40,47.56,1.1853
132,19,3,228319.35,44.82,0.5197
133,20,3,228319.35,44.82,0.5197
134,8,14,197223.65,38.99,0.4966
135,9,14,197223.65,38.99,0.4966
136,10,14,197223.65,38.99,0.4966
137,12,13,191846.20,37.93,0.4795
138,3,14,188319.20,37.23,0.4704
139,4,14,188319.20,37.23,0.4704
140,5,14,188319.20,37.23,0.4704
141,3,2,185723.10,35.61,0.4142
142,9,7,180607.50,35.71,0.4167
143,4,8,173636.55,34.36,0.4528
144,17,3,159221.65,31.26,0.3798
145,10,6,145613.20,28.79,0.3581
146,5,10,129341.30,25.85,0.3458
147,5,8,127887.90,25.31,0.3487
148,19,17,119804.65,23.68,0.3681
149,20,17,119804.65,23.68,0.3681
150,21,17,119804.65,23.68,0.3681
151,22,17,119804.65,23.68,0.3681
152,23,17,119804.65,23.68,0.3681
153,11,14,117083.60,23.15,0.3076
154,15,17,115120.50,22.76,0.3460
155,16,17,115120.50,22.76,0.3460
156,20,16,110800.15,21.90,0.3418
157,21,16,110800.15,21.90,0.3418
158,22,16,110800.15,21.90,0.3418
159,26,18,106297.90,21.08,0.3593
160,27,18,106297.90,21.08,0.3593
161,28,18,106297.90,21.08,0.3593
162,29,18,106297.90,21.08,0.3593
163,30,18,106297.90,21.08,0.3593
164,31,18,106297.90,21.08,0.3593
165,9,8,102420.00,20.25,0.2438
166,4,17,101613.75,20.09,0.3100
167,5,17,101613.75,20.09,0.3100
168,9,17,101613.75,20.09,0.3100
169,5,9,101438.60,20.27,0.2978
170,14,16,97293.40,19.23,0.3062
171,24,17,97293.40,19.23,0.3062
172,25,17,97293.40,19.23,0.3062
173,25,12,94455.35,18.94,0.3079
174,2,16,92609.25,18.31,0.2845
175,4,16,92609.25,18.31,0.2845
176,4,11,90556.30,18.10,0.2745
177,5,7,88444.45,17.50,0.2532
178,3,16,88107.00,17.42,0.2663
179,4,18,88107.00,17.47,0.2960
180,5,18,88107.00,17.47,0.2960
181,32,18,88107.00,17.47,0.2960
182,3,13,86506.20,17.10,0.2363
183,4,13,86506.20,17.10,0.2363
184,5,13,86506.20,17.10,0.2363
185,33,2,83655.20,16.59,0.2556
186,2,17,79102.50,15.64,0.2496
187,26,4,74557.70,14.74,0.2404
188,23,15,70279.90,13.89,0.2322
189,23,16,70279.90,13.89,0.2322
190,24,14,70279.90,13.89,0.2322
191,24,15,70279.90,13.89,0.2322
192,24,16,70279.90,13.89,0.2322
193,25,14,70279.90,13.89,0.2322
194,25,15,70279.90,13.89,0.2322
195,25,16,70279.90,13.89,0.2322
196,8,13,68697.30,13.58,0.1962
197,9,13,68697.30,13.58,0.1962
198,10,13,68697.30,13.58,0.1962
199,25,11,54450.30,10.92,0.2029
200,2,18,47586.75,9.61,0.1878
201,3,18,47586.75,9.61,0.1878
202,9,12,46917.55,9.28,0.1499
203,10,12,46917.55,9.28,0.1499
204,13,11,29503.35,5.83,0.0931
205,13,12,29503.35,5.83,0.0931
206,11,12,28726.65,5.68,0.1055
207,9,5,28286.80,5.59,0.0894
208,6,5,21975.85,4.34,0.0740
209,4,5,14683.10,2.90,0.0552
210,1,1,0.00,0.00,0.0000
211,1,2,0.00,0.00,0.0000
212,1,3,0.00,0.00,0.0000
213,1,4,0.00,0.00,0.0000
214,1,5,0.00,0.00,0.0000
215,1,6,0.00,0.00,0.0000
216,1,7,0.00,0.00,0.0000
217,1,8,0.00,0.00,0.0000
218,1,9,0.00,0.00,0.0000
219,1,10,0.00,0.00,0.0000
220,1,11,0.00,0.00,0.0000
221,1,12,0.00,0.00,0.0000
222,1,13,0.00,0.00,0.0000
223,1,14,0.00,0.00,0.0000
224,1,15,0.00,0.00,0.0000
225,1,16,0.00,0.00,0.0000
226,1,17,0.00,0.00,0.0000
227,1,18,0.00,0.00,0.0000
228,1,19,0.00,0.00,0.0000
229,1,20,0.00,0.00,0.0000
230,1,21,0.00,0.00,0.0000
231,1,22,0.00,0.00,0.0000
232,1,23,0.00,0.00,0.0000
233,1,24,0.00,0.00,0.0000
234,1,25,0.00,0.00,0.0000
235,1,26,0.00,0.00,0.0000
236,1,27,0.00,0.00,0.0000
237,1,28,0.00,0.00,0.0000
238,1,29,0.00,0.00,0.0000
239,1,30,0.00,0.00,0.0000
240,1,31,0.00,0.00,0.0000
241,1,32,0.00,0.00,0.0000
242,1,33,0.00,0.00,0.0000
243,1,34,0.00,0.00,0.0000
244,1,35,0.00,0.00,0.0000
245,1,36,0.00,0.00,0.0000
246,1,37,0.00,0.00,0.0000
247,1,38,0.00,0.00,0.0000
248,1,39,0.00,0.00,0.0000
249,1,40,0.00,0.00,0.0000
250,1,41,0.00,0.00,0.0000
251,1,42,0.00,0.00,0.0000
252,1,43,0.00,0.00,0.0000
253,1,44,0.00,0.00,0.0000
254,1,45,0.00,0.00,0.0000
255,1,46,0.00,0.00,0.0000
256,1,47,0.00,0.00,0.0000
257,1,48,0.00,0.00,0.0000
258,1,49,0.00,0.00,0.0000
259,1,50,0.00,0.00,0.0000
260,2,1,0.00,0.00,0.0000
261,2,2,0.00,0.00,0.0000
262,2,21,0.00,0.00,0.0000
263,2,22,0.00,0.00,0.0000
264,2,23,0.00,0.00,0.0000
265,2,24,0.00,0.00,0.0000
266,2,25,0.00,0.00,0.0000
267,2,26,0.00,0.00,0.0000
268,2,27,0.00,0.00,0.0000
269,2,28,0.00,0.00,0.0000
270,2,29,0.00,0.00,0.0000
271,2,30,0.00,0.00,0.0000
272,2,31,0.00,0.00,0.0000
273,2,32,0.00,0.00,0.0000
274,2,33,0.00,0.00,0.0000
275,2,34,0.00,0.00,0.0000
276,2,35,0.00,0.00,0.0000
277,2,36,0.00,0.00,0.0000
278,2,37,0.00,0.00,0.0000
279,2,38,0.00,0.00,0.0000
280,2,39,0.00,0.00,0.0000
281,2,40,0.00,0.00,0.0000
282,2,41,0.00,0.00,0.0000
283,2,42,0.00,0.00,0.0000
284,2,43,0.00,0.00,0.0000
285,2,44,0.00,0.00,0.0000
286,2,45,0.00,0.00,0.0000
287,2,46,0.00,0.00,0.0000
288,2,47,0.00,0.00,0.0000
289,2,48,0.00,0.00,0.0000
290,2,49,0.00,0.00,0.0000
291,2,50,0.00,0.00,0.0000
292,3,1,0.00,0.00,0.0000
293,3,3,0.00,0.00,0.0000
294,3,20,0.00,0.00,0.0000
295,3,21,0.00,0.00,0.0000
296,3,22,0.00,0.00,0.0000
297,3,23,0.00,0.00,0.0000
298,3,24,0.00,0.00,0.0000
299,3,25,0.00,0.00,0.0000
300,3,26,0.00,0.00,0.0000
301,3,27,0.00,0.00,0.0000
302,3,28,0.00,0.00,0.0000
303,3,29,0.00,0.00,0.0000
304,3,30,0.00,0.00,0.0000
305,3,31,0.00,0.00,0.0000
306,3,32,0.00,0.00,0.0000
307,3,33,0.00,0.00,0.0000
308,3,34,0.00,0.00,0.0000
309,3,35,0.00,0.00,0.0000
310,3,36,0.00,0.00,0.0000
311,3,37,0.00,0.00,0.0000
312,3,38,0.00,0.00,0.0000
313,3,39,0.00,0.00,0.0000
314,3,40,0.00,0.00,0.0000
315,3,41,0.00,0.00,0.0000
316,3,42,0.00,0.00,0.0000
317,3,43,0.00,0.00,0.0000
318,3,44,0.00,0.00,0.0000
319,3,45,0.00,0.00,0.0000
320,3,46,0.00,0.00,0.0000
321,3,47,0.00,0.00,0.0000
322,3,48,0.00,0.00,0.0000
323,3,49,0.00,0.00,0.0000
324,3,50,0.00,0.00,0.0000
325,4,1,0.00,0.00,0.0000
326,4,4,0.00,0.00,0.0000
327,4,20,0.00,0.00,0.0000
328,4,21,0.00,0.00,0.0000
329,4,22,0.00,0.00,0.0000
330,4,23,0.00,0.00,0.0000
331,4,24,0.00,0.00,0.0000
332,4,25,0.00,0.00,0.0000
333,4,26,0.00,0.00,0.0000
334,4,27,0.00,0.00,0.0000
335,4,28,0.00,0.00,0.0000
336,4,29,0.00,0.00,0.0000
337,4,30,0.00,0.00,0.0000
338,4,31,0.00,0.00,0.0000
339,4,32,0.00,0.00,0.0000
340,4,33,0.00,0.00,0.0000
341,4,34,0.00,0.00,0.0000
342,4,35,0.00,0.00,0.0000
343,4,36,0.00,0.00,0.0000
344,4,37,0.00,0.00,0.0000
345,4,38,0.00,0.00,0.0000
346,4,39,0.00,0.00,0.0000
347,4,40,0.00,0.00,0.0000
348,4,41,0.00,0.00,0.0000
349,4,42,0.00,0.00,0.0000
350,4,43,0.00,0.00,0.0000
351,4,44,0.00,0.00,0.0000
352,4,45,0.00,0.00,0.0000
353,4,46,0.00,0.00,0.0000
354,4,47,0.00,0.00,0.0000
355,4,48,0.00,0.00,0.0000
356,4,49,0.00,0.00,0.0000
357,4,50,0.00,0.00,0.0000
358,5,1,0.00,0.00,0.0000
359,5,5,0.00,0.00,0.0000
360,5,20,0.00,0.00,0.0000
361,5,21,0.00,0.00,0.0000
362,5,22,0.00,0.00,0.0000
363,5,23,0.00,0.00,0.0000
364,5,24,0.00,0.00,0.0000
365,5,25,0.00,0.00,0.0000
366,5,26,0.00,0.00,0.0000
367,5,27,0.00,0.00,0.0000
368,5,28,0.00,0.00,0.0000
369,5,29,0.00,0.00,0.0000
370,5,30,0.00,0.00,0.0000
371,5,31,0.00,0.00,0.0000
372,5,32,0.00,0.00,0.0000
373,5,33,0.00,0.00,0.0000
374,5,34,0.00,0.00,0.0000
375,5,35,0.00,0.00,0.0000
376,5,36,0.00,0.00,0.0000
377,5,37,0.00,0.00,0.0000
378,5,38,0.00,0.00,0.0000
379,5,39,0.00,0.00,0.0000
380,5,40,0.00,0.00,0.0000
381,5,41,0.00,0.00,0.0000
382,5,42,0.00,0.00,0.0000
383,5,43,0.00,0.00,0.0000
384,5,44,0.00,0.00,0.0000
385,5,45,0.00,0.00,0.0000
386,5,46,0.00,0.00,0.0000
387,5,47,0.00,0.00,0.0000
388,5,48,0.00,0.00,0.0000
389,5,49,0.00,0.00,0.0000
390,5,50,0.00,0.00,0.0000
391,6,1,0.00,0.00,0.0000
392,6,6,0.00,0.00,0.0000
393,6,20,0.00,0.00,0.0000
394,6,21,0.00,0.00,0.0000
395,6,22,0.00,0.00,0.0000
396,6,23,0.00,0.00,0.0000
397,6,24,0.00,0.00,0.0000
398,6,25,0.00,0.00,0.0000
399,6,26,0.00,0.00,0.0000
400,6,27,0.00,0.00,0.0000
401,6,28,0.00,0.00,0.0000
402,6,29,0.00,0.00,0.0000
403,6,30,0.00,0.00,0.0000
404,6,31,0.00,0.00,0.0000
405,6,32,0.00,0.00,0.0000
406,6,33,0.00,0.00,0.0000
407,6,34,0.00,0.00,0.0000
408,6,35,0.00,0.00,0.0000
409,6,36,0.00,0.00,0.0000
410,6,37,0.00,0.00,0.0000
411,6,38,0.00,0.00,0.0000
412,6,39,0.00,0.00,0.0000
413,6,40,0.00,0.00,0.0000
414,6,41,0.00,0.00,0.0000
415,6,42,0.00,0.00,0.0000
416,6,43,0.00,0.00,0.0000
417,6,44,0.00,0.00,0.0000
418,6,45,0.00,0.00,0.0000
419,6,46,0.00,0.00,0.0000
420,6,47,0.00,0.00,0.0000
421,6,48,0.00,0.00,0.0000
422,6,49,0.00,0.00,0.0000
423,6,50,0.00,0.00,0.0000
424,7,1,0.00,0.00,0.0000
425,7,7,0.00,0.00,0.0000
426,7,20,0.00,0.00,0.0000
427,7,21,0.00,0.00,0.0000
428,7,22,0.00,0.00,0.0000
429,7,23,0.00,0.00,0.0000
430,7,24,0.00,0.00,0.0000
431,7,25,0.00,0.00,0.0000
432,7,26,0.00,0.00,0.0000
433,7,27,0.00,0.00,0.0000
434,7,28,0.00,0.00,0.0000
435,7,29,0.00,0.00,0.0000
436,7,30,0.00,0.00,0.0000
437,7,31,0.00,0.00,0.0000
438,7,32,0.00,0.00,0.0000
439,7,33,0.00,0.00,0.0000
440,7,34,0.00,0.00,0.0000
441,7,35,0.00,0.00,0.0000
442,7,36,0.00,0.00,0.0000
443,7,37,0.00,0.00,0.0000
444,7,38,0.00,0.00,0.0000
445,7,39,0.00,0.00,0.0000
446,7,40,0.00,0.00,0.0000
447,7,41,0.00,0.00,0.0000
448,7,42,0.00,0.00,0.0000
449,7,43,0.00,0.00,0.0000
450,7,44,0.00,0.00,0.0000
451,7,45,0.00,0.00,0.0000
452,7,46,0.00,0.00,0.0000
453,7,47,0.00,0.00,0.0000
454,7,48,0.00,0.00,0.0000
455,7,49,0.00,0.00,0.0000
456,7,50,0.00,0.00,0.0000
457,8,1,0.00,0.00,0.0000
458,8,8,0.00,0.00,0.0000
459,8,20,0.00,0.00,0.0000
460,8,21,0.00,0.00,0.0000
461,8,22,0.00,0.00,0.0000
462,8,23,0.00,0.00,0.0000
463,8,24,0.00,0.00,0.0000
464,8,25,0.00,0.00,0.0000
465,8,26,0.00,0.00,0.0000
466,8,27,0.00,0.00,0.0000
467,8,28,0.00,0.00,0.0000
468,8,29,0.00,0.00,0.0000
469,8,30,0.00,0.00,0.0000
470,8,31,0.00,0.00,0.0000
471,8,32,0.00,0.00,0.0000
472,8,33,0.00,0.00,0.0000
473,8,34,0.00,0.00,0.0000
474,8,35,0.00,0.00,0.0000
475,8,36,0.00,0.00,0.0000
476,8,37,0.00,0.00,0.0000
477,8,38,0.00,0.00,0.0000
478,8,39,0.00,0.00,0.0000
479,8,40,0.00,0.00,0.0000
480,8,41,0.00,0.00,0.0000
481,8,42,0.00,0.00,0.0000
482,8,43,0.00,0.00,0.0000
483,8,44,0.00,0.00,0.0000
484,8,45,0.00,0.00,0.0000
485,8,46,0.00,0.00,0.0000
486,8,47,0.00,0.00,0.0000
487,8,48,0.00,0.00,0.0000
488,8,49,0.00,0.00,0.0000
489,8,50,0.00,0.00,0.0000
490,9,1,0.00,0.00,0.0000
491,9,9,0.00,0.00,0.0000
492,9,21,0.00,0.00,0.0000
493,9,22,0.00,0.00,0.0000
494,9,23,0.00,0.00,0.0000
495,9,24,0.00,0.00,0.0000
496,9,25,0.00,0.00,0.0000
497,9,26,0.00,0.00,0.0000
498,9,27,0.00,0.00,0.0000
499,9,28,0.00,0.00,0.0000
