#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,9,14,31973877.00,298.95,1.9052
2,13,14,31954725.25,296.84,1.9586
3,14,15,31169628.20,291.43,1.9375
4,13,16,30343020.60,283.70,1.9168
5,9,13,30070607.23,275.78,1.8267
6,13,17,29987829.10,280.38,1.8508
7,8,16,29764118.95,278.29,1.8310
8,10,15,29735400.28,276.22,1.8880
9,12,18,29633780.95,277.07,1.8468
10,13,15,29527612.15,276.07,1.8761
11,29,28,29383538.53,272.95,2.1429
12,10,14,29369493.13,274.60,1.8889
13,29,12,29336379.43,269.05,2.2249
14,12,17,29159102.28,272.63,1.8581
15,14,16,29108714.92,273.94,1.8230
16,14,17,29081381.15,273.68,1.8151
17,29,11,28981254.73,265.79,2.2015
18,28,12,28951251.25,265.51,2.1468
19,30,27,28938293.65,268.82,2.1385
20,11,16,28869293.98,268.18,1.8742
21,11,19,28709900.48,268.43,1.8369
22,29,26,28642434.43,267.01,2.0974
23,30,29,28642183.25,262.68,2.1292
24,30,28,28623281.08,265.89,2.1309
25,31,27,28606886.90,265.74,2.1203
26,10,18,28570749.15,267.13,1.8081
27,9,17,28538886.90,265.11,1.8728
28,29,13,28482092.70,261.21,2.1457
29,14,19,28457943.03,245.01,1.8428
30,11,18,28306755.20,264.66,1.7846
31,29,27,28202439.75,262.91,2.0726
32,31,30,28124169.50,261.26,2.1204
33,10,13,27976756.07,261.57,1.8221
34,31,28,27951557.25,256.35,2.1114
35,30,26,27927596.00,260.35,2.0512
36,28,13,27924891.70,256.10,2.1054
37,13,18,27920389.97,262.75,1.7521
38,12,16,27920036.98,261.04,1.7850
39,10,17,27909633.52,259.26,1.8126
40,11,17,27777543.55,259.71,1.7707
41,3,33,27758549.05,256.21,1.9084
42,29,8,27756928.60,256.19,2.1274
43,28,11,27748900.75,254.49,2.0822
44,31,29,27668435.45,253.75,2.0810
45,12,14,27570650.87,256.11,1.7634
46,27,13,27563320.13,252.78,2.0654
47,12,19,27540598.03,259.18,1.7395
48,15,16,27534008.75,259.12,1.7433
49,29,14,27431360.57,251.57,2.0251
50,3,34,27409614.02,252.99,1.8813
51,28,14,27389746.88,251.19,2.0359
52,27,12,27373922.03,251.05,2.0565
53,9,18,27369630.95,254.25,1.7495
54,29,10,27272510.13,250.12,2.1088
55,40,27,27239695.00,234.52,1.9973
56,11,15,27186295.42,252.54,1.7634
57,28,9,27162601.58,249.11,2.0536
58,15,19,27122553.70,233.51,1.7389
59,9,15,27088133.90,253.27,1.6717
60,40,28,27033809.70,232.75,1.9864
61,28,27,27013628.35,251.83,1.9546
62,4,30,27013538.02,252.57,1.7974
63,4,31,26976380.93,252.22,1.7960
64,10,19,26933892.07,251.82,1.7702
65,12,20,26918031.00,253.32,1.7650
66,8,14,26873037.88,252.90,1.5851
67,16,18,26864602.63,246.38,1.8251
68,11,13,26862424.73,251.16,1.7435
69,9,16,26821909.85,249.16,1.6921
70,10,20,26741153.25,250.02,1.7546
71,29,9,26704917.60,244.91,2.0542
72,12,15,26686875.97,247.90,1.7465
73,13,20,26639323.17,247.46,1.7542
74,29,24,26622428.28,248.18,1.9482
75,38,37,26596885.42,228.99,1.9758
76,10,16,26544578.20,246.58,1.7487
77,3,31,26539449.42,244.95,1.8376
78,40,25,26456134.42,242.63,1.9996
79,40,26,26436124.42,242.45,1.9974
80,30,25,26385972.68,245.98,1.9260
81,3,32,26333078.05,243.05,1.8269
82,9,12,26306824.13,245.24,1.6325
83,13,19,26273129.77,247.25,1.6743
84,9,11,26266985.45,244.87,1.6476
85,30,12,26243549.43,240.68,2.0616
86,20,5,26238917.10,240.64,1.8487
87,27,11,26189306.85,240.18,1.9576
88,40,16,26167439.98,239.98,2.0231
89,21,5,26156394.07,239.88,1.8399
90,41,27,26081028.33,224.54,1.9216
91,18,4,26014854.63,238.58,1.7778
92,27,14,25975156.68,238.22,1.9680
93,28,10,25961231.70,238.09,1.9828
94,4,28,25958522.88,242.70,1.7192
95,10,11,25940802.75,241.83,1.6648
96,35,34,25915158.70,237.67,2.0370
97,29,15,25909296.53,237.62,1.9435
98,30,13,25838449.10,236.97,2.0019
99,29,25,25784702.38,239.52,1.8802
100,39,38,25747814.72,227.92,1.9499
