#,P:len1,P:len2,净利润,年化收益率%
1*,16,21,7637410.37,115.95
2,16,22,7637410.37,115.95
3,16,23,7637410.37,115.95
4,16,24,7637410.37,115.95
5,16,25,7637410.37,115.95
6,16,26,7637410.37,115.95
7,16,1,7460357.17,113.26
8,16,2,7460357.17,113.26
9,16,3,7460357.17,113.26
10,16,4,7460357.17,113.26
11,16,5,7460357.17,113.26
12,16,6,7460357.17,113.26
13,16,7,7460357.17,113.26
14,16,8,7460357.17,113.26
15,16,9,7460357.17,113.26
16,16,10,7460357.17,113.26
17,16,11,7460357.17,113.26
18,16,12,7460357.17,113.26
19,16,13,7460357.17,113.26
20,16,14,7460357.17,113.26
21,16,15,7460357.17,113.26
22,16,16,7460357.17,113.26
23,16,17,7460357.17,113.26
24,16,18,7460357.17,113.26
25,16,19,7460357.17,113.26
26,16,20,7460357.17,113.26
27,15,21,7209708.37,109.46
28,15,22,7209708.37,109.46
29,15,23,7209708.37,109.46
30,15,24,7209708.37,109.46
31,15,25,7209708.37,109.46
32,15,26,7209708.37,109.46
33,14,21,7074962.22,107.41
34,14,22,7074962.22,107.41
35,14,23,7074962.22,107.41
36,14,24,7074962.22,107.41
37,14,25,7074962.22,107.41
38,14,26,7074962.22,107.41
39,15,19,7032655.17,106.77
40,15,20,7032655.17,106.77
41,16,27,6929405.62,105.20
42,16,28,6929405.62,105.20
43,16,29,6929405.62,105.20
44,16,30,6929405.62,105.20
45,16,31,6929405.62,105.20
46,16,32,6929405.62,105.20
47,16,33,6929405.62,105.20
48,13,21,6903515.90,104.81
49,13,22,6903515.90,104.81
50,13,23,6903515.90,104.81
51,13,24,6903515.90,104.81
52,13,25,6903515.90,104.81
53,13,26,6903515.90,104.81
54,14,19,6897909.02,104.73
55,14,20,6897909.02,104.73
56,13,36,6835043.17,103.77
57,14,36,6782516.92,102.97
58,15,36,6782516.92,102.97
59,16,34,6782516.92,102.97
60,16,35,6782516.92,102.97
61,16,36,6782516.92,102.97
62,13,19,6726462.70,102.12
63,13,20,6726462.70,102.12
64,14,28,6559158.42,99.58
65,13,32,6554229.87,99.51
66,13,33,6554229.87,99.51
67,14,29,6501703.62,98.71
68,14,30,6501703.62,98.71
69,14,31,6501703.62,98.71
70,14,32,6501703.62,98.71
71,14,33,6501703.62,98.71
72,15,27,6501703.62,98.71
73,15,28,6501703.62,98.71
74,15,29,6501703.62,98.71
75,15,30,6501703.62,98.71
76,15,31,6501703.62,98.71
77,15,32,6501703.62,98.71
78,15,33,6501703.62,98.71
79,10,26,6440649.62,97.78
80,12,24,6416409.65,97.42
81,12,25,6416409.65,97.42
82,12,26,6416409.65,97.42
83,13,34,6407341.17,97.28
84,13,35,6407341.17,97.28
85,13,28,6387712.10,96.98
86,14,27,6366957.47,96.66
87,14,34,6354814.92,96.48
88,14,35,6354814.92,96.48
89,15,34,6354814.92,96.48
90,15,35,6354814.92,96.48
91,13,29,6330257.30,96.11
92,13,30,6330257.30,96.11
93,13,31,6330257.30,96.11
94,10,24,6243903.05,94.80
95,10,25,6243903.05,94.80
96,13,27,6195511.15,94.06
97,12,21,5965037.42,90.56
98,12,22,5965037.42,90.56
99,12,23,5965037.42,90.56
100,17,21,5885284.72,89.35
