#,P:len1,P:len2,净利润,年化收益率%
1*,1,29,3683935.20,286.24
2,1,30,3470370.20,269.65
3,1,31,3470370.20,269.65
4,1,32,3470370.20,269.65
5,1,33,3470370.20,269.65
6,1,34,3470370.20,269.65
7,1,35,3470370.20,269.65
8,1,36,3470370.20,269.65
9,1,37,3470370.20,269.65
10,1,38,3470370.20,269.65
11,1,39,3470370.20,269.65
12,1,40,3470370.20,269.65
13,1,41,3470370.20,269.65
14,1,42,3470370.20,269.65
15,1,43,3470370.20,269.65
16,1,44,3470370.20,269.65
17,1,12,1882592.10,155.23
18,1,13,1882592.10,155.23
19,1,21,1695813.10,140.43
20,1,22,1695813.10,140.43
21,1,23,1695813.10,140.43
22,1,24,1695813.10,140.43
23,1,25,1695813.10,140.43
24,1,26,1695813.10,140.43
25,1,27,1695813.10,140.43
26,1,28,1695813.10,140.43
27,1,20,1669635.30,138.26
28,2,14,1319071.85,108.76
29,2,15,1319071.85,108.76
30,2,12,1242439.65,102.44
31,2,13,1063301.50,87.67
32,1,16,853918.90,72.00
33,1,17,853918.90,72.00
34,1,18,853918.90,72.00
35,1,19,853918.90,72.00
36,1,14,433859.67,36.58
37,1,15,433859.67,36.58
38,3,20,296432.93,26.40
39,2,20,117294.77,10.45
40,7,46,104210.07,9.28
41,7,47,104210.07,9.28
42,7,48,104210.07,9.28
43,7,49,104210.07,9.28
44,7,50,104210.07,9.28
45,8,46,104210.07,9.28
46,8,47,104210.07,9.28
47,8,48,104210.07,9.28
48,8,49,104210.07,9.28
49,8,50,104210.07,9.28
50,9,46,104210.07,9.28
51,9,47,104210.07,9.28
52,9,48,104210.07,9.28
53,9,49,104210.07,9.28
54,9,50,104210.07,9.28
55,10,46,104210.07,9.28
56,10,47,104210.07,9.28
57,10,48,104210.07,9.28
58,10,49,104210.07,9.28
59,10,50,104210.07,9.28
60,11,46,104210.07,9.28
61,11,47,104210.07,9.28
62,11,48,104210.07,9.28
63,11,49,104210.07,9.28
64,11,50,104210.07,9.28
65,12,46,104210.07,9.28
66,12,47,104210.07,9.28
67,12,48,104210.07,9.28
68,12,49,104210.07,9.28
69,12,50,104210.07,9.28
70,13,46,104210.07,9.28
71,13,47,104210.07,9.28
72,13,48,104210.07,9.28
73,13,49,104210.07,9.28
74,13,50,104210.07,9.28
75,2,29,66840.38,5.95
76,3,21,66840.38,5.95
77,3,22,66840.38,5.95
78,3,23,66840.38,5.95
79,3,24,66840.38,5.95
80,3,25,66840.38,5.95
81,3,26,66840.38,5.95
82,3,27,66840.38,5.95
83,3,28,66840.38,5.95
84,3,29,66840.38,5.95
85,1,46,56193.63,5.00
86,1,47,56193.63,5.00
87,1,48,56193.63,5.00
88,1,49,56193.63,5.00
89,1,50,56193.63,5.00
90,14,46,51683.82,4.60
91,14,47,51683.82,4.60
92,14,48,51683.82,4.60
93,14,49,51683.82,4.60
94,14,50,51683.82,4.60
95,15,46,51683.82,4.60
96,15,47,51683.82,4.60
97,15,48,51683.82,4.60
98,15,49,51683.82,4.60
99,15,50,51683.82,4.60
100,16,46,51683.82,4.60
101,16,47,51683.82,4.60
102,16,48,51683.82,4.60
103,16,49,51683.82,4.60
104,16,50,51683.82,4.60
105,17,46,51683.82,4.60
106,17,47,51683.82,4.60
107,17,48,51683.82,4.60
108,17,49,51683.82,4.60
109,17,50,51683.82,4.60
110,18,46,51683.82,4.60
111,18,47,51683.82,4.60
112,18,48,51683.82,4.60
113,18,49,51683.82,4.60
114,18,50,51683.82,4.60
115,19,1,51683.82,4.60
116,19,2,51683.82,4.60
117,19,3,51683.82,4.60
118,19,4,51683.82,4.60
119,19,5,51683.82,4.60
120,19,6,51683.82,4.60
121,19,7,51683.82,4.60
122,19,8,51683.82,4.60
123,19,9,51683.82,4.60
124,19,10,51683.82,4.60
125,19,11,51683.82,4.60
126,19,12,51683.82,4.60
127,19,13,51683.82,4.60
128,19,14,51683.82,4.60
129,19,15,51683.82,4.60
130,19,16,51683.82,4.60
131,19,17,51683.82,4.60
132,19,18,51683.82,4.60
133,19,19,51683.82,4.60
134,19,20,51683.82,4.60
135,19,21,51683.82,4.60
136,19,22,51683.82,4.60
137,19,23,51683.82,4.60
138,19,24,51683.82,4.60
139,19,25,51683.82,4.60
140,19,26,51683.82,4.60
141,19,27,51683.82,4.60
142,19,28,51683.82,4.60
143,19,29,51683.82,4.60
144,19,30,51683.82,4.60
145,19,31,51683.82,4.60
146,19,32,51683.82,4.60
147,19,33,51683.82,4.60
148,19,34,51683.82,4.60
149,19,35,51683.82,4.60
150,19,36,51683.82,4.60
151,19,37,51683.82,4.60
152,19,38,51683.82,4.60
153,19,39,51683.82,4.60
154,19,40,51683.82,4.60
155,19,41,51683.82,4.60
156,19,42,51683.82,4.60
157,19,43,51683.82,4.60
158,19,44,51683.82,4.60
159,19,45,51683.82,4.60
160,19,46,51683.82,4.60
161,19,47,51683.82,4.60
162,19,48,51683.82,4.60
163,19,49,51683.82,4.60
164,19,50,51683.82,4.60
165,20,1,51683.82,4.60
166,20,2,51683.82,4.60
167,20,3,51683.82,4.60
168,20,4,51683.82,4.60
169,20,5,51683.82,4.60
170,20,6,51683.82,4.60
171,20,7,51683.82,4.60
172,20,8,51683.82,4.60
173,20,9,51683.82,4.60
174,20,10,51683.82,4.60
175,20,11,51683.82,4.60
176,20,12,51683.82,4.60
177,20,13,51683.82,4.60
178,20,14,51683.82,4.60
179,20,15,51683.82,4.60
180,20,16,51683.82,4.60
181,20,17,51683.82,4.60
182,20,18,51683.82,4.60
183,20,19,51683.82,4.60
184,20,20,51683.82,4.60
185,20,21,51683.82,4.60
186,20,22,51683.82,4.60
187,20,23,51683.82,4.60
188,20,24,51683.82,4.60
189,20,25,51683.82,4.60
190,20,26,51683.82,4.60
191,20,27,51683.82,4.60
192,20,28,51683.82,4.60
193,20,29,51683.82,4.60
194,20,30,51683.82,4.60
195,20,31,51683.82,4.60
196,20,32,51683.82,4.60
197,20,33,51683.82,4.60
198,20,34,51683.82,4.60
199,20,35,51683.82,4.60
200,20,36,51683.82,4.60
201,20,37,51683.82,4.60
202,20,38,51683.82,4.60
203,20,39,51683.82,4.60
204,20,40,51683.82,4.60
205,20,41,51683.82,4.60
206,20,42,51683.82,4.60
207,20,43,51683.82,4.60
208,20,44,51683.82,4.60
209,20,45,51683.82,4.60
210,20,46,51683.82,4.60
211,20,47,51683.82,4.60
212,20,48,51683.82,4.60
213,20,49,51683.82,4.60
214,20,50,51683.82,4.60
215,21,1,51683.82,4.60
216,21,2,51683.82,4.60
217,21,3,51683.82,4.60
218,21,4,51683.82,4.60
219,21,5,51683.82,4.60
220,21,6,51683.82,4.60
221,21,7,51683.82,4.60
222,21,8,51683.82,4.60
223,21,9,51683.82,4.60
224,21,10,51683.82,4.60
225,21,11,51683.82,4.60
226,21,12,51683.82,4.60
227,21,13,51683.82,4.60
228,21,14,51683.82,4.60
229,21,15,51683.82,4.60
230,21,16,51683.82,4.60
231,21,17,51683.82,4.60
232,21,18,51683.82,4.60
233,21,19,51683.82,4.60
234,21,20,51683.82,4.60
235,21,21,51683.82,4.60
236,21,22,51683.82,4.60
237,21,23,51683.82,4.60
238,21,24,51683.82,4.60
239,21,25,51683.82,4.60
240,21,26,51683.82,4.60
241,21,27,51683.82,4.60
242,21,28,51683.82,4.60
243,21,29,51683.82,4.60
244,21,30,51683.82,4.60
245,21,31,51683.82,4.60
246,21,32,51683.82,4.60
247,21,33,51683.82,4.60
248,21,34,51683.82,4.60
249,21,35,51683.82,4.60
250,21,36,51683.82,4.60
251,21,37,51683.82,4.60
252,21,38,51683.82,4.60
253,21,39,51683.82,4.60
254,21,40,51683.82,4.60
255,21,41,51683.82,4.60
256,21,42,51683.82,4.60
257,21,43,51683.82,4.60
258,21,44,51683.82,4.60
259,21,45,51683.82,4.60
260,21,46,51683.82,4.60
261,21,47,51683.82,4.60
262,21,48,51683.82,4.60
263,21,49,51683.82,4.60
264,21,50,51683.82,4.60
265,22,1,51683.82,4.60
266,22,2,51683.82,4.60
267,22,3,51683.82,4.60
268,22,4,51683.82,4.60
269,22,5,51683.82,4.60
270,22,6,51683.82,4.60
271,22,7,51683.82,4.60
272,22,8,51683.82,4.60
273,22,9,51683.82,4.60
274,22,10,51683.82,4.60
275,22,11,51683.82,4.60
276,22,12,51683.82,4.60
277,22,13,51683.82,4.60
278,22,14,51683.82,4.60
279,22,15,51683.82,4.60
280,22,16,51683.82,4.60
281,22,17,51683.82,4.60
282,22,18,51683.82,4.60
283,22,19,51683.82,4.60
284,22,20,51683.82,4.60
285,22,21,51683.82,4.60
286,22,22,51683.82,4.60
287,22,23,51683.82,4.60
288,22,24,51683.82,4.60
289,22,25,51683.82,4.60
290,22,26,51683.82,4.60
291,22,27,51683.82,4.60
292,22,28,51683.82,4.60
293,22,29,51683.82,4.60
294,22,30,51683.82,4.60
295,22,31,51683.82,4.60
296,22,32,51683.82,4.60
297,22,33,51683.82,4.60
298,22,34,51683.82,4.60
299,22,35,51683.82,4.60
300,22,36,51683.82,4.60
301,22,37,51683.82,4.60
302,22,38,51683.82,4.60
303,22,39,51683.82,4.60
304,22,40,51683.82,4.60
305,22,41,51683.82,4.60
306,22,42,51683.82,4.60
307,22,43,51683.82,4.60
308,22,44,51683.82,4.60
309,22,45,51683.82,4.60
310,22,46,51683.82,4.60
311,22,47,51683.82,4.60
312,22,48,51683.82,4.60
313,22,49,51683.82,4.60
314,22,50,51683.82,4.60
315,23,1,51683.82,4.60
316,23,2,51683.82,4.60
317,23,3,51683.82,4.60
318,23,4,51683.82,4.60
319,23,5,51683.82,4.60
320,23,6,51683.82,4.60
321,23,7,51683.82,4.60
322,23,8,51683.82,4.60
323,23,9,51683.82,4.60
324,23,10,51683.82,4.60
325,23,11,51683.82,4.60
326,23,12,51683.82,4.60
327,23,13,51683.82,4.60
328,23,14,51683.82,4.60
329,23,15,51683.82,4.60
330,23,16,51683.82,4.60
331,23,17,51683.82,4.60
332,23,18,51683.82,4.60
333,23,19,51683.82,4.60
334,23,20,51683.82,4.60
335,23,21,51683.82,4.60
336,23,22,51683.82,4.60
337,23,23,51683.82,4.60
338,23,24,51683.82,4.60
339,23,25,51683.82,4.60
340,23,26,51683.82,4.60
341,23,27,51683.82,4.60
342,23,28,51683.82,4.60
343,23,29,51683.82,4.60
344,23,30,51683.82,4.60
345,23,31,51683.82,4.60
