#,P:len1,P:len2,净利润,年化收益率%
1*,16,26,3893517.37,29.54
2,16,21,3642538.32,27.64
3,16,22,3642538.32,27.64
4,16,23,3642538.32,27.64
5,16,24,3642538.32,27.64
6,16,25,3642538.32,27.64
7,15,36,3593802.50,27.27
8,16,34,3571419.35,27.10
9,16,35,3571419.35,27.10
10,16,36,3571419.35,27.10
11,16,1,3465485.12,26.29
12,16,2,3465485.12,26.29
13,16,3,3465485.12,26.29
14,16,4,3465485.12,26.29
15,16,5,3465485.12,26.29
16,16,6,3465485.12,26.29
17,16,7,3465485.12,26.29
18,16,8,3465485.12,26.29
19,16,9,3465485.12,26.29
20,16,10,3465485.12,26.29
21,16,11,3465485.12,26.29
22,16,12,3465485.12,26.29
23,16,13,3465485.12,26.29
24,16,14,3465485.12,26.29
25,16,15,3465485.12,26.29
26,16,16,3465485.12,26.29
27,16,17,3465485.12,26.29
28,16,18,3465485.12,26.29
29,16,19,3465485.12,26.29
30,16,20,3465485.12,26.29
31,13,36,3232094.65,24.52
32,16,27,3185512.62,24.17
33,16,28,3185512.62,24.17
34,16,29,3185512.62,24.17
35,16,30,3185512.62,24.17
36,16,31,3185512.62,24.17
37,16,32,3185512.62,24.17
38,16,33,3185512.62,24.17
39,14,36,3179568.40,24.12
40,15,34,3166100.50,24.02
41,15,35,3166100.50,24.02
42,13,34,2804392.65,21.28
43,13,35,2804392.65,21.28
44,15,32,2780193.77,21.09
45,15,33,2780193.77,21.09
46,14,34,2751866.40,20.88
47,14,35,2751866.40,20.88
48,15,26,2508857.75,19.03
49,13,32,2418485.92,18.35
50,13,33,2418485.92,18.35
51,14,32,2365959.67,17.95
52,14,33,2365959.67,17.95
53,15,21,2257878.70,17.13
54,15,22,2257878.70,17.13
55,15,23,2257878.70,17.13
56,15,24,2257878.70,17.13
57,15,25,2257878.70,17.13
58,17,21,2186052.05,16.59
59,17,22,2186052.05,16.59
60,17,23,2186052.05,16.59
61,17,24,2186052.05,16.59
62,17,25,2186052.05,16.59
63,17,26,2186052.05,16.59
64,15,19,2080825.50,15.79
65,15,20,2080825.50,15.79
66,17,1,2008998.85,15.24
67,17,2,2008998.85,15.24
68,17,3,2008998.85,15.24
69,17,4,2008998.85,15.24
70,17,5,2008998.85,15.24
71,17,6,2008998.85,15.24
72,17,7,2008998.85,15.24
73,17,8,2008998.85,15.24
74,17,9,2008998.85,15.24
75,17,10,2008998.85,15.24
76,17,11,2008998.85,15.24
77,17,12,2008998.85,15.24
78,17,13,2008998.85,15.24
79,17,14,2008998.85,15.24
80,17,15,2008998.85,15.24
81,17,16,2008998.85,15.24
82,17,17,2008998.85,15.24
83,17,18,2008998.85,15.24
84,17,19,2008998.85,15.24
85,17,20,2008998.85,15.24
86,14,26,1959877.50,14.87
87,17,34,1863954.02,14.14
88,17,35,1863954.02,14.14
89,17,36,1863954.02,14.14
90,17,37,1863954.02,14.14
91,15,37,1841676.85,13.97
92,16,37,1819293.70,13.80
93,15,27,1800853.00,13.66
94,15,28,1800853.00,13.66
95,15,29,1800853.00,13.66
96,15,30,1800853.00,13.66
97,15,31,1800853.00,13.66
98,13,26,1788431.17,13.57
99,14,21,1643481.17,12.47
100,14,22,1643481.17,12.47
