#,P:len1,P:len2,净利润,年化收益率%
1*,16,26,5618705.60,47.35
2,16,21,5367726.55,45.23
3,16,22,5367726.55,45.23
4,16,23,5367726.55,45.23
5,16,24,5367726.55,45.23
6,16,25,5367726.55,45.23
7,15,36,5318990.72,44.82
8,16,34,5296607.57,44.63
9,16,35,5296607.57,44.63
10,16,36,5296607.57,44.63
11,16,1,5190673.35,43.74
12,16,2,5190673.35,43.74
13,16,3,5190673.35,43.74
14,16,4,5190673.35,43.74
15,16,5,5190673.35,43.74
16,16,6,5190673.35,43.74
17,16,7,5190673.35,43.74
18,16,8,5190673.35,43.74
19,16,9,5190673.35,43.74
20,16,10,5190673.35,43.74
21,16,11,5190673.35,43.74
22,16,12,5190673.35,43.74
23,16,13,5190673.35,43.74
24,16,14,5190673.35,43.74
25,16,15,5190673.35,43.74
26,16,16,5190673.35,43.74
27,16,17,5190673.35,43.74
28,16,18,5190673.35,43.74
29,16,19,5190673.35,43.74
30,16,20,5190673.35,43.74
31,13,36,5076793.52,42.78
32,14,36,5024267.27,42.34
33,16,27,4910700.85,41.38
34,16,28,4910700.85,41.38
35,16,29,4910700.85,41.38
36,16,30,4910700.85,41.38
37,16,31,4910700.85,41.38
38,16,32,4910700.85,41.38
39,16,33,4910700.85,41.38
40,15,34,4891288.72,41.22
41,15,35,4891288.72,41.22
42,13,34,4649091.52,39.18
43,13,35,4649091.52,39.18
44,14,34,4596565.27,38.73
45,14,35,4596565.27,38.73
46,15,32,4505382.00,37.97
47,15,33,4505382.00,37.97
48,13,32,4263184.80,35.93
49,13,33,4263184.80,35.93
50,15,26,4234045.97,35.68
51,14,32,4210658.55,35.48
52,14,33,4210658.55,35.48
53,15,21,3983066.92,33.56
54,15,22,3983066.92,33.56
55,15,23,3983066.92,33.56
56,15,24,3983066.92,33.56
57,15,25,3983066.92,33.56
58,17,21,3911240.28,32.96
59,17,22,3911240.28,32.96
60,17,23,3911240.28,32.96
61,17,24,3911240.28,32.96
62,17,25,3911240.28,32.96
63,17,26,3911240.28,32.96
64,15,19,3806013.72,32.07
65,15,20,3806013.72,32.07
66,14,26,3804576.37,32.06
67,17,1,3734187.08,31.47
68,17,2,3734187.08,31.47
69,17,3,3734187.08,31.47
70,17,4,3734187.08,31.47
71,17,5,3734187.08,31.47
72,17,6,3734187.08,31.47
73,17,7,3734187.08,31.47
74,17,8,3734187.08,31.47
75,17,9,3734187.08,31.47
76,17,10,3734187.08,31.47
77,17,11,3734187.08,31.47
78,17,12,3734187.08,31.47
79,17,13,3734187.08,31.47
80,17,14,3734187.08,31.47
81,17,15,3734187.08,31.47
82,17,16,3734187.08,31.47
83,17,17,3734187.08,31.47
84,17,18,3734187.08,31.47
85,17,19,3734187.08,31.47
86,17,20,3734187.08,31.47
87,13,26,3633130.05,30.62
88,17,34,3589142.25,30.25
89,17,35,3589142.25,30.25
90,17,36,3589142.25,30.25
91,17,37,3589142.25,30.25
92,15,37,3566865.07,30.06
93,16,37,3544481.92,29.87
94,15,27,3526041.22,29.71
95,15,28,3526041.22,29.71
96,15,29,3526041.22,29.71
97,15,30,3526041.22,29.71
98,15,31,3526041.22,29.71
99,14,21,3488180.05,29.39
100,14,22,3488180.05,29.39
