#,P:len1,P:len2,净利润,年化收益率%
1*,5,1,2188201.40,173.88
2,5,2,2188201.40,173.88
3,5,3,2188201.40,173.88
4,5,4,2188201.40,173.88
5,5,5,2188201.40,173.88
6,5,6,2188201.40,173.88
7,5,7,2188201.40,173.88
8,5,8,2188201.40,173.88
9,2,6,1943176.30,154.41
10,2,7,1943176.30,154.41
11,2,8,1943176.30,154.41
12,3,1,1943176.30,154.41
13,3,2,1943176.30,154.41
14,3,3,1943176.30,154.41
15,3,4,1943176.30,154.41
16,3,5,1943176.30,154.41
17,3,6,1943176.30,154.41
18,3,7,1943176.30,154.41
19,3,8,1943176.30,154.41
20,4,1,1943176.30,154.41
21,4,2,1943176.30,154.41
22,4,3,1943176.30,154.41
23,4,4,1943176.30,154.41
24,4,5,1943176.30,154.41
25,4,6,1943176.30,154.41
26,4,7,1943176.30,154.41
27,4,8,1943176.30,154.41
28,5,9,1691430.47,134.40
29,5,10,1691430.47,134.40
30,5,11,1691430.47,134.40
31,5,12,1691430.47,134.40
32,5,13,1691430.47,134.40
33,5,14,1691430.47,134.40
34,5,15,1691430.47,134.40
35,2,4,1667710.37,132.52
36,2,5,1667710.37,132.52
37,2,9,1446405.37,114.93
38,2,10,1446405.37,114.93
39,2,11,1446405.37,114.93
40,2,12,1446405.37,114.93
41,2,13,1446405.37,114.93
42,2,14,1446405.37,114.93
43,2,15,1446405.37,114.93
44,3,9,1446405.37,114.93
45,3,10,1446405.37,114.93
46,3,11,1446405.37,114.93
47,3,12,1446405.37,114.93
48,3,13,1446405.37,114.93
49,3,14,1446405.37,114.93
50,3,15,1446405.37,114.93
51,4,9,1446405.37,114.93
52,4,10,1446405.37,114.93
53,4,11,1446405.37,114.93
54,4,12,1446405.37,114.93
55,4,13,1446405.37,114.93
56,4,14,1446405.37,114.93
57,4,15,1446405.37,114.93
58,1,9,688553.27,54.71
59,1,10,688553.27,54.71
60,1,11,688553.27,54.71
61,1,7,633569.70,50.34
62,1,8,633569.70,50.34
63,1,12,-159821.23,-12.70
64,1,13,-159821.23,-12.70
65,1,14,-159821.23,-12.70
66,1,15,-159821.23,-12.70
67,2,3,-375180.63,-31.34
68,2,1,-1207331.88,-100.86
69,2,2,-1207331.88,-100.86
70,22,1,-1235948.00,-115.25
71,22,2,-1235948.00,-115.25
72,22,3,-1235948.00,-115.25
73,22,4,-1235948.00,-115.25
74,22,5,-1235948.00,-115.25
75,22,6,-1235948.00,-115.25
76,22,7,-1235948.00,-115.25
77,22,8,-1235948.00,-115.25
78,22,9,-1235948.00,-115.25
79,22,10,-1235948.00,-115.25
80,22,11,-1235948.00,-115.25
81,22,12,-1235948.00,-115.25
82,22,13,-1235948.00,-115.25
83,22,14,-1235948.00,-115.25
84,22,15,-1235948.00,-115.25
85,22,16,-1235948.00,-115.25
86,22,17,-1235948.00,-115.25
87,22,18,-1235948.00,-115.25
88,22,19,-1235948.00,-115.25
89,22,20,-1235948.00,-115.25
90,22,21,-1235948.00,-115.25
91,22,22,-1235948.00,-115.25
92,22,23,-1235948.00,-115.25
93,22,24,-1235948.00,-115.25
94,22,25,-1235948.00,-115.25
95,22,26,-1235948.00,-115.25
96,22,27,-1235948.00,-115.25
97,22,28,-1235948.00,-115.25
98,22,29,-1235948.00,-115.25
99,22,30,-1235948.00,-115.25
100,22,31,-1235948.00,-115.25
101,22,32,-1235948.00,-115.25
102,22,33,-1235948.00,-115.25
103,22,34,-1235948.00,-115.25
104,22,35,-1235948.00,-115.25
105,22,36,-1235948.00,-115.25
106,22,37,-1235948.00,-115.25
107,22,38,-1235948.00,-115.25
108,22,39,-1235948.00,-115.25
109,22,40,-1235948.00,-115.25
110,22,41,-1235948.00,-115.25
111,22,42,-1235948.00,-115.25
112,22,43,-1235948.00,-115.25
113,22,44,-1235948.00,-115.25
114,22,45,-1235948.00,-115.25
115,22,46,-1235948.00,-115.25
116,22,47,-1235948.00,-115.25
117,22,48,-1235948.00,-115.25
118,22,49,-1235948.00,-115.25
119,22,50,-1235948.00,-115.25
120,23,1,-1235948.00,-115.25
121,23,2,-1235948.00,-115.25
122,23,3,-1235948.00,-115.25
123,23,4,-1235948.00,-115.25
124,23,5,-1235948.00,-115.25
125,23,6,-1235948.00,-115.25
126,23,7,-1235948.00,-115.25
127,23,8,-1235948.00,-115.25
128,23,9,-1235948.00,-115.25
129,23,10,-1235948.00,-115.25
130,23,11,-1235948.00,-115.25
131,23,12,-1235948.00,-115.25
132,23,13,-1235948.00,-115.25
133,23,14,-1235948.00,-115.25
134,23,15,-1235948.00,-115.25
135,23,16,-1235948.00,-115.25
136,23,17,-1235948.00,-115.25
137,23,18,-1235948.00,-115.25
138,23,19,-1235948.00,-115.25
139,23,20,-1235948.00,-115.25
140,23,21,-1235948.00,-115.25
141,23,22,-1235948.00,-115.25
142,23,23,-1235948.00,-115.25
143,23,24,-1235948.00,-115.25
144,23,25,-1235948.00,-115.25
145,23,26,-1235948.00,-115.25
146,23,27,-1235948.00,-115.25
147,23,28,-1235948.00,-115.25
148,23,29,-1235948.00,-115.25
149,23,30,-1235948.00,-115.25
150,23,31,-1235948.00,-115.25
151,23,32,-1235948.00,-115.25
152,23,33,-1235948.00,-115.25
153,23,34,-1235948.00,-115.25
154,23,35,-1235948.00,-115.25
155,23,36,-1235948.00,-115.25
156,23,37,-1235948.00,-115.25
157,23,38,-1235948.00,-115.25
158,23,39,-1235948.00,-115.25
159,23,40,-1235948.00,-115.25
160,23,41,-1235948.00,-115.25
161,23,42,-1235948.00,-115.25
162,23,43,-1235948.00,-115.25
163,23,44,-1235948.00,-115.25
164,23,45,-1235948.00,-115.25
165,23,46,-1235948.00,-115.25
166,23,47,-1235948.00,-115.25
167,23,48,-1235948.00,-115.25
168,23,49,-1235948.00,-115.25
