#,P:len1,P:len2,净利润,年化收益率%
1*,1,44,1927967.62,192.60
2,1,45,1927967.62,192.60
3,1,46,1927967.62,192.60
4,1,47,1927967.62,192.60
5,1,48,1927967.62,192.60
6,1,49,1927967.62,192.60
7,1,50,1927967.62,192.60
8,2,44,829015.73,82.58
9,2,45,829015.73,82.58
10,2,46,829015.73,82.58
11,2,47,829015.73,82.58
12,2,48,829015.73,82.58
13,2,49,829015.73,82.58
14,2,50,829015.73,82.58
15,3,44,829015.73,82.58
16,3,45,829015.73,82.58
17,3,46,829015.73,82.58
18,3,47,829015.73,82.58
19,3,48,829015.73,82.58
20,3,49,829015.73,82.58
21,3,50,829015.73,82.58
22,2,28,584932.88,58.27
23,2,29,584932.88,58.27
24,2,30,584932.88,58.27
25,2,31,584932.88,58.27
26,2,32,584932.88,58.27
27,2,33,584932.88,58.27
28,2,34,584932.88,58.27
29,2,35,584932.88,58.27
30,2,36,584932.88,58.27
31,2,37,584932.88,58.27
32,2,38,584932.88,58.27
33,2,39,584932.88,58.27
34,2,40,584932.88,58.27
35,2,41,584932.88,58.27
36,2,42,584932.88,58.27
37,2,43,584932.88,58.27
38,3,28,584932.88,58.27
39,3,29,584932.88,58.27
40,3,30,584932.88,58.27
41,3,31,584932.88,58.27
42,3,32,584932.88,58.27
43,3,33,584932.88,58.27
44,3,34,584932.88,58.27
45,3,35,584932.88,58.27
46,3,36,584932.88,58.27
47,3,37,584932.88,58.27
48,3,38,584932.88,58.27
49,3,39,584932.88,58.27
50,3,40,584932.88,58.27
51,3,41,584932.88,58.27
52,3,42,584932.88,58.27
53,3,43,584932.88,58.27
54,1,28,528385.80,51.95
55,5,15,516617.30,51.07
56,5,16,516617.30,51.07
57,5,17,516617.30,51.07
58,5,18,516617.30,51.07
59,5,19,516617.30,51.07
60,5,20,516617.30,51.07
61,5,21,516617.30,51.07
62,5,22,516617.30,51.07
63,5,23,516617.30,51.07
64,4,44,437548.58,43.25
65,4,45,437548.58,43.25
66,4,46,437548.58,43.25
67,4,47,437548.58,43.25
68,4,48,437548.58,43.25
69,4,49,437548.58,43.25
70,4,50,437548.58,43.25
71,5,44,437548.58,43.25
72,5,45,437548.58,43.25
73,5,46,437548.58,43.25
74,5,47,437548.58,43.25
75,5,48,437548.58,43.25
76,5,49,437548.58,43.25
