#,P:len1,P:len2,净利润,年化收益率%
1*,2,15,1743501.23,132.64
2,2,16,1743501.23,132.64
3,1,15,1336225.25,101.66
4,1,16,1336225.25,101.66
5,2,12,146384.58,11.14
6,2,13,146384.58,11.14
7,2,14,146384.58,11.14
8,1,12,-115151.58,-8.76
9,1,14,-221743.80,-16.87
10,1,13,-279719.08,-21.28
11,1,26,-706894.38,-64.07
12,1,27,-706894.38,-64.07
13,1,28,-1020229.03,-92.47
14,1,29,-1020229.03,-92.47
15,1,30,-1020229.03,-92.47
16,1,31,-1020229.03,-92.47
17,1,32,-1020229.03,-92.47
18,1,33,-1020229.03,-92.47
19,1,34,-1020229.03,-92.47
20,1,35,-1020229.03,-92.47
21,4,26,-1108419.63,-100.47
22,4,27,-1108419.63,-100.47
23,2,26,-1132775.83,-102.68
24,2,27,-1132775.83,-102.68
25,19,1,-1151211.27,-114.76
26,19,2,-1151211.27,-114.76
27,19,3,-1151211.27,-114.76
28,19,4,-1151211.27,-114.76
29,19,5,-1151211.27,-114.76
30,19,6,-1151211.27,-114.76
31,19,7,-1151211.27,-114.76
32,19,8,-1151211.27,-114.76
33,19,9,-1151211.27,-114.76
34,19,10,-1151211.27,-114.76
35,19,11,-1151211.27,-114.76
36,19,12,-1151211.27,-114.76
37,19,13,-1151211.27,-114.76
38,19,14,-1151211.27,-114.76
39,19,15,-1151211.27,-114.76
40,19,16,-1151211.27,-114.76
41,19,17,-1151211.27,-114.76
42,19,18,-1151211.27,-114.76
43,19,19,-1151211.27,-114.76
44,19,20,-1151211.27,-114.76
45,19,21,-1151211.27,-114.76
46,19,22,-1151211.27,-114.76
47,19,23,-1151211.27,-114.76
48,19,24,-1151211.27,-114.76
49,19,25,-1151211.27,-114.76
50,19,26,-1151211.27,-114.76
51,19,27,-1151211.27,-114.76
52,19,28,-1151211.27,-114.76
53,19,29,-1151211.27,-114.76
54,19,30,-1151211.27,-114.76
55,19,31,-1151211.27,-114.76
56,19,32,-1151211.27,-114.76
57,19,33,-1151211.27,-114.76
58,19,34,-1151211.27,-114.76
59,19,35,-1151211.27,-114.76
60,20,1,-1151211.27,-114.76
61,20,2,-1151211.27,-114.76
62,20,3,-1151211.27,-114.76
63,20,4,-1151211.27,-114.76
64,20,5,-1151211.27,-114.76
65,20,6,-1151211.27,-114.76
66,20,7,-1151211.27,-114.76
67,20,8,-1151211.27,-114.76
68,20,9,-1151211.27,-114.76
69,20,10,-1151211.27,-114.76
70,20,11,-1151211.27,-114.76
71,20,12,-1151211.27,-114.76
72,20,13,-1151211.27,-114.76
73,20,14,-1151211.27,-114.76
74,20,15,-1151211.27,-114.76
75,20,16,-1151211.27,-114.76
76,20,17,-1151211.27,-114.76
77,20,18,-1151211.27,-114.76
78,20,19,-1151211.27,-114.76
79,20,20,-1151211.27,-114.76
80,20,21,-1151211.27,-114.76
81,20,22,-1151211.27,-114.76
82,20,23,-1151211.27,-114.76
83,20,24,-1151211.27,-114.76
84,20,25,-1151211.27,-114.76
85,20,26,-1151211.27,-114.76
86,20,27,-1151211.27,-114.76
87,20,28,-1151211.27,-114.76
88,20,29,-1151211.27,-114.76
89,20,30,-1151211.27,-114.76
90,20,31,-1151211.27,-114.76
91,20,32,-1151211.27,-114.76
92,20,33,-1151211.27,-114.76
93,20,34,-1151211.27,-114.76
94,20,35,-1151211.27,-114.76
95,21,1,-1151211.27,-114.76
96,21,2,-1151211.27,-114.76
97,21,3,-1151211.27,-114.76
98,21,4,-1151211.27,-114.76
99,21,5,-1151211.27,-114.76
100,21,6,-1151211.27,-114.76
101,21,7,-1151211.27,-114.76
102,21,8,-1151211.27,-114.76
103,21,9,-1151211.27,-114.76
104,21,10,-1151211.27,-114.76
105,21,11,-1151211.27,-114.76
106,21,12,-1151211.27,-114.76
107,21,13,-1151211.27,-114.76
108,21,14,-1151211.27,-114.76
109,21,15,-1151211.27,-114.76
110,21,16,-1151211.27,-114.76
111,21,17,-1151211.27,-114.76
112,21,18,-1151211.27,-114.76
113,21,19,-1151211.27,-114.76
114,21,20,-1151211.27,-114.76
115,21,21,-1151211.27,-114.76
116,21,22,-1151211.27,-114.76
117,21,23,-1151211.27,-114.76
118,21,24,-1151211.27,-114.76
119,21,25,-1151211.27,-114.76
120,21,26,-1151211.27,-114.76
121,21,27,-1151211.27,-114.76
122,21,28,-1151211.27,-114.76
123,21,29,-1151211.27,-114.76
124,21,30,-1151211.27,-114.76
125,21,31,-1151211.27,-114.76
126,21,32,-1151211.27,-114.76
127,21,33,-1151211.27,-114.76
128,21,34,-1151211.27,-114.76
129,21,35,-1151211.27,-114.76
130,3,26,-1285482.08,-116.52
131,3,27,-1285482.08,-116.52
132,1,48,-1299416.63,-117.78
133,1,49,-1299416.63,-117.78
134,1,50,-1299416.63,-117.78
135,16,1,-1325483.83,-128.14
136,16,2,-1325483.83,-128.14
137,16,3,-1325483.83,-128.14
138,16,4,-1325483.83,-128.14
139,16,5,-1325483.83,-128.14
140,16,6,-1325483.83,-128.14
141,16,7,-1325483.83,-128.14
142,16,8,-1325483.83,-128.14
143,16,9,-1325483.83,-128.14
144,16,10,-1325483.83,-128.14
145,16,11,-1325483.83,-128.14
146,16,12,-1325483.83,-128.14
147,16,13,-1325483.83,-128.14
148,16,14,-1325483.83,-128.14
149,16,15,-1325483.83,-128.14
150,16,16,-1325483.83,-128.14
151,16,17,-1325483.83,-128.14
152,16,18,-1325483.83,-128.14
153,16,19,-1325483.83,-128.14
154,16,20,-1325483.83,-128.14
155,16,21,-1325483.83,-128.14
156,16,22,-1325483.83,-128.14
157,16,23,-1325483.83,-128.14
158,16,24,-1325483.83,-128.14
159,16,25,-1325483.83,-128.14
160,16,26,-1325483.83,-128.14
161,16,27,-1325483.83,-128.14
162,16,28,-1325483.83,-128.14
163,16,29,-1325483.83,-128.14
164,16,30,-1325483.83,-128.14
165,16,31,-1325483.83,-128.14
166,16,32,-1325483.83,-128.14
167,16,33,-1325483.83,-128.14
168,16,34,-1325483.83,-128.14
169,16,35,-1325483.83,-128.14
170,17,1,-1385513.83,-133.94
171,17,2,-1385513.83,-133.94
172,17,3,-1385513.83,-133.94
173,17,4,-1385513.83,-133.94
174,17,5,-1385513.83,-133.94
175,17,6,-1385513.83,-133.94
176,17,7,-1385513.83,-133.94
177,17,8,-1385513.83,-133.94
178,17,9,-1385513.83,-133.94
179,17,10,-1385513.83,-133.94
180,17,11,-1385513.83,-133.94
181,17,12,-1385513.83,-133.94
182,17,13,-1385513.83,-133.94
183,17,14,-1385513.83,-133.94
184,17,15,-1385513.83,-133.94
185,17,16,-1385513.83,-133.94
186,17,17,-1385513.83,-133.94
187,17,18,-1385513.83,-133.94
188,17,19,-1385513.83,-133.94
189,17,20,-1385513.83,-133.94
190,17,21,-1385513.83,-133.94
191,17,22,-1385513.83,-133.94
192,17,23,-1385513.83,-133.94
193,17,24,-1385513.83,-133.94
194,17,25,-1385513.83,-133.94
195,17,26,-1385513.83,-133.94
196,17,27,-1385513.83,-133.94
197,17,28,-1385513.83,-133.94
198,17,29,-1385513.83,-133.94
199,17,30,-1385513.83,-133.94
200,17,31,-1385513.83,-133.94
201,17,32,-1385513.83,-133.94
202,17,33,-1385513.83,-133.94
203,17,34,-1385513.83,-133.94
204,17,35,-1385513.83,-133.94
205,18,1,-1385513.83,-133.94
206,18,2,-1385513.83,-133.94
207,18,3,-1385513.83,-133.94
208,18,4,-1385513.83,-133.94
209,18,5,-1385513.83,-133.94
210,18,6,-1385513.83,-133.94
211,18,7,-1385513.83,-133.94
212,18,8,-1385513.83,-133.94
213,18,9,-1385513.83,-133.94
214,18,10,-1385513.83,-133.94
215,18,11,-1385513.83,-133.94
216,18,12,-1385513.83,-133.94
217,18,13,-1385513.83,-133.94
218,18,14,-1385513.83,-133.94
219,18,15,-1385513.83,-133.94
220,18,16,-1385513.83,-133.94
221,18,17,-1385513.83,-133.94
222,18,18,-1385513.83,-133.94
223,18,19,-1385513.83,-133.94
224,18,20,-1385513.83,-133.94
225,18,21,-1385513.83,-133.94
226,18,22,-1385513.83,-133.94
227,18,23,-1385513.83,-133.94
228,18,24,-1385513.83,-133.94
229,18,25,-1385513.83,-133.94
230,18,26,-1385513.83,-133.94
231,18,27,-1385513.83,-133.94
232,18,28,-1385513.83,-133.94
233,18,29,-1385513.83,-133.94
234,18,30,-1385513.83,-133.94
235,18,31,-1385513.83,-133.94
236,18,32,-1385513.83,-133.94
237,18,33,-1385513.83,-133.94
238,18,34,-1385513.83,-133.94
239,18,35,-1385513.83,-133.94
240,4,28,-1421754.28,-128.87
241,4,29,-1421754.28,-128.87
242,4,30,-1421754.28,-128.87
243,4,31,-1421754.28,-128.87
244,4,32,-1421754.28,-128.87
245,4,33,-1421754.28,-128.87
246,4,34,-1421754.28,-128.87
247,4,35,-1421754.28,-128.87
248,2,28,-1446110.48,-131.08
249,2,29,-1446110.48,-131.08
250,2,30,-1446110.48,-131.08
251,2,31,-1446110.48,-131.08
252,2,32,-1446110.48,-131.08
253,2,33,-1446110.48,-131.08
254,2,34,-1446110.48,-131.08
255,2,35,-1446110.48,-131.08
256,19,36,-1452576.98,-144.81
257,19,37,-1452576.98,-144.81
258,19,38,-1452576.98,-144.81
259,19,39,-1452576.98,-144.81
260,19,40,-1452576.98,-144.81
261,19,41,-1452576.98,-144.81
262,19,42,-1452576.98,-144.81
263,19,43,-1452576.98,-144.81
264,19,44,-1452576.98,-144.81
265,19,45,-1452576.98,-144.81
266,19,46,-1452576.98,-144.81
267,19,47,-1452576.98,-144.81
268,20,36,-1452576.98,-144.81
269,20,37,-1452576.98,-144.81
270,20,38,-1452576.98,-144.81
271,20,39,-1452576.98,-144.81
272,20,40,-1452576.98,-144.81
273,20,41,-1452576.98,-144.81
274,20,42,-1452576.98,-144.81
275,20,43,-1452576.98,-144.81
276,20,44,-1452576.98,-144.81
277,20,45,-1452576.98,-144.81
278,20,46,-1452576.98,-144.81
279,20,47,-1452576.98,-144.81
280,21,36,-1452576.98,-144.81
281,21,37,-1452576.98,-144.81
282,21,38,-1452576.98,-144.81
283,21,39,-1452576.98,-144.81
284,21,40,-1452576.98,-144.81
285,21,41,-1452576.98,-144.81
286,21,42,-1452576.98,-144.81
287,21,43,-1452576.98,-144.81
288,21,44,-1452576.98,-144.81
289,21,45,-1452576.98,-144.81
290,21,46,-1452576.98,-144.81
291,21,47,-1452576.98,-144.81
292,22,1,-1452576.98,-144.81
293,22,2,-1452576.98,-144.81
294,22,3,-1452576.98,-144.81
295,22,4,-1452576.98,-144.81
296,22,5,-1452576.98,-144.81
297,22,6,-1452576.98,-144.81
298,22,7,-1452576.98,-144.81
299,22,8,-1452576.98,-144.81
300,22,9,-1452576.98,-144.81
301,22,10,-1452576.98,-144.81
302,22,11,-1452576.98,-144.81
303,22,12,-1452576.98,-144.81
304,22,13,-1452576.98,-144.81
305,22,14,-1452576.98,-144.81
306,22,15,-1452576.98,-144.81
307,22,16,-1452576.98,-144.81
308,22,17,-1452576.98,-144.81
309,22,18,-1452576.98,-144.81
310,22,19,-1452576.98,-144.81
311,22,20,-1452576.98,-144.81
312,22,21,-1452576.98,-144.81
313,22,22,-1452576.98,-144.81
314,22,23,-1452576.98,-144.81
315,22,24,-1452576.98,-144.81
316,22,25,-1452576.98,-144.81
317,22,26,-1452576.98,-144.81
318,22,27,-1452576.98,-144.81
319,22,28,-1452576.98,-144.81
320,22,29,-1452576.98,-144.81
321,22,30,-1452576.98,-144.81
322,22,31,-1452576.98,-144.81
323,22,32,-1452576.98,-144.81
324,22,33,-1452576.98,-144.81
325,22,34,-1452576.98,-144.81
326,22,35,-1452576.98,-144.81
327,22,36,-1452576.98,-144.81
328,22,37,-1452576.98,-144.81
329,22,38,-1452576.98,-144.81
330,22,39,-1452576.98,-144.81
331,22,40,-1452576.98,-144.81
332,22,41,-1452576.98,-144.81
333,22,42,-1452576.98,-144.81
334,22,43,-1452576.98,-144.81
335,22,44,-1452576.98,-144.81
336,22,45,-1452576.98,-144.81
337,22,46,-1452576.98,-144.81
338,22,47,-1452576.98,-144.81
339,23,1,-1452576.98,-144.81
340,23,2,-1452576.98,-144.81
341,23,3,-1452576.98,-144.81
342,23,4,-1452576.98,-144.81
343,23,5,-1452576.98,-144.81
344,23,6,-1452576.98,-144.81
345,23,7,-1452576.98,-144.81
346,23,8,-1452576.98,-144.81
347,23,9,-1452576.98,-144.81
348,23,10,-1452576.98,-144.81
349,23,11,-1452576.98,-144.81
350,23,12,-1452576.98,-144.81
351,23,13,-1452576.98,-144.81
352,23,14,-1452576.98,-144.81
353,23,15,-1452576.98,-144.81
354,23,16,-1452576.98,-144.81
355,23,17,-1452576.98,-144.81
356,23,18,-1452576.98,-144.81
357,23,19,-1452576.98,-144.81
358,23,20,-1452576.98,-144.81
359,23,21,-1452576.98,-144.81
360,23,22,-1452576.98,-144.81
361,23,23,-1452576.98,-144.81
362,23,24,-1452576.98,-144.81
363,23,25,-1452576.98,-144.81
364,23,26,-1452576.98,-144.81
365,23,27,-1452576.98,-144.81
366,23,28,-1452576.98,-144.81
367,23,29,-1452576.98,-144.81
368,23,30,-1452576.98,-144.81
369,23,31,-1452576.98,-144.81
370,23,32,-1452576.98,-144.81
371,23,33,-1452576.98,-144.81
372,23,34,-1452576.98,-144.81
373,23,35,-1452576.98,-144.81
374,23,36,-1452576.98,-144.81
375,23,37,-1452576.98,-144.81
376,23,38,-1452576.98,-144.81
377,23,39,-1452576.98,-144.81
378,23,40,-1452576.98,-144.81
379,23,41,-1452576.98,-144.81
380,23,42,-1452576.98,-144.81
381,23,43,-1452576.98,-144.81
382,23,44,-1452576.98,-144.81
383,23,45,-1452576.98,-144.81
384,23,46,-1452576.98,-144.81
385,23,47,-1452576.98,-144.81
386,6,26,-1531742.17,-138.84
387,6,27,-1531742.17,-138.84
388,7,26,-1531742.17,-138.84
389,7,27,-1531742.17,-138.84
390,8,26,-1531742.17,-138.84
391,8,27,-1531742.17,-138.84
392,9,26,-1531742.17,-138.84
393,9,27,-1531742.17,-138.84
394,10,26,-1531742.17,-138.84
395,10,27,-1531742.17,-138.84
396,11,26,-1531742.17,-138.84
397,11,27,-1531742.17,-138.84
398,12,26,-1531742.17,-138.84
399,12,27,-1531742.17,-138.84
400,13,1,-1531742.17,-138.84
401,13,2,-1531742.17,-138.84
402,13,3,-1531742.17,-138.84
403,13,4,-1531742.17,-138.84
404,13,5,-1531742.17,-138.84
405,13,6,-1531742.17,-138.84
406,13,7,-1531742.17,-138.84
407,13,8,-1531742.17,-138.84
408,13,9,-1531742.17,-138.84
409,13,10,-1531742.17,-138.84
410,13,11,-1531742.17,-138.84
411,13,12,-1531742.17,-138.84
412,13,13,-1531742.17,-138.84
413,13,14,-1531742.17,-138.84
414,13,15,-1531742.17,-138.84
415,13,16,-1531742.17,-138.84
416,13,17,-1531742.17,-138.84
417,13,18,-1531742.17,-138.84
418,13,19,-1531742.17,-138.84
419,13,20,-1531742.17,-138.84
420,13,21,-1531742.17,-138.84
421,13,22,-1531742.17,-138.84
422,13,23,-1531742.17,-138.84
423,13,24,-1531742.17,-138.84
424,13,25,-1531742.17,-138.84
425,13,26,-1531742.17,-138.84
426,13,27,-1531742.17,-138.84
427,3,28,-1598816.73,-144.92
428,3,29,-1598816.73,-144.92
429,3,30,-1598816.73,-144.92
430,3,31,-1598816.73,-144.92
431,3,32,-1598816.73,-144.92
432,3,33,-1598816.73,-144.92
433,3,34,-1598816.73,-144.92
434,3,35,-1598816.73,-144.92
435,16,36,-1626849.52,-157.27
436,16,37,-1626849.52,-157.27
437,16,38,-1626849.52,-157.27
438,16,39,-1626849.52,-157.27
439,16,40,-1626849.52,-157.27
440,16,41,-1626849.52,-157.27
441,16,42,-1626849.52,-157.27
442,16,43,-1626849.52,-157.27
443,16,44,-1626849.52,-157.27
444,16,45,-1626849.52,-157.27
445,16,46,-1626849.52,-157.27
446,16,47,-1626849.52,-157.27
447,17,36,-1686879.52,-163.08
448,17,37,-1686879.52,-163.08
449,17,38,-1686879.52,-163.08
450,17,39,-1686879.52,-163.08
451,17,40,-1686879.52,-163.08
452,17,41,-1686879.52,-163.08
453,17,42,-1686879.52,-163.08
454,17,43,-1686879.52,-163.08
455,17,44,-1686879.52,-163.08
456,17,45,-1686879.52,-163.08
457,17,46,-1686879.52,-163.08
458,17,47,-1686879.52,-163.08
459,18,36,-1686879.52,-163.08
460,18,37,-1686879.52,-163.08
461,18,38,-1686879.52,-163.08
462,18,39,-1686879.52,-163.08
463,18,40,-1686879.52,-163.08
464,18,41,-1686879.52,-163.08
465,18,42,-1686879.52,-163.08
466,18,43,-1686879.52,-163.08
467,18,44,-1686879.52,-163.08
468,18,45,-1686879.52,-163.08
469,18,46,-1686879.52,-163.08
470,18,47,-1686879.52,-163.08
471,4,36,-1728522.67,-156.68
472,4,37,-1728522.67,-156.68
473,4,38,-1728522.67,-156.68
474,4,39,-1728522.67,-156.68
475,4,40,-1728522.67,-156.68
476,4,41,-1728522.67,-156.68
477,4,42,-1728522.67,-156.68
478,4,43,-1728522.67,-156.68
479,4,44,-1728522.67,-156.68
480,4,45,-1728522.67,-156.68
481,4,46,-1728522.67,-156.68
482,4,47,-1728522.67,-156.68
483,2,36,-1752878.88,-158.88
484,2,37,-1752878.88,-158.88
485,2,38,-1752878.88,-158.88
486,2,39,-1752878.88,-158.88
487,2,40,-1752878.88,-158.88
488,2,41,-1752878.88,-158.88
489,2,42,-1752878.88,-158.88
490,2,43,-1752878.88,-158.88
491,2,44,-1752878.88,-158.88
492,2,45,-1752878.88,-158.88
493,2,46,-1752878.88,-158.88
494,2,47,-1752878.88,-158.88
495,5,26,-1772859.68,-160.69
496,5,27,-1772859.68,-160.69
497,14,1,-1808404.88,-173.75
498,14,2,-1808404.88,-173.75
499,14,3,-1808404.88,-173.75
500,14,4,-1808404.88,-173.75
501,14,5,-1808404.88,-173.75
502,14,6,-1808404.88,-173.75
503,14,7,-1808404.88,-173.75
504,14,8,-1808404.88,-173.75
505,14,9,-1808404.88,-173.75
506,14,10,-1808404.88,-173.75
507,14,11,-1808404.88,-173.75
508,14,12,-1808404.88,-173.75
509,14,13,-1808404.88,-173.75
510,14,14,-1808404.88,-173.75
511,14,15,-1808404.88,-173.75
512,14,16,-1808404.88,-173.75
513,14,17,-1808404.88,-173.75
514,14,18,-1808404.88,-173.75
515,14,19,-1808404.88,-173.75
516,14,20,-1808404.88,-173.75
517,14,21,-1808404.88,-173.75
518,14,22,-1808404.88,-173.75
519,14,23,-1808404.88,-173.75
520,14,24,-1808404.88,-173.75
521,14,25,-1808404.88,-173.75
522,14,26,-1808404.88,-173.75
523,14,27,-1808404.88,-173.75
524,14,28,-1808404.88,-173.75
525,14,29,-1808404.88,-173.75
526,14,30,-1808404.88,-173.75
527,14,31,-1808404.88,-173.75
528,14,32,-1808404.88,-173.75
529,14,33,-1808404.88,-173.75
530,14,34,-1808404.88,-173.75
531,14,35,-1808404.88,-173.75
532,15,1,-1808404.88,-173.75
533,15,2,-1808404.88,-173.75
534,15,3,-1808404.88,-173.75
535,15,4,-1808404.88,-173.75
536,15,5,-1808404.88,-173.75
537,15,6,-1808404.88,-173.75
538,15,7,-1808404.88,-173.75
539,15,8,-1808404.88,-173.75
540,15,9,-1808404.88,-173.75
541,15,10,-1808404.88,-173.75
542,15,11,-1808404.88,-173.75
543,15,12,-1808404.88,-173.75
544,15,13,-1808404.88,-173.75
545,15,14,-1808404.88,-173.75
546,15,15,-1808404.88,-173.75
547,15,16,-1808404.88,-173.75
548,15,17,-1808404.88,-173.75
549,15,18,-1808404.88,-173.75
550,15,19,-1808404.88,-173.75
551,15,20,-1808404.88,-173.75
552,15,21,-1808404.88,-173.75
553,15,22,-1808404.88,-173.75
554,15,23,-1808404.88,-173.75
555,15,24,-1808404.88,-173.75
556,15,25,-1808404.88,-173.75
557,15,26,-1808404.88,-173.75
558,15,27,-1808404.88,-173.75
559,15,28,-1808404.88,-173.75
560,15,29,-1808404.88,-173.75
561,15,30,-1808404.88,-173.75
562,15,31,-1808404.88,-173.75
563,15,32,-1808404.88,-173.75
564,15,33,-1808404.88,-173.75
565,15,34,-1808404.88,-173.75
566,15,35,-1808404.88,-173.75
567,44,1,-1824507.35,-181.89
568,44,2,-1824507.35,-181.89
569,44,3,-1824507.35,-181.89
570,44,4,-1824507.35,-181.89
571,44,5,-1824507.35,-181.89
