#,P:len1,P:len2,净利润,年化收益率%
1*,5,44,-425050.07,-41.25
2,5,45,-425050.07,-41.25
3,5,46,-425050.07,-41.25
4,5,47,-425050.07,-41.25
5,5,48,-425050.07,-41.25
6,5,49,-425050.07,-41.25
7,5,50,-440657.88,-42.77
8,7,44,-576024.20,-55.91
9,7,45,-576024.20,-55.91
10,7,46,-576024.20,-55.91
11,7,47,-576024.20,-55.91
12,7,48,-576024.20,-55.91
13,7,49,-576024.20,-55.91
14,8,34,-576024.20,-55.91
15,8,35,-576024.20,-55.91
16,8,36,-576024.20,-55.91
17,8,37,-576024.20,-55.91
18,8,38,-576024.20,-55.91
19,8,39,-576024.20,-55.91
20,8,40,-576024.20,-55.91
21,8,41,-576024.20,-55.91
22,8,42,-576024.20,-55.91
23,8,43,-576024.20,-55.91
24,8,44,-576024.20,-55.91
25,8,45,-576024.20,-55.91
26,8,46,-576024.20,-55.91
27,8,47,-576024.20,-55.91
28,8,48,-576024.20,-55.91
29,8,49,-576024.20,-55.91
30,9,34,-576024.20,-55.91
31,9,35,-576024.20,-55.91
32,9,36,-576024.20,-55.91
33,9,37,-576024.20,-55.91
34,9,38,-576024.20,-55.91
35,9,39,-576024.20,-55.91
36,9,40,-576024.20,-55.91
37,9,41,-576024.20,-55.91
38,9,42,-576024.20,-55.91
39,9,43,-576024.20,-55.91
40,9,44,-576024.20,-55.91
41,9,45,-576024.20,-55.91
42,9,46,-576024.20,-55.91
43,9,47,-576024.20,-55.91
44,9,48,-576024.20,-55.91
45,9,49,-576024.20,-55.91
46,10,34,-576024.20,-55.91
47,10,35,-576024.20,-55.91
48,10,36,-576024.20,-55.91
49,10,37,-576024.20,-55.91
50,10,38,-576024.20,-55.91
51,10,39,-576024.20,-55.91
52,10,40,-576024.20,-55.91
53,10,41,-576024.20,-55.91
54,10,42,-576024.20,-55.91
55,10,43,-576024.20,-55.91
56,10,44,-576024.20,-55.91
57,10,45,-576024.20,-55.91
58,10,46,-576024.20,-55.91
59,10,47,-576024.20,-55.91
60,10,48,-576024.20,-55.91
61,10,49,-576024.20,-55.91
62,11,34,-576024.20,-55.91
63,11,35,-576024.20,-55.91
64,11,36,-576024.20,-55.91
65,11,37,-576024.20,-55.91
66,11,38,-576024.20,-55.91
67,11,39,-576024.20,-55.91
68,11,40,-576024.20,-55.91
69,11,41,-576024.20,-55.91
70,11,42,-576024.20,-55.91
71,11,43,-576024.20,-55.91
72,11,44,-576024.20,-55.91
73,11,45,-576024.20,-55.91
74,11,46,-576024.20,-55.91
75,11,47,-576024.20,-55.91
76,11,48,-576024.20,-55.91
77,11,49,-576024.20,-55.91
78,12,34,-576024.20,-55.91
79,12,35,-576024.20,-55.91
80,12,36,-576024.20,-55.91
81,12,37,-576024.20,-55.91
82,12,38,-576024.20,-55.91
83,12,39,-576024.20,-55.91
84,12,40,-576024.20,-55.91
85,12,41,-576024.20,-55.91
86,12,42,-576024.20,-55.91
87,12,43,-576024.20,-55.91
88,12,44,-576024.20,-55.91
89,12,45,-576024.20,-55.91
90,12,46,-576024.20,-55.91
91,12,47,-576024.20,-55.91
92,12,48,-576024.20,-55.91
93,12,49,-576024.20,-55.91
94,13,34,-576024.20,-55.91
95,13,35,-576024.20,-55.91
96,13,36,-576024.20,-55.91
97,13,37,-576024.20,-55.91
98,13,38,-576024.20,-55.91
99,13,39,-576024.20,-55.91
100,13,40,-576024.20,-55.91
101,13,41,-576024.20,-55.91
102,13,42,-576024.20,-55.91
103,13,43,-576024.20,-55.91
104,13,44,-576024.20,-55.91
105,13,45,-576024.20,-55.91
106,13,46,-576024.20,-55.91
107,13,47,-576024.20,-55.91
108,13,48,-576024.20,-55.91
109,13,49,-576024.20,-55.91
110,14,34,-576024.20,-55.91
111,14,35,-576024.20,-55.91
112,14,36,-576024.20,-55.91
113,14,37,-576024.20,-55.91
114,14,38,-576024.20,-55.91
115,14,39,-576024.20,-55.91
116,14,40,-576024.20,-55.91
117,14,41,-576024.20,-55.91
118,14,42,-576024.20,-55.91
119,14,43,-576024.20,-55.91
120,14,44,-576024.20,-55.91
121,14,45,-576024.20,-55.91
122,14,46,-576024.20,-55.91
123,14,47,-576024.20,-55.91
124,14,48,-576024.20,-55.91
125,14,49,-576024.20,-55.91
126,15,34,-576024.20,-55.91
127,15,35,-576024.20,-55.91
128,15,36,-576024.20,-55.91
129,15,37,-576024.20,-55.91
130,15,38,-576024.20,-55.91
131,15,39,-576024.20,-55.91
132,15,40,-576024.20,-55.91
133,15,41,-576024.20,-55.91
134,15,42,-576024.20,-55.91
135,15,43,-576024.20,-55.91
136,15,44,-576024.20,-55.91
137,15,45,-576024.20,-55.91
138,15,46,-576024.20,-55.91
139,15,47,-576024.20,-55.91
140,15,48,-576024.20,-55.91
141,15,49,-576024.20,-55.91
142,16,34,-576024.20,-55.91
143,16,35,-576024.20,-55.91
144,16,36,-576024.20,-55.91
145,16,37,-576024.20,-55.91
146,16,38,-576024.20,-55.91
147,16,39,-576024.20,-55.91
148,16,40,-576024.20,-55.91
149,16,41,-576024.20,-55.91
150,16,42,-576024.20,-55.91
151,16,43,-576024.20,-55.91
152,16,44,-576024.20,-55.91
153,16,45,-576024.20,-55.91
154,16,46,-576024.20,-55.91
155,16,47,-576024.20,-55.91
156,16,48,-576024.20,-55.91
157,16,49,-576024.20,-55.91
158,17,34,-576024.20,-55.91
159,17,35,-576024.20,-55.91
160,17,36,-576024.20,-55.91
161,17,37,-576024.20,-55.91
162,17,38,-576024.20,-55.91
163,17,39,-576024.20,-55.91
164,17,40,-576024.20,-55.91
165,17,41,-576024.20,-55.91
166,17,42,-576024.20,-55.91
167,17,43,-576024.20,-55.91
168,17,44,-576024.20,-55.91
169,17,45,-576024.20,-55.91
170,17,46,-576024.20,-55.91
171,17,47,-576024.20,-55.91
172,17,48,-576024.20,-55.91
173,17,49,-576024.20,-55.91
174,18,34,-576024.20,-55.91
175,18,35,-576024.20,-55.91
176,18,36,-576024.20,-55.91
177,18,37,-576024.20,-55.91
178,18,38,-576024.20,-55.91
179,18,39,-576024.20,-55.91
180,18,40,-576024.20,-55.91
181,18,41,-576024.20,-55.91
182,18,42,-576024.20,-55.91
183,18,43,-576024.20,-55.91
184,18,44,-576024.20,-55.91
185,18,45,-576024.20,-55.91
186,18,46,-576024.20,-55.91
187,18,47,-576024.20,-55.91
188,18,48,-576024.20,-55.91
189,18,49,-576024.20,-55.91
190,19,34,-576024.20,-55.91
191,19,35,-576024.20,-55.91
192,19,36,-576024.20,-55.91
193,19,37,-576024.20,-55.91
194,19,38,-576024.20,-55.91
195,19,39,-576024.20,-55.91
196,19,40,-576024.20,-55.91
197,19,41,-576024.20,-55.91
198,19,42,-576024.20,-55.91
199,19,43,-576024.20,-55.91
200,19,44,-576024.20,-55.91
201,19,45,-576024.20,-55.91
202,19,46,-576024.20,-55.91
203,19,47,-576024.20,-55.91
204,19,48,-576024.20,-55.91
205,19,49,-576024.20,-55.91
206,20,34,-576024.20,-55.91
207,20,35,-576024.20,-55.91
208,20,36,-576024.20,-55.91
209,20,37,-576024.20,-55.91
210,20,38,-576024.20,-55.91
211,20,39,-576024.20,-55.91
212,20,40,-576024.20,-55.91
213,20,41,-576024.20,-55.91
214,20,42,-576024.20,-55.91
215,20,43,-576024.20,-55.91
216,20,44,-576024.20,-55.91
217,20,45,-576024.20,-55.91
218,20,46,-576024.20,-55.91
219,20,47,-576024.20,-55.91
220,20,48,-576024.20,-55.91
221,20,49,-576024.20,-55.91
222,21,1,-576024.20,-55.91
223,21,2,-576024.20,-55.91
224,21,3,-576024.20,-55.91
225,21,4,-576024.20,-55.91
226,21,5,-576024.20,-55.91
227,21,6,-576024.20,-55.91
228,21,7,-576024.20,-55.91
229,21,8,-576024.20,-55.91
230,21,9,-576024.20,-55.91
231,21,10,-576024.20,-55.91
232,21,11,-576024.20,-55.91
233,21,12,-576024.20,-55.91
234,21,13,-576024.20,-55.91
235,21,14,-576024.20,-55.91
236,21,15,-576024.20,-55.91
237,21,16,-576024.20,-55.91
238,21,17,-576024.20,-55.91
239,21,18,-576024.20,-55.91
240,21,19,-576024.20,-55.91
241,21,20,-576024.20,-55.91
242,21,21,-576024.20,-55.91
243,21,22,-576024.20,-55.91
244,21,23,-576024.20,-55.91
245,21,24,-576024.20,-55.91
246,21,25,-576024.20,-55.91
247,21,26,-576024.20,-55.91
248,21,27,-576024.20,-55.91
249,21,28,-576024.20,-55.91
250,21,29,-576024.20,-55.91
251,21,30,-576024.20,-55.91
252,21,31,-576024.20,-55.91
253,21,32,-576024.20,-55.91
254,21,33,-576024.20,-55.91
255,21,34,-576024.20,-55.91
256,21,35,-576024.20,-55.91
257,21,36,-576024.20,-55.91
258,21,37,-576024.20,-55.91
259,21,38,-576024.20,-55.91
260,21,39,-576024.20,-55.91
261,21,40,-576024.20,-55.91
262,21,41,-576024.20,-55.91
263,21,42,-576024.20,-55.91
264,21,43,-576024.20,-55.91
265,21,44,-576024.20,-55.91
266,21,45,-576024.20,-55.91
267,21,46,-576024.20,-55.91
268,21,47,-576024.20,-55.91
269,21,48,-576024.20,-55.91
270,21,49,-576024.20,-55.91
271,7,50,-592032.20,-57.46
272,8,50,-592032.20,-57.46
273,9,50,-592032.20,-57.46
274,10,50,-592032.20,-57.46
275,11,50,-592032.20,-57.46
276,12,50,-592032.20,-57.46
277,13,50,-592032.20,-57.46
278,14,50,-592032.20,-57.46
279,15,50,-592032.20,-57.46
280,16,50,-592032.20,-57.46
281,17,50,-592032.20,-57.46
282,18,50,-592032.20,-57.46
283,19,50,-592032.20,-57.46
284,20,50,-592032.20,-57.46
285,21,50,-592032.20,-57.46
286,22,1,-592032.20,-57.46
287,22,2,-592032.20,-57.46
288,22,3,-592032.20,-57.46
289,22,4,-592032.20,-57.46
290,22,5,-592032.20,-57.46
291,22,6,-592032.20,-57.46
292,22,7,-592032.20,-57.46
293,22,8,-592032.20,-57.46
294,22,9,-592032.20,-57.46
295,22,10,-592032.20,-57.46
296,22,11,-592032.20,-57.46
297,22,12,-592032.20,-57.46
298,22,13,-592032.20,-57.46
