#,P:len1,P:len2,净利润,年化收益率%
1*,1,36,1314837.38,125.60
2,2,36,1160813.95,111.52
3,10,32,1076734.22,107.71
4,10,33,1076734.22,107.71
5,10,34,1076734.22,107.71
6,10,35,1076734.22,107.71
7,10,36,1076734.22,107.71
8,10,37,1076734.22,107.71
9,11,32,1076734.22,107.71
10,11,33,1076734.22,107.71
11,11,34,1076734.22,107.71
12,11,35,1076734.22,107.71
13,11,36,1076734.22,107.71
14,11,37,1076734.22,107.71
15,12,32,1076734.22,107.71
16,12,33,1076734.22,107.71
17,12,34,1076734.22,107.71
18,12,35,1076734.22,107.71
19,12,36,1076734.22,107.71
20,12,37,1076734.22,107.71
21,13,32,1076734.22,107.71
22,13,33,1076734.22,107.71
23,13,34,1076734.22,107.71
24,13,35,1076734.22,107.71
25,13,36,1076734.22,107.71
26,13,37,1076734.22,107.71
27,14,32,1076734.22,107.71
28,14,33,1076734.22,107.71
29,14,34,1076734.22,107.71
30,14,35,1076734.22,107.71
31,14,36,1076734.22,107.71
32,14,37,1076734.22,107.71
33,17,1,1023145.67,102.88
34,17,2,1023145.67,102.88
35,17,3,1023145.67,102.88
36,17,4,1023145.67,102.88
37,17,5,1023145.67,102.88
38,17,6,1023145.67,102.88
39,17,7,1023145.67,102.88
40,17,8,1023145.67,102.88
41,17,9,1023145.67,102.88
42,17,10,1023145.67,102.88
43,17,11,1023145.67,102.88
44,17,12,1023145.67,102.88
45,17,13,1023145.67,102.88
46,17,14,1023145.67,102.88
47,17,15,1023145.67,102.88
48,17,16,1023145.67,102.88
49,17,17,1023145.67,102.88
50,17,18,1023145.67,102.88
51,17,19,1023145.67,102.88
52,17,20,1023145.67,102.88
53,17,21,1023145.67,102.88
54,17,22,1023145.67,102.88
55,17,23,1023145.67,102.88
56,17,24,1023145.67,102.88
57,17,25,1023145.67,102.88
58,17,26,1023145.67,102.88
59,17,27,1023145.67,102.88
60,17,28,1023145.67,102.88
61,17,29,1023145.67,102.88
62,17,30,1023145.67,102.88
63,17,31,1023145.67,102.88
64,17,32,1023145.67,102.88
65,17,33,1023145.67,102.88
66,17,34,1023145.67,102.88
67,17,35,1023145.67,102.88
68,17,36,1023145.67,102.88
69,17,37,1023145.67,102.88
70,18,1,1023145.67,102.88
71,18,2,1023145.67,102.88
72,18,3,1023145.67,102.88
73,18,4,1023145.67,102.88
74,18,5,1023145.67,102.88
75,18,6,1023145.67,102.88
76,18,7,1023145.67,102.88
77,18,8,1023145.67,102.88
78,18,9,1023145.67,102.88
79,18,10,1023145.67,102.88
80,18,11,1023145.67,102.88
81,18,12,1023145.67,102.88
82,18,13,1023145.67,102.88
83,18,14,1023145.67,102.88
84,18,15,1023145.67,102.88
85,18,16,1023145.67,102.88
86,18,17,1023145.67,102.88
87,18,18,1023145.67,102.88
88,18,19,1023145.67,102.88
89,18,20,1023145.67,102.88
90,18,21,1023145.67,102.88
91,18,22,1023145.67,102.88
92,18,23,1023145.67,102.88
93,18,24,1023145.67,102.88
94,18,25,1023145.67,102.88
95,18,26,1023145.67,102.88
96,18,27,1023145.67,102.88
97,18,28,1023145.67,102.88
98,18,29,1023145.67,102.88
99,18,30,1023145.67,102.88
100,18,31,1023145.67,102.88
101,18,32,1023145.67,102.88
102,18,33,1023145.67,102.88
103,18,34,1023145.67,102.88
104,18,35,1023145.67,102.88
105,18,36,1023145.67,102.88
106,18,37,1023145.67,102.88
107,19,1,1023145.67,102.88
108,19,2,1023145.67,102.88
109,19,3,1023145.67,102.88
110,19,4,1023145.67,102.88
111,19,5,1023145.67,102.88
112,19,6,1023145.67,102.88
113,19,7,1023145.67,102.88
114,19,8,1023145.67,102.88
115,19,9,1023145.67,102.88
116,19,10,1023145.67,102.88
117,19,11,1023145.67,102.88
118,19,12,1023145.67,102.88
119,19,13,1023145.67,102.88
120,19,14,1023145.67,102.88
121,19,15,1023145.67,102.88
122,19,16,1023145.67,102.88
123,19,17,1023145.67,102.88
124,19,18,1023145.67,102.88
125,19,19,1023145.67,102.88
126,19,20,1023145.67,102.88
127,19,21,1023145.67,102.88
128,19,22,1023145.67,102.88
129,19,23,1023145.67,102.88
130,19,24,1023145.67,102.88
131,19,25,1023145.67,102.88
132,19,26,1023145.67,102.88
133,19,27,1023145.67,102.88
134,19,28,1023145.67,102.88
135,19,29,1023145.67,102.88
136,19,30,1023145.67,102.88
137,19,31,1023145.67,102.88
138,19,32,1023145.67,102.88
139,19,33,1023145.67,102.88
140,19,34,1023145.67,102.88
141,19,35,1023145.67,102.88
142,19,36,1023145.67,102.88
143,19,37,1023145.67,102.88
144,20,1,1023145.67,102.88
145,20,2,1023145.67,102.88
146,20,3,1023145.67,102.88
147,20,4,1023145.67,102.88
148,20,5,1023145.67,102.88
149,20,6,1023145.67,102.88
150,20,7,1023145.67,102.88
151,20,8,1023145.67,102.88
152,20,9,1023145.67,102.88
153,20,10,1023145.67,102.88
154,20,11,1023145.67,102.88
155,20,12,1023145.67,102.88
156,20,13,1023145.67,102.88
157,20,14,1023145.67,102.88
158,20,15,1023145.67,102.88
159,20,16,1023145.67,102.88
160,20,17,1023145.67,102.88
161,20,18,1023145.67,102.88
162,20,19,1023145.67,102.88
163,20,20,1023145.67,102.88
164,20,21,1023145.67,102.88
165,20,22,1023145.67,102.88
166,20,23,1023145.67,102.88
167,20,24,1023145.67,102.88
168,20,25,1023145.67,102.88
169,20,26,1023145.67,102.88
170,20,27,1023145.67,102.88
171,20,28,1023145.67,102.88
172,20,29,1023145.67,102.88
173,20,30,1023145.67,102.88
174,20,31,1023145.67,102.88
175,20,32,1023145.67,102.88
176,20,33,1023145.67,102.88
177,20,34,1023145.67,102.88
178,20,35,1023145.67,102.88
179,20,36,1023145.67,102.88
180,20,37,1023145.67,102.88
181,15,32,1000868.50,100.12
182,15,33,1000868.50,100.12
183,15,34,1000868.50,100.12
184,15,35,1000868.50,100.12
185,15,36,1000868.50,100.12
186,15,37,1000868.50,100.12
187,16,1,978485.35,97.88
188,16,2,978485.35,97.88
189,16,3,978485.35,97.88
190,16,4,978485.35,97.88
191,16,5,978485.35,97.88
192,16,6,978485.35,97.88
193,16,7,978485.35,97.88
194,16,8,978485.35,97.88
195,16,9,978485.35,97.88
196,16,10,978485.35,97.88
197,16,11,978485.35,97.88
198,16,12,978485.35,97.88
