#,P:len1,P:len2,净利润,年化收益率%
1*,1,30,7738710.78,300.65
2,1,32,7641917.18,296.89
3,1,33,7641917.18,296.89
4,1,34,7641917.18,296.89
5,1,35,7641917.18,296.89
6,1,36,7641917.18,296.89
7,1,37,7569110.55,294.06
8,1,38,7569110.55,294.06
9,1,31,7417944.60,288.19
10,1,39,6868379.88,266.84
11,1,40,6868379.88,266.84
12,1,41,6868379.88,266.84
13,1,42,6868379.88,266.84
14,1,43,6868379.88,266.84
15,1,29,6375702.58,247.70
16,1,44,5825719.20,226.33
17,3,32,5457307.92,215.14
18,3,33,5457307.92,215.14
19,3,34,5457307.92,215.14
20,3,35,5457307.92,215.14
21,3,36,5457307.92,215.14
22,3,30,5233335.35,206.31
23,3,31,5233335.35,206.31
24,5,32,5156789.72,203.29
25,5,33,5156789.72,203.29
26,5,34,5156789.72,203.29
27,5,35,5156789.72,203.29
28,5,36,5156789.72,203.29
29,6,32,5156789.72,203.29
30,6,33,5156789.72,203.29
31,6,34,5156789.72,203.29
32,6,35,5156789.72,203.29
33,6,36,5156789.72,203.29
34,2,32,5123764.92,201.99
35,2,33,5123764.92,201.99
36,2,34,5123764.92,201.99
37,2,35,5123764.92,201.99
38,2,36,5123764.92,201.99
39,8,32,5043053.43,198.81
40,8,33,5043053.43,198.81
41,8,34,5043053.43,198.81
42,8,35,5043053.43,198.81
43,8,36,5043053.43,198.81
44,9,32,5043053.43,198.81
45,9,33,5043053.43,198.81
46,9,34,5043053.43,198.81
47,9,35,5043053.43,198.81
48,9,36,5043053.43,198.81
49,10,32,5043053.43,198.81
50,10,33,5043053.43,198.81
51,10,34,5043053.43,198.81
52,10,35,5043053.43,198.81
53,10,36,5043053.43,198.81
54,12,32,4994603.83,196.90
55,12,33,4994603.83,196.90
56,12,34,4994603.83,196.90
57,12,35,4994603.83,196.90
58,12,36,4994603.83,196.90
59,13,32,4994603.83,196.90
60,13,33,4994603.83,196.90
61,13,34,4994603.83,196.90
62,13,35,4994603.83,196.90
63,13,36,4994603.83,196.90
64,14,21,4942077.58,194.83
65,14,22,4942077.58,194.83
66,14,23,4942077.58,194.83
67,14,24,4942077.58,194.83
68,14,25,4942077.58,194.83
69,14,26,4942077.58,194.83
70,14,27,4942077.58,194.83
71,14,28,4942077.58,194.83
72,14,29,4942077.58,194.83
73,14,30,4942077.58,194.83
74,14,31,4942077.58,194.83
75,14,32,4942077.58,194.83
76,14,33,4942077.58,194.83
77,14,34,4942077.58,194.83
78,14,35,4942077.58,194.83
79,14,36,4942077.58,194.83
80,15,21,4942077.58,194.83
81,15,22,4942077.58,194.83
82,15,23,4942077.58,194.83
83,15,24,4942077.58,194.83
84,15,25,4942077.58,194.83
85,15,26,4942077.58,194.83
86,15,27,4942077.58,194.83
87,15,28,4942077.58,194.83
88,15,29,4942077.58,194.83
89,15,30,4942077.58,194.83
90,15,31,4942077.58,194.83
91,15,32,4942077.58,194.83
92,15,33,4942077.58,194.83
93,15,34,4942077.58,194.83
94,15,35,4942077.58,194.83
95,15,36,4942077.58,194.83
96,16,21,4942077.58,194.83
97,16,22,4942077.58,194.83
98,16,23,4942077.58,194.83
99,16,24,4942077.58,194.83
100,16,25,4942077.58,194.83
