#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,6,4,6763057.43,497.40,4.0890
2,6,5,6763057.43,497.40,4.0890
3,7,6,6710693.86,493.55,4.0489
4,3,4,6663653.51,543.24,3.9426
5,4,2,6508649.00,489.33,3.9941
6,8,7,6404299.79,479.71,3.8942
7,9,8,6309298.03,472.59,3.8107
8,2,5,6199481.77,507.43,3.6266
9,10,9,6188625.84,463.55,3.8497
10,3,5,6044356.55,494.74,3.4996
11,4,5,5862609.74,479.86,3.3827
12,16,11,5773504.85,438.94,3.6228
13,2,6,5758590.79,471.35,3.3040
14,2,4,5718683.53,468.08,3.2424
15,3,6,5713459.36,467.65,3.2783
16,7,11,5553586.54,420.64,3.4594
17,16,13,5522415.12,426.23,3.4630
18,17,13,5522415.12,426.23,3.4630
19,3,7,5469800.76,449.52,3.1377
20,5,13,5428531.84,409.64,3.3341
21,5,12,5360354.95,407.53,3.3208
22,2,9,5309804.03,438.15,3.1283
23,9,13,5299587.52,399.91,3.2746
24,10,12,5299587.52,399.91,3.2746
25,10,13,5299587.52,399.91,3.2746
26,10,11,5220725.29,396.91,3.2532
27,4,6,5216822.45,430.47,2.9396
28,2,7,5205717.94,426.09,2.9256
29,3,2,5188303.12,387.20,3.0366
30,4,7,5175758.98,427.08,2.9411
31,5,7,5175758.98,427.08,2.9411
32,6,13,5161837.37,389.52,3.1135
33,7,13,5161837.37,389.52,3.1135
34,8,13,5161837.37,389.52,3.1135
35,5,6,5125967.07,422.98,2.8647
36,2,13,5101115.88,419.22,2.9838
37,3,9,5097449.69,422.34,2.9572
38,7,12,5093660.47,387.25,3.0967
39,8,11,5093660.47,387.25,3.0967
40,8,12,5093660.47,387.25,3.0967
41,9,11,5093660.47,387.25,3.0967
42,3,10,5092537.23,421.93,2.9769
43,9,12,5082975.13,386.44,3.0896
44,2,10,5061146.41,417.63,2.9440
45,11,12,5042798.25,389.22,3.1663
46,5,3,4971566.43,402.06,2.9335
47,2,12,4937628.73,407.44,2.9036
48,11,13,4900890.65,378.26,3.0509
49,2,11,4823210.02,397.99,2.8088
50,3,11,4726883.47,391.64,2.7489
51,2,8,4700679.23,387.88,2.6977
52,3,8,4683172.53,386.44,2.6085
53,7,14,4673393.42,367.69,2.6255
54,8,14,4673393.42,367.69,2.6255
55,9,14,4673393.42,367.69,2.6255
56,4,10,4584337.78,386.13,2.6440
57,2,3,4547156.84,372.19,2.4747
58,4,8,4540095.44,374.63,2.5053
59,3,13,4493917.85,369.32,2.5407
60,4,9,4480136.55,377.35,2.5465
