#,P:N1,P:N2,净利润,年化收益率%,夏普比率
61,3,12,4456379.63,369.23,2.5714
62,4,19,4372060.60,356.42,2.6179
63,10,14,4365228.52,343.45,2.4114
64,11,14,4365228.52,343.45,2.4114
65,5,8,4358581.42,371.74,2.4200
66,12,13,4332205.45,342.18,2.3910
67,4,13,4318900.56,357.83,2.4349
68,4,14,4316452.92,339.61,2.4077
69,5,14,4316452.92,339.61,2.4077
70,6,14,4316452.92,339.61,2.4077
71,2,14,4265765.04,349.16,2.4463
72,13,14,4227377.71,332.60,2.3188
73,6,11,4194891.54,370.23,2.4829
74,6,15,4192909.25,344.58,2.4016
75,7,15,4192909.25,344.58,2.4016
76,8,15,4192909.25,344.58,2.4016
77,3,14,4145364.50,339.30,2.3518
78,5,16,4075028.70,337.63,2.3360
79,6,16,4075028.70,337.63,2.3360
80,7,16,4075028.70,337.63,2.3360
81,5,10,4074121.48,347.48,2.2973
82,6,9,4074121.48,347.48,2.2973
83,3,22,4022164.50,326.58,2.3474
84,4,20,4022164.50,326.58,2.3474
85,4,21,4022164.50,326.58,2.3474
86,4,22,4022164.50,326.58,2.3474
87,5,19,4022164.50,326.58,2.3474
88,5,20,4022164.50,326.58,2.3474
89,6,7,3985442.88,339.92,2.1454
90,3,19,3981277.50,324.56,2.3258
91,3,20,3981277.50,324.56,2.3258
92,3,21,3981277.50,324.56,2.3258
93,5,9,3971427.60,338.72,2.2190
94,4,11,3943381.73,332.14,2.2234
95,2,22,3938209.40,322.35,2.3074
96,6,19,3938209.40,322.35,2.3074
97,5,11,3923361.06,334.62,2.2218
98,6,8,3908801.20,333.38,2.1337
99,5,21,3900045.96,315.41,2.2583
100,5,22,3900045.96,315.41,2.2583
101,9,15,3892990.23,319.93,2.1972
102,10,15,3892990.23,319.93,2.1972
103,4,12,3879548.79,326.77,2.1831
104,3,23,3878162.82,318.72,2.2771
105,6,22,3856990.03,315.70,2.2563
106,7,21,3856990.03,315.70,2.2563
107,2,18,3855695.94,315.59,2.2656
108,2,19,3855695.94,315.59,2.2656
109,2,20,3855695.94,315.59,2.2656
110,4,15,3845314.08,316.02,2.1819
111,5,15,3845314.08,316.02,2.1819
112,7,10,3836923.40,343.15,2.2645
113,8,10,3807518.67,341.79,2.2454
114,6,20,3803457.04,311.32,2.2135
115,6,21,3803457.04,311.32,2.2135
116,7,19,3803457.04,311.32,2.2135
117,7,20,3803457.04,311.32,2.2135
118,8,16,3776608.92,312.90,2.1350
119,9,16,3776608.92,312.90,2.1350
120,6,17,3771729.12,308.72,2.2040
121,5,17,3768068.52,305.95,2.1817
122,2,23,3743720.31,307.67,2.1838
123,4,23,3743720.31,307.67,2.1838
124,5,23,3743720.31,307.67,2.1838
125,8,19,3743720.31,307.67,2.1838
126,4,16,3729132.67,308.97,2.1174
127,12,14,3725950.20,293.15,1.9467
128,6,2,3705465.95,367.31,2.6294
129,10,16,3695899.30,306.22,2.0876
130,11,16,3695899.30,306.22,2.0876
131,5,18,3676026.74,298.48,2.1342
132,2,21,3670429.33,300.43,2.1200
133,7,22,3652283.14,298.94,1.9757
134,4,18,3634390.10,296.28,2.1106
135,6,12,3630575.41,320.42,2.0846
136,13,15,3607743.63,296.49,1.8927
137,14,15,3607743.63,296.49,1.8927
138,7,23,3592916.22,295.27,1.9488
139,8,21,3592916.22,295.27,1.9488
140,8,22,3592916.22,295.27,1.9488
141,8,23,3592916.22,295.27,1.9488
142,9,20,3592916.22,295.27,1.9488
143,9,21,3592916.22,295.27,1.9488
144,9,22,3592916.22,295.27,1.9488
145,10,20,3592916.22,295.27,1.9488
146,9,4,3589174.83,358.14,2.5575
147,10,3,3589174.83,358.14,2.5575
148,8,3,3584896.97,356.99,2.5528
149,10,19,3570927.98,294.66,1.9084
150,11,19,3570927.98,294.66,1.9084
151,3,24,3494181.78,298.02,2.0861
152,10,4,3494173.06,343.84,2.4612
153,13,16,3492721.65,289.38,1.8381
154,12,15,3484365.82,286.35,1.9485
155,2,15,3478384.34,284.71,1.9533
156,6,10,3477760.39,306.94,1.9657
157,7,8,3455069.79,304.93,1.8742
158,7,9,3411790.42,305.13,1.9607
159,7,17,3381945.52,276.82,1.9339
160,3,17,3377137.56,275.31,1.9390
161,2,24,3362527.88,286.79,1.9976
162,4,24,3362527.88,286.79,1.9976
163,5,24,3362527.88,286.79,1.9976
164,8,17,3321898.94,273.00,1.9024
165,6,18,3289903.73,269.28,1.8868
166,7,18,3289903.73,269.28,1.8868
167,11,15,3270313.61,268.76,1.7518
168,10,17,3240849.48,266.34,1.8542
169,10,21,3236095.90,265.95,1.8333
170,6,24,3215052.12,274.21,1.7820
171,7,24,3215052.12,274.21,1.7820
172,8,24,3215052.12,274.21,1.7820
173,14,13,3210488.99,286.06,2.0757
174,15,13,3210488.99,286.06,2.0757
175,14,12,3208048.97,287.98,2.0983
176,4,17,3191401.19,260.17,1.8034
177,9,17,3187456.43,261.95,1.8153
178,15,11,3167818.65,284.37,2.0659
179,15,12,3160193.15,283.68,2.0621
180,12,16,3156950.79,261.56,1.6968
181,8,9,3150951.62,281.80,1.7977
182,16,14,3149518.29,313.83,2.2684
183,17,10,3149518.29,313.83,2.2684
184,16,10,3131207.46,311.94,2.2548
185,17,9,3131207.46,311.94,2.2548
186,17,15,3103501.55,311.51,2.2268
187,17,16,3103501.55,311.51,2.2268
188,18,12,3103501.55,311.51,2.2268
189,18,13,3103501.55,311.51,2.2268
190,19,12,3103501.55,311.51,2.2268
191,3,18,3099359.40,252.67,1.7571
192,8,18,3095414.65,254.39,1.7683
193,9,18,3095414.65,254.39,1.7683
194,16,15,3084671.21,306.93,2.2034
195,17,12,3084671.21,306.93,2.2034
196,18,11,3084671.21,306.93,2.2034
197,13,17,3076169.34,251.79,1.6302
198,6,3,3057591.48,224.88,3.1169
199,7,3,3057591.48,224.88,3.1169
200,7,4,3057591.48,224.88,3.1169
201,7,5,3057591.48,224.88,3.1169
202,12,17,3036652.34,249.56,1.6132
203,2,32,3025211.42,306.43,2.1187
204,2,33,3025211.42,306.43,2.1187
205,2,34,3025211.42,306.43,2.1187
206,2,35,3025211.42,306.43,2.1187
207,2,36,3025211.42,306.43,2.1187
208,2,37,3025211.42,306.43,2.1187
209,3,30,3025211.42,306.43,2.1187
210,3,31,3025211.42,306.43,2.1187
211,3,32,3025211.42,306.43,2.1187
212,3,33,3025211.42,306.43,2.1187
213,3,34,3025211.42,306.43,2.1187
214,3,35,3025211.42,306.43,2.1187
215,4,30,3025211.42,306.43,2.1187
216,4,31,3025211.42,306.43,2.1187
217,4,32,3025211.42,306.43,2.1187
218,5,30,3025211.42,306.43,2.1187
219,5,31,3025211.42,306.43,2.1187
220,21,20,3025211.42,306.43,2.1187
221,3,15,3021954.08,247.35,1.6599
222,3,25,3000106.97,267.10,1.8507
223,17,14,2978365.33,299.12,2.1052
224,19,14,2978365.33,299.12,2.1052
225,19,15,2978365.33,299.12,2.1052
226,19,17,2978365.33,299.12,2.1052
227,19,18,2978365.33,299.12,2.1052
228,2,25,2949372.59,262.58,1.8117
229,4,25,2949372.59,262.58,1.8117
230,10,18,2944610.55,241.99,1.5691
231,11,18,2944610.55,241.99,1.5691
232,12,18,2944610.55,241.99,1.5691
233,2,16,2914988.06,238.59,1.5982
234,18,14,2892688.89,280.95,1.9836
235,18,16,2892688.89,280.95,1.9836
236,18,17,2892688.89,280.95,1.9836
237,19,13,2892688.89,280.95,1.9836
238,22,21,2883173.65,285.91,2.0274
239,3,16,2868101.16,234.76,1.5701
240,2,17,2853222.35,233.54,1.5825
241,6,23,2837656.63,233.21,1.5885
242,8,20,2837656.63,233.21,1.5885
243,9,19,2817497.47,232.49,1.5544
244,8,5,2815124.96,210.86,2.9354
245,8,6,2815124.96,210.86,2.9354
246,9,5,2815124.96,210.86,2.9354
247,9,6,2815124.96,210.86,2.9354
248,9,7,2815124.96,210.86,2.9354
249,10,5,2815124.96,210.86,2.9354
250,10,6,2815124.96,210.86,2.9354
251,10,7,2815124.96,210.86,2.9354
252,10,8,2815124.96,210.86,2.9354
253,6,25,2805594.98,249.78,1.6139
254,7,25,2805594.98,249.78,1.6139
255,14,2,2777726.25,208.83,2.9871
256,2,30,2721735.82,263.26,1.8659
257,2,31,2721735.82,263.26,1.8659
258,18,15,2721735.82,263.26,1.8659
259,20,19,2721735.82,263.26,1.8659
260,11,5,2713614.17,204.77,2.9433
261,14,4,2713614.17,204.77,2.9433
262,16,12,2702848.79,203.96,2.9665
263,11,17,2699222.32,221.83,1.4681
264,9,10,2610835.83,234.37,1.5101
265,15,14,2572017.50,242.33,1.7854
266,2,26,2490734.56,231.92,1.5941
267,11,6,2478293.40,190.56,2.7795
268,3,29,2471090.01,247.42,1.7343
269,5,29,2471090.01,247.42,1.7343
270,5,28,2455383.37,243.47,1.6801
271,6,28,2455383.37,243.47,1.6801
272,6,29,2436605.76,241.61,1.6775
273,2,27,2434106.00,243.40,1.7496
274,5,27,2355815.88,235.57,1.6627
275,6,27,2355815.88,235.57,1.6627
276,4,29,2350960.70,234.46,1.6262
277,2,28,2304083.24,223.78,1.5670
278,5,4,2283938.40,212.56,1.1844
279,6,26,2169805.58,202.04,1.3766
280,7,26,2169805.58,202.04,1.3766
281,3,28,2167614.42,209.66,1.5127
282,2,29,2133130.17,206.33,1.4647
283,5,25,2085088.00,185.64,1.2604
284,12,5,2079698.45,156.94,2.3130
285,3,27,2052340.27,198.51,1.4470
286,4,27,2052340.27,198.51,1.4470
287,4,28,2047485.10,198.04,1.4162
288,4,26,2037283.05,189.70,1.2689
289,7,37,1965470.02,197.06,2.9900
290,7,38,1965470.02,197.06,2.9900
291,8,34,1965470.02,197.06,2.9900
292,8,35,1965470.02,197.06,2.9900
293,8,36,1965470.02,197.06,2.9900
294,8,37,1965470.02,197.06,2.9900
295,8,38,1965470.02,197.06,2.9900
296,9,31,1965470.02,197.06,2.9900
297,9,32,1965470.02,197.06,2.9900
298,9,33,1965470.02,197.06,2.9900
299,9,34,1965470.02,197.06,2.9900
300,9,35,1965470.02,197.06,2.9900
301,9,36,1965470.02,197.06,2.9900
302,9,37,1965470.02,197.06,2.9900
303,10,31,1965470.02,197.06,2.9900
304,10,32,1965470.02,197.06,2.9900
305,10,33,1965470.02,197.06,2.9900
306,10,34,1965470.02,197.06,2.9900
307,11,31,1965470.02,197.06,2.9900
308,3,26,1866329.98,173.78,1.2009
309,5,26,1866329.98,173.78,1.2009
310,7,36,1786670.88,175.23,2.3471
311,8,33,1786670.88,175.23,2.3471
312,11,25,1745853.58,155.43,1.7441
313,12,25,1745853.58,155.43,1.7441
314,3,39,1700574.65,168.13,2.5404
315,4,39,1700574.65,168.13,2.5404
316,5,39,1700574.65,168.13,2.5404
317,6,39,1700574.65,168.13,2.5404
318,7,39,1700574.65,168.13,2.5404
319,8,39,1700574.65,168.13,2.5404
320,11,32,1700574.65,168.13,2.5404
321,2,38,1634448.20,157.44,2.2239
322,3,36,1634448.20,157.44,2.2239
323,3,37,1634448.20,157.44,2.2239
324,3,38,1634448.20,157.44,2.2239
325,4,33,1634448.20,157.44,2.2239
326,4,34,1634448.20,157.44,2.2239
327,4,35,1634448.20,157.44,2.2239
328,4,36,1634448.20,157.44,2.2239
329,4,37,1634448.20,157.44,2.2239
330,4,38,1634448.20,157.44,2.2239
331,5,32,1634448.20,157.44,2.2239
332,5,33,1634448.20,157.44,2.2239
333,5,34,1634448.20,157.44,2.2239
334,5,35,1634448.20,157.44,2.2239
335,5,36,1634448.20,157.44,2.2239
336,5,37,1634448.20,157.44,2.2239
337,5,38,1634448.20,157.44,2.2239
338,6,30,1634448.20,157.44,2.2239
339,6,31,1634448.20,157.44,2.2239
340,6,32,1634448.20,157.44,2.2239
341,6,33,1634448.20,157.44,2.2239
342,6,34,1634448.20,157.44,2.2239
343,6,35,1634448.20,157.44,2.2239
344,6,36,1634448.20,157.44,2.2239
345,6,37,1634448.20,157.44,2.2239
346,6,38,1634448.20,157.44,2.2239
347,7,30,1634448.20,157.44,2.2239
348,7,31,1634448.20,157.44,2.2239
349,7,32,1634448.20,157.44,2.2239
350,7,33,1634448.20,157.44,2.2239
351,7,34,1634448.20,157.44,2.2239
352,7,35,1634448.20,157.44,2.2239
353,8,31,1634448.20,157.44,2.2239
354,8,32,1634448.20,157.44,2.2239
355,10,35,1425744.25,141.24,2.4283
356,8,25,1414831.76,125.96,1.3870
357,9,25,1414831.76,125.96,1.3870
358,10,25,1414831.76,125.96,1.3870
359,10,28,1395641.97,138.39,1.9956
360,11,28,1395641.97,138.39,1.9956
361,12,28,1395641.97,138.39,1.9956
362,10,29,1376864.37,136.53,2.0084
363,11,29,1376864.37,136.53,2.0084
364,10,30,1317690.24,130.00,1.9369
365,11,30,1317690.24,130.00,1.9369
366,11,27,1296074.48,129.60,2.0256
367,12,27,1296074.48,129.60,2.0256
368,2,39,1278389.14,124.48,2.0806
369,9,38,1278389.14,124.48,2.0806
370,9,39,1278389.14,124.48,2.0806
371,10,36,1278389.14,124.48,2.0806
372,10,37,1278389.14,124.48,2.0806
373,10,38,1278389.14,124.48,2.0806
374,10,39,1278389.14,124.48,2.0806
375,11,33,1278389.14,124.48,2.0806
376,11,34,1278389.14,124.48,2.0806
377,11,35,1278389.14,124.48,2.0806
378,11,36,1278389.14,124.48,2.0806
379,11,37,1278389.14,124.48,2.0806
380,11,38,1278389.14,124.48,2.0806
381,11,39,1278389.14,124.48,2.0806
382,12,31,1278389.14,124.48,2.0806
383,12,32,1278389.14,124.48,2.0806
384,12,33,1278389.14,124.48,2.0806
385,12,34,1278389.14,124.48,2.0806
386,12,35,1278389.14,124.48,2.0806
387,12,36,1278389.14,124.48,2.0806
388,13,31,1278389.14,124.48,2.0806
389,13,32,1278389.14,124.48,2.0806
390,13,33,1278389.14,124.48,2.0806
391,10,27,1117275.33,109.58,1.5873
392,11,26,1110064.18,103.36,1.3697
393,12,26,1110064.18,103.36,1.3697
394,7,28,1064620.15,102.55,1.4686
395,8,28,1064620.15,102.55,1.4686
396,9,28,1064620.15,102.55,1.4686
397,13,25,1058772.70,94.26,1.1709
398,14,25,1058772.70,94.26,1.1709
399,15,25,1058772.70,94.26,1.1709
400,7,29,1045842.54,100.74,1.4696
401,8,29,1045842.54,100.74,1.4696
402,9,29,1045842.54,100.74,1.4696
403,12,38,987117.20,100.75,2.0740
404,12,39,987117.20,100.75,2.0740
405,12,40,987117.20,100.75,2.0740
406,13,35,987117.20,100.75,2.0740
407,13,36,987117.20,100.75,2.0740
408,13,37,987117.20,100.75,2.0740
409,13,38,987117.20,100.75,2.0740
410,13,39,987117.20,100.75,2.0740
411,13,40,987117.20,100.75,2.0740
412,14,31,987117.20,100.75,2.0740
413,14,32,987117.20,100.75,2.0740
414,14,33,987117.20,100.75,2.0740
415,14,34,987117.20,100.75,2.0740
416,14,35,987117.20,100.75,2.0740
417,14,36,987117.20,100.75,2.0740
418,14,37,987117.20,100.75,2.0740
419,14,38,987117.20,100.75,2.0740
420,14,39,987117.20,100.75,2.0740
421,15,31,987117.20,100.75,2.0740
422,15,32,987117.20,100.75,2.0740
423,15,33,987117.20,100.75,2.0740
424,15,34,987117.20,100.75,2.0740
425,15,35,987117.20,100.75,2.0740
426,16,31,987117.20,100.75,2.0740
427,8,30,986668.42,95.04,1.4067
428,9,30,986668.42,95.04,1.4067
429,7,27,965052.65,92.96,1.4590
430,8,27,965052.65,92.96,1.4590
431,9,27,965052.65,92.96,1.4590
432,2,40,963129.44,97.02,2.0496
433,3,40,963129.44,97.02,2.0496
434,4,40,963129.44,97.02,2.0496
435,5,40,963129.44,97.02,2.0496
436,6,40,963129.44,97.02,2.0496
437,7,40,963129.44,97.02,2.0496
438,8,40,963129.44,97.02,2.0496
439,9,40,963129.44,97.02,2.0496
440,10,40,963129.44,97.02,2.0496
441,11,40,963129.44,97.02,2.0496
442,13,34,963129.44,97.02,2.0496
443,8,26,779042.36,72.54,1.0011
444,9,26,779042.36,72.54,1.0011
445,10,26,779042.36,72.54,1.0011
446,12,23,768007.84,63.12,0.5198
447,13,21,768007.84,63.12,0.5198
448,13,22,768007.84,63.12,0.5198
449,14,20,768007.84,63.12,0.5198
450,14,21,768007.84,63.12,0.5198
451,15,20,768007.84,63.12,0.5198
452,16,25,767500.76,68.33,0.9749
453,17,25,767500.76,68.33,0.9749
454,15,19,753166.03,62.15,0.5076
455,16,19,753166.03,62.15,0.5076
456,13,23,728553.73,60.12,0.5048
457,14,22,728553.73,60.12,0.5048
458,15,21,728553.73,60.12,0.5048
459,13,28,708561.09,68.99,1.2267
460,14,28,708561.09,68.99,1.2267
461,12,37,701722.32,68.65,1.4749
462,12,29,689783.48,67.16,1.2264
463,13,29,689783.48,67.16,1.2264
464,14,29,689783.48,67.16,1.2264
465,12,30,630609.36,61.40,1.1564
466,13,30,630609.36,61.40,1.1564
467,13,27,608993.59,59.30,1.2111
468,14,27,608993.59,59.30,1.2111
469,12,22,589208.70,48.42,0.4234
470,11,24,454461.57,38.76,0.4020
471,12,24,454461.57,38.76,0.4020
472,13,24,454461.57,38.76,0.4020
473,9,23,436986.02,35.91,0.3521
474,10,22,436986.02,35.91,0.3521
475,10,23,436986.02,35.91,0.3521
476,11,20,436986.02,35.91,0.3521
477,11,21,436986.02,35.91,0.3521
478,11,22,436986.02,35.91,0.3521
479,11,23,436986.02,35.91,0.3521
480,12,20,436986.02,35.91,0.3521
481,12,21,436986.02,35.91,0.3521
482,13,20,436986.02,35.91,0.3521
483,13,26,422983.30,39.39,0.7434
484,14,26,422983.30,39.39,0.7434
485,12,19,422144.21,34.83,0.3420
486,13,19,422144.21,34.83,0.3420
487,14,19,422144.21,34.83,0.3420
488,15,28,417289.15,41.38,1.0103
489,16,28,417289.15,41.38,1.0103
490,15,29,398511.54,39.52,1.0091
491,16,29,398511.54,39.52,1.0091
492,14,16,351084.30,29.09,0.3074
493,15,16,351084.30,29.09,0.3074
494,15,30,339337.42,33.48,0.9267
495,16,30,339337.42,33.48,0.9267
496,15,27,317721.65,31.77,0.9895
497,16,27,317721.65,31.77,0.9895
498,16,17,244114.54,19.98,0.2276
499,15,18,197199.71,16.08,0.2029
500,16,18,197199.71,16.08,0.2029
501,14,3,187196.16,16.56,0.3464
502,12,11,146555.50,13.01,0.3038
503,13,9,146555.50,13.01,0.3038
504,13,10,146555.50,13.01,0.3038
505,14,8,141152.80,12.53,0.2974
506,14,9,141152.80,12.53,0.2974
507,15,26,131711.36,12.26,0.4911
508,16,26,131711.36,12.26,0.4911
509,17,26,131711.36,12.26,0.4911
510,9,24,123439.75,10.53,0.2263
511,10,24,123439.75,10.53,0.2263
512,15,4,90046.91,8.02,0.1958
513,14,10,84664.22,7.54,0.2011
514,15,9,84664.22,7.54,0.2011
515,15,10,84664.22,7.54,0.2011
516,16,20,80926.96,6.65,0.1728
517,17,19,66085.15,5.45,0.1642
518,18,19,66085.15,5.45,0.1642
519,14,30,53942.54,5.28,0.4588
520,13,8,52707.90,4.71,0.1464
521,14,23,41472.85,3.42,0.1552
522,15,22,41472.85,3.42,0.1552
523,15,23,41472.85,3.42,0.1552
524,16,21,41472.85,3.42,0.1552
525,16,22,41472.85,3.42,0.1552
526,17,20,41472.85,3.42,0.1552
527,17,21,41472.85,3.42,0.1552
528,18,20,41472.85,3.42,0.1552
529,16,32,30123.46,0.00,1.2206
530,1,1,0.00,0.00,0.0000
531,1,2,0.00,0.00,0.0000
532,1,3,0.00,0.00,0.0000
533,1,4,0.00,0.00,0.0000
534,1,5,0.00,0.00,0.0000
535,1,6,0.00,0.00,0.0000
536,1,7,0.00,0.00,0.0000
537,1,8,0.00,0.00,0.0000
538,1,9,0.00,0.00,0.0000
539,1,10,0.00,0.00,0.0000
540,1,11,0.00,0.00,0.0000
541,1,12,0.00,0.00,0.0000
542,1,13,0.00,0.00,0.0000
543,1,14,0.00,0.00,0.0000
544,1,15,0.00,0.00,0.0000
545,1,16,0.00,0.00,0.0000
546,1,17,0.00,0.00,0.0000
547,1,18,0.00,0.00,0.0000
548,1,19,0.00,0.00,0.0000
549,1,20,0.00,0.00,0.0000
550,1,21,0.00,0.00,0.0000
551,1,22,0.00,0.00,0.0000
552,1,23,0.00,0.00,0.0000
553,1,24,0.00,0.00,0.0000
554,1,25,0.00,0.00,0.0000
555,1,26,0.00,0.00,0.0000
556,1,27,0.00,0.00,0.0000
557,1,28,0.00,0.00,0.0000
558,1,29,0.00,0.00,0.0000
559,1,30,0.00,0.00,0.0000
560,1,31,0.00,0.00,0.0000
561,1,32,0.00,0.00,0.0000
562,1,33,0.00,0.00,0.0000
563,1,34,0.00,0.00,0.0000
564,1,35,0.00,0.00,0.0000
565,1,36,0.00,0.00,0.0000
566,1,37,0.00,0.00,0.0000
567,1,38,0.00,0.00,0.0000
568,1,39,0.00,0.00,0.0000
569,1,40,0.00,0.00,0.0000
570,1,41,0.00,0.00,0.0000
571,1,42,0.00,0.00,0.0000
572,1,43,0.00,0.00,0.0000
573,1,44,0.00,0.00,0.0000
574,1,45,0.00,0.00,0.0000
575,1,46,0.00,0.00,0.0000
576,1,47,0.00,0.00,0.0000
577,1,48,0.00,0.00,0.0000
578,1,49,0.00,0.00,0.0000
579,1,50,0.00,0.00,0.0000
580,2,1,0.00,0.00,0.0000
581,2,2,0.00,0.00,0.0000
582,2,41,0.00,0.00,0.0000
583,2,42,0.00,0.00,0.0000
584,2,43,0.00,0.00,0.0000
585,2,44,0.00,0.00,0.0000
586,2,45,0.00,0.00,0.0000
587,2,46,0.00,0.00,0.0000
588,2,47,0.00,0.00,0.0000
589,2,48,0.00,0.00,0.0000
590,2,49,0.00,0.00,0.0000
591,2,50,0.00,0.00,0.0000
592,3,1,0.00,0.00,0.0000
593,3,3,0.00,0.00,0.0000
594,3,41,0.00,0.00,0.0000
595,3,42,0.00,0.00,0.0000
596,3,43,0.00,0.00,0.0000
597,3,44,0.00,0.00,0.0000
598,3,45,0.00,0.00,0.0000
599,3,46,0.00,0.00,0.0000
600,3,47,0.00,0.00,0.0000
601,3,48,0.00,0.00,0.0000
602,3,49,0.00,0.00,0.0000
603,3,50,0.00,0.00,0.0000
604,4,1,0.00,0.00,0.0000
605,4,4,0.00,0.00,0.0000
606,4,41,0.00,0.00,0.0000
607,4,42,0.00,0.00,0.0000
608,4,43,0.00,0.00,0.0000
609,4,44,0.00,0.00,0.0000
610,4,45,0.00,0.00,0.0000
611,4,46,0.00,0.00,0.0000
612,4,47,0.00,0.00,0.0000
613,4,48,0.00,0.00,0.0000
614,4,49,0.00,0.00,0.0000
615,4,50,0.00,0.00,0.0000
616,5,1,0.00,0.00,0.0000
617,5,2,0.00,0.00,0.0000
618,5,5,0.00,0.00,0.0000
619,5,41,0.00,0.00,0.0000
620,5,42,0.00,0.00,0.0000
621,5,43,0.00,0.00,0.0000
622,5,44,0.00,0.00,0.0000
623,5,45,0.00,0.00,0.0000
624,5,46,0.00,0.00,0.0000
625,5,47,0.00,0.00,0.0000
626,5,48,0.00,0.00,0.0000
627,5,49,0.00,0.00,0.0000
628,5,50,0.00,0.00,0.0000
629,6,1,0.00,0.00,0.0000
630,6,6,0.00,0.00,0.0000
631,6,41,0.00,0.00,0.0000
632,6,42,0.00,0.00,0.0000
633,6,43,0.00,0.00,0.0000
634,6,44,0.00,0.00,0.0000
635,6,45,0.00,0.00,0.0000
636,6,46,0.00,0.00,0.0000
637,6,47,0.00,0.00,0.0000
638,6,48,0.00,0.00,0.0000
639,6,49,0.00,0.00,0.0000
640,6,50,0.00,0.00,0.0000
641,7,1,0.00,0.00,0.0000
642,7,7,0.00,0.00,0.0000
643,7,41,0.00,0.00,0.0000
644,7,42,0.00,0.00,0.0000
645,7,43,0.00,0.00,0.0000
646,7,44,0.00,0.00,0.0000
647,7,45,0.00,0.00,0.0000
648,7,46,0.00,0.00,0.0000
649,7,47,0.00,0.00,0.0000
650,7,48,0.00,0.00,0.0000
651,7,49,0.00,0.00,0.0000
652,7,50,0.00,0.00,0.0000
653,8,1,0.00,0.00,0.0000
654,8,2,0.00,0.00,0.0000
655,8,4,0.00,0.00,0.0000
656,8,8,0.00,0.00,0.0000
657,8,41,0.00,0.00,0.0000
658,8,42,0.00,0.00,0.0000
659,8,43,0.00,0.00,0.0000
660,8,44,0.00,0.00,0.0000
661,8,45,0.00,0.00,0.0000
662,8,46,0.00,0.00,0.0000
663,8,47,0.00,0.00,0.0000
664,8,48,0.00,0.00,0.0000
665,8,49,0.00,0.00,0.0000
666,8,50,0.00,0.00,0.0000
667,9,1,0.00,0.00,0.0000
668,9,2,0.00,0.00,0.0000
669,9,3,0.00,0.00,0.0000
670,9,9,0.00,0.00,0.0000
671,9,41,0.00,0.00,0.0000
672,9,42,0.00,0.00,0.0000
673,9,43,0.00,0.00,0.0000
674,9,44,0.00,0.00,0.0000
675,9,45,0.00,0.00,0.0000
676,9,46,0.00,0.00,0.0000
677,9,47,0.00,0.00,0.0000
678,9,48,0.00,0.00,0.0000
679,9,49,0.00,0.00,0.0000
680,9,50,0.00,0.00,0.0000
681,10,1,0.00,0.00,0.0000
682,10,2,0.00,0.00,0.0000
683,10,10,0.00,0.00,0.0000
684,10,41,0.00,0.00,0.0000
