P:N1,P:N2,净利润,年化收益率%
1,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
1,6,0,0
1,7,0,0
1,8,0,0
1,9,0,0
1,10,0,0
1,11,0,0
1,12,0,0
1,13,0,0
1,14,0,0
1,15,0,0
1,16,0,0
1,17,0,0
1,18,0,0
1,19,0,0
1,20,0,0
1,21,0,0
1,22,0,0
1,23,0,0
1,24,0,0
1,25,0,0
1,26,0,0
1,27,0,0
1,28,0,0
1,29,0,0
1,30,0,0
1,31,0,0
1,32,0,0
1,33,0,0
1,34,0,0
1,35,0,0
1,36,0,0
1,37,0,0
1,38,0,0
1,39,0,0
1,40,0,0
1,41,0,0
1,42,0,0
1,43,0,0
1,44,0,0
1,45,0,0
1,46,0,0
1,47,0,0
1,48,0,0
1,49,0,0
1,50,0,0
2,1,0,0
2,2,0,0
2,3,-2003145.13,-177.91
2,4,955249.57,81.31
2,5,1373262.5,118.17
2,6,2241160.05,192.86
2,7,1712406.13,147.36
2,8,2130108.2,183.3
2,9,1997505.47,175.76
2,10,2004408.92,176.36
2,11,1496667.58,136.28
2,12,1507462.18,137.27
2,13,162572.97,14.98
2,14,-109352.25,-10.19
2,15,262329.05,24.17
2,16,216152.15,19.91
2,17,342956.32,31.6
2,18,-321339.67,-29.6
2,19,279948.85,25.79
2,20,47929.7,4.32
2,21,387812.5,35.73
2,22,387812.5,35.73
2,23,583599.78,53.77
2,24,583599.78,53.77
2,25,583599.78,53.77
2,26,579451.85,53.38
2,27,-71977.92,-6.63
2,28,-1079259.45,-95.85
2,29,-1088454.85,-96.67
2,30,-1203718.45,-105.76
2,31,-1185127.75,-104.13
2,32,108902.15,10.4
2,33,108902.15,10.4
2,34,108902.15,10.4
2,35,108902.15,10.4
2,36,71983.7,6.87
2,37,-205910,-20.16
2,38,-205910,-20.16
2,39,-153884,-15.06
2,40,-262615.75,-26.93
2,41,0,0
2,42,0,0
2,43,0,0
2,44,0,0
2,45,0,0
2,46,0,0
2,47,0,0
2,48,0,0
2,49,0,0
2,50,0,0
3,1,0,0
3,2,-2149802.2,-195.97
3,3,0,0
3,4,1568064.25,139.27
3,5,1201684,103.41
3,6,1612446,138.76
3,7,1754487.25,150.98
3,8,1407792.4,123.87
3,9,1142296.25,100.51
3,10,-472371.5,-43.01
3,11,-391653.42,-36.08
3,12,-300514.22,-27.69
3,13,-832352.82,-76.68
3,14,-1169712.55,-107.76
3,15,-135906.95,-12.52
3,16,477289.13,43.97
3,17,847486.32,78.08
3,18,202587.55,18.66
3,19,211183.25,19.46
3,20,47929.7,4.32
3,21,409051.88,37.69
3,22,409051.88,37.69
3,23,-215709.33,-20.85
3,24,-215709.33,-20.85
3,25,-219857.25,-21.26
3,26,-219857.25,-21.26
3,27,-899801.28,-82.61
3,28,-1079259.45,-95.85
3,29,-1088454.85,-96.67
3,30,-1079259.45,-95.85
3,31,-1185127.75,-104.13
3,32,84289.85,8.05
3,33,84289.85,8.05
3,34,84289.85,8.05
3,35,84289.85,8.05
3,36,84289.85,8.05
3,37,-50454.9,-4.88
3,38,-205910,-20.16
3,39,-153884,-15.06
3,40,-262615.75,-26.93
3,41,0,0
3,42,0,0
3,43,0,0
3,44,0,0
3,45,0,0
3,46,0,0
3,47,0,0
3,48,0,0
3,49,0,0
3,50,0,0
4,1,0,0
4,2,-2750544.45,-253.46
4,3,-2109727.97,-199.89
4,4,0,0
4,5,192186.02,16.54
4,6,468103.35,41.19
4,7,1778799,156.51
4,8,1019279.55,89.68
4,9,1348040.88,118.61
4,10,-2104339.9,-191.14
4,11,-1726030.63,-155.12
4,12,-1478213.13,-132.85
4,13,-2010051.73,-180.64
4,14,-1274760.83,-117.03
4,15,28577.4,2.57
4,16,547742.93,52.95
4,17,466933.35,45.14
4,18,-610978.67,-56.34
4,19,-533617.38,-49.21
4,20,-775141.28,-69.86
4,21,-143223.23,-13.85
4,22,-215709.33,-20.85
4,23,-215709.33,-20.85
4,24,-38038.98,-3.63
4,25,-38038.98,-3.63
4,26,-38038.98,-3.63
4,27,-711379.7,-65.31
4,28,-1079259.45,-95.85
4,29,-1088454.85,-96.67
4,30,-1079259.45,-95.85
4,31,-1189775.43,-104.53
4,32,351078,32.73
4,33,84289.85,8.05
4,34,84289.85,8.05
4,35,84289.85,8.05
4,36,84289.85,8.05
4,37,-50454.9,-4.88
4,38,-205910,-20.16
4,39,-153884,-15.06
4,40,-262615.75,-26.93
4,41,0,0
4,42,0,0
4,43,0,0
4,44,0,0
4,45,0,0
4,46,0,0
4,47,0,0
4,48,0,0
4,49,0,0
4,50,0,0
5,1,0,0
5,2,-1518160.33,-133.79
5,3,330903.55,29.39
5,4,1849559.78,166.07
5,5,0,0
5,6,310245.02,27.3
5,7,894500.55,78.71
5,8,314673.17,27.69
5,9,-181640.27,-16.54
5,10,-1603451.25,-144.1
5,11,-1726030.63,-155.12
5,12,-1478213.13,-132.85
5,13,-704860.83,-63.35
5,14,-2496161.63,-216.98
5,15,466933.35,45.14
5,16,642148.33,61.32
5,17,642148.33,61.32
5,18,-425858.75,-39.27
5,19,-348497.45,-32.14
5,20,-391475.95,-36.1
5,21,-33891.05,-3.24
5,22,-33891.05,-3.24
5,23,-33891.05,-3.24
5,24,-33891.05,-3.24
5,25,-38038.98,-3.63
5,26,49788.35,4.75
5,27,-80682.28,-7.41
5,28,-437756.63,-38.88
5,29,-446952.03,-39.7
5,30,-437756.63,-38.88
5,31,-544670.8,-47.85
5,32,351078,32.73
5,33,268009.08,25.29
5,34,84289.85,8.05
5,35,125310.35,11.97
5,36,125310.35,11.97
5,37,125310.35,11.97
5,38,125310.35,11.97
5,39,-153884,-15.06
5,40,-262615.75,-26.93
5,41,0,0
5,42,0,0
5,43,0,0
5,44,0,0
5,45,0,0
5,46,0,0
5,47,0,0
5,48,0,0
5,49,0,0
5,50,0,0
6,1,0,0
6,2,-1100390.58,-93.66
6,3,1310469.3,119.13
6,4,-623715.3,-57.48
6,5,2639296.2,224.65
6,6,0,0
6,7,-1413024.7,-126.99
6,8,-1432051.4,-130.4
6,9,-747061.6,-67.14
6,10,-1821321.48,-163.68
6,11,-1733127.08,-155.76
6,12,-192031.73,-17.26
6,13,-2173059.02,-188.89
6,14,513869.97,48.9
6,15,642148.33,61.32
6,16,642148.33,61.32
6,17,642148.33,61.32
6,18,-425858.75,-39.27
6,19,-348497.45,-32.14
6,20,-391475.95,-36.1
6,21,-266717.1,-24.88
6,22,-38038.98,-3.63
6,23,-38038.98,-3.63
6,24,-38038.98,-3.63
6,25,515992.73,48.1
6,26,366399.6,34.16
6,27,-137538.1,-12.63
6,28,-437756.63,-38.88
6,29,-754460.52,-67.01
6,30,-745265.13,-66.19
6,31,-670583.13,-60.21
6,32,-772851.32,-68.64
6,33,268009.08,25.29
6,34,-50454.9,-4.88
6,35,158126.75,15.1
6,36,-205910,-20.16
6,37,-153884,-15.06
6,38,-153884,-15.06
6,39,-153884,-15.06
6,40,-262615.75,-26.93
6,41,0,0
6,42,0,0
6,43,0,0
6,44,0,0
6,45,0,0
6,46,0,0
6,47,0,0
6,48,0,0
6,49,0,0
6,50,0,0
7,1,0,0
7,2,-2265696.83,-208.78
7,3,-2368045.92,-218.21
7,4,-1117958.38,-103.02
7,5,-289214.25,-26.64
7,6,1323862.4,123.42
7,7,0,0
7,8,31274.13,2.75
7,9,-186107,-17.09
7,10,-1771646.33,-159.22
7,11,-1761040.85,-156.41
7,12,-1095867.53,-97.33
7,13,836522.35,79.89
7,14,513869.97,48.9
7,15,802339.45,76.62
7,16,1176370.13,109.67
7,17,1176370.13,109.67
7,18,138077.9,12.73
7,19,215439.2,19.87
7,20,172460.7,15.9
7,21,293917.9,27.4
7,22,366399.6,34.16
7,23,366399.6,34.16
7,24,366399.6,34.16
7,25,366399.6,34.16
7,26,127852.98,12.06
7,27,-383088.23,-35.17
7,28,-745265.13,-66.19
7,29,-754460.52,-67.01
7,30,-1131485.55,-100.49
7,31,-898824.6,-80.08
7,32,-1002393.45,-88.34
7,33,158126.75,15.1
7,34,158126.75,15.1
7,35,158126.75,15.1
7,36,-205910,-20.16
7,37,-153884,-15.06
7,38,-153884,-15.06
7,39,-42350.85,-4.09
7,40,-262615.75,-26.93
7,41,0,0
7,42,0,0
7,43,0,0
7,44,0,0
7,45,0,0
7,46,0,0
7,47,0,0
7,48,0,0
7,49,0,0
7,50,0,0
8,1,0,0
8,2,-2265696.83,-208.78
8,3,-1927088.7,-177.58
8,4,-2037978.42,-187.8
8,5,-2037978.42,-187.8
8,6,-1766779.05,-164.71
8,7,1874193.5,174.72
8,8,0,0
8,9,-3365.35,-0.31
8,10,-1222432.35,-112.25
8,11,108305.07,9.75
8,12,-1416973.4,-125.85
8,13,836522.35,79.89
8,14,513869.97,48.9
8,15,1333259.6,124.29
8,16,1299076.7,121.11
8,17,1299076.7,121.11
8,18,-103270.13,-9.52
8,19,-25908.83,-2.39
8,20,-68887.33,-6.35
8,21,53970.58,5.04
8,22,127852.98,12.06
8,23,127852.98,12.06
8,24,127852.98,12.06
8,25,127852.98,12.06
8,26,127852.98,12.06
8,27,-383088.23,-35.17
8,28,-1418106.2,-124.98
8,29,-984002.65,-86.72
8,30,-974807.25,-85.91
8,31,-898824.6,-80.08
8,32,-1002393.45,-88.34
8,33,-205910,-20.16
8,34,-153884,-15.06
8,35,-153884,-15.06
8,36,-153884,-15.06
8,37,-153884,-15.06
8,38,-42350.85,-4.09
8,39,-42350.85,-4.09
8,40,-262615.75,-26.93
8,41,0,0
8,42,0,0
8,43,0,0
8,44,0,0
8,45,0,0
8,46,0,0
8,47,0,0
8,48,0,0
8,49,0,0
8,50,0,0
9,1,0,0
9,2,1977619.27,182.24
9,3,-2257156.2,-208
9,4,-2265696.83,-208.78
9,5,1976628.3,182.15
9,6,1552530.18,146.48
9,7,-2256561.35,-212.9
9,8,1552530.18,146.48
9,9,0,0
9,10,-2072370.05,-180.14
9,11,49010.23,4.41
9,12,836522.35,79.89
9,13,836522.35,79.89
9,14,1054695.08,98.32
9,15,1333259.6,124.29
9,16,799772.35,76.38
9,17,673964.22,64.36
9,18,-103270.13,-9.52
9,19,-25908.83,-2.39
9,20,-341050.75,-31.45
9,21,-216592.05,-20.21
9,22,-514172.7,-49.63
9,23,-514172.7,-49.63
9,24,-240758.65,-22.99
9,25,-514172.7,-49.63
9,26,-574915.53,-54.84
9,27,-608728.4,-55.45
9,28,-974807.25,-85.91
9,29,-984002.65,-86.72
9,30,-1753051,-151.9
9,31,-1561360.52,-136.78
9,32,-1668781.3,-144.6
9,33,-153884,-15.06
9,34,-153884,-15.06
9,35,-153884,-15.06
9,36,-42350.85,-4.09
9,37,-42350.85,-4.09
9,38,-42350.85,-4.09
9,39,-372448.05,-37.85
9,40,18429.53,0
9,41,0,0
9,42,0,0
9,43,0,0
9,44,0,0
9,45,0,0
9,46,0,0
9,47,0,0
9,48,0,0
9,49,0,0
9,50,0,0
10,1,0,0
10,2,1983931.95,182.82
10,3,1855753.5,168.7
10,4,1969324.65,181.47
10,5,1976628.3,182.15
10,6,133514.45,12.75
10,7,1531347.95,146.24
10,8,180815.5,17.06
10,9,1697204.75,160.13
10,10,0,0
10,11,-1653278.35,-146.84
10,12,886918.4,84.7
10,13,1414536.9,131.87
10,14,1054695.08,98.32
10,15,833955.25,79.64
10,16,799772.35,76.38
10,17,947628.4,89.41
10,18,-375433.55,-34.62
10,19,-298072.25,-27.49
10,20,-341050.75,-31.45
10,21,-913195,-85.2
10,22,-91283.95,-8.72
10,23,-91283.95,-8.72
10,24,-91283.95,-8.72
10,25,-91283.95,-8.72
10,26,-149475.5,-14.26
10,27,-608728.4,-55.45
10,28,-1753051,-151.9
10,29,-1650390.5,-143.01
10,30,-1641195.1,-142.21
10,31,-1561360.52,-136.78
10,32,-1668781.3,-144.6
10,33,-42350.85,-4.09
10,34,-42350.85,-4.09
10,35,-42350.85,-4.09
10,36,-42350.85,-4.09
10,37,-42350.85,-4.09
10,38,18429.53,0
10,39,18429.53,0
10,40,18429.53,0
10,41,0,0
10,42,0,0
10,43,0,0
10,44,0,0
10,45,0,0
10,46,0,0
10,47,0,0
10,48,0,0
10,49,0,0
10,50,0,0
11,1,0,0
11,2,1977619.27,182.24
11,3,1855753.5,168.7
11,4,1262919.35,116.38
11,5,1262919.35,116.38
11,6,180815.5,17.06
11,7,1453109.5,137.1
11,8,1453109.5,137.1
11,9,1453109.5,137.1
11,10,-359030.9,-32.24
11,11,0,0
11,12,-1291254.93,-114.68
11,13,1054695.08,98.32
11,14,1054695.08,98.32
11,15,849763.15,81.15
11,16,689872.18,65.88
11,17,689872.18,65.88
11,18,-1076238.6,-99.25
11,19,-998877.3,-92.11
11,20,-1041855.8,-96.08
11,21,-805891.38,-75.19
11,22,-788899.88,-73.99
11,23,-788899.88,-73.99
11,24,-788899.88,-73.99
11,25,-788899.88,-73.99
11,26,-788899.88,-73.99
11,27,-1263560.48,-113.18
11,28,-1641195.1,-142.21
11,29,-1650390.5,-143.01
11,30,-1641195.1,-142.21
11,31,-1322363.68,-115.84
11,32,-1428383.75,-123.77
11,33,-42350.85,-4.09
11,34,-42350.85,-4.09
11,35,-372448.05,-37.85
11,36,18429.53,0
11,37,18429.53,0
11,38,18429.53,0
11,39,0,0
11,40,0,0
11,41,0,0
11,42,0,0
11,43,0,0
11,44,0,0
11,45,0,0
11,46,0,0
11,47,0,0
11,48,0,0
11,49,0,0
11,50,0,0
12,1,0,0
12,2,1977619.27,182.24
12,3,1156351.7,105.12
12,4,1262919.35,116.38
12,5,133514.45,12.75
12,6,133514.45,12.75
12,7,1366188.65,130.47
12,8,1366188.65,130.47
12,9,1366188.65,130.47
12,10,2108036.8,198.89
12,11,-1274685.85,-114.46
12,12,0,0
12,13,1054695.08,98.32
12,14,587952.2,56.15
12,15,190979.1,18.69
12,16,26886.02,2.63
12,17,-12969.2,-1.27
12,18,-968284.65,-89.29
12,19,-890923.35,-82.16
12,20,-933901.85,-86.12
12,21,-805891.38,-75.19
12,22,-788899.88,-73.99
12,23,-788899.88,-73.99
12,24,-754916.88,-70.8
12,25,-754916.88,-70.8
12,26,-754916.88,-70.8
12,27,-1263560.48,-113.18
12,28,-1641195.1,-142.21
12,29,-1409992.95,-122.18
12,30,-1400797.55,-121.38
