P:N1,P:N2,净利润,年化收益率%,夏普比率
4,9,18438214.98,136.79,0.9925
4,6,17205976.25,134.94,0.9005
3,6,16519072.07,127.73,0.8562
4,5,16349650.65,126.66,0.8056
7,10,15917659.8,126.65,0.9149
2,6,17834379.5,123.94,0.8561
8,11,16000746.07,121.45,0.8987
3,5,17400922.35,120.92,0.9003
3,9,16134663.53,119.7,0.8858
9,5,13396448.18,119.47,0.9227
6,8,15384600.15,118.96,0.8548
9,10,14858382.03,118.22,0.8553
20,3,13148296.88,117.36,1.147
8,9,15597231.62,117.3,0.9343
19,3,14628655.52,114.73,1.1823
3,8,15409005.38,114.32,0.8306
6,7,14451784.82,113.34,0.6978
7,9,13775028.5,112.87,0.8157
5,6,14380084.87,112.78,0.7058
20,11,14804185.35,112.53,0.9393
2,5,14786530.77,111.2,0.6719
3,7,14352669.72,110.98,0.7148
4,10,14346455.18,110.93,0.824
4,7,14936393.47,110.81,0.8181
5,9,14157335.35,109.47,0.8257
42,6,13503089.1,109.47,1.0631
8,10,13686448.15,108.9,0.8387
6,11,13845336.37,105.09,0.8116
20,14,16776604.35,104.92,0.9258
20,12,16700321.77,104.45,0.9254
20,13,16535540.9,103.42,0.9176
9,12,17208842.75,103.2,0.8956
8,12,16171329.55,102.6,0.8422
20,18,18625005.5,102.22,1.0289
19,14,16721734.55,101.68,0.9146
19,13,16643479.45,101.2,0.9137
6,9,13587134.37,100.98,0.8082
20,15,19439737.5,99.07,1.0374
7,11,12978888.67,98.51,0.7903
9,11,13382456.68,97.54,0.8
20,17,17717619.45,97.24,0.9841
42,14,13277541.63,96.66,1.0419
19,15,19582026.18,95.69,1.0326
3,10,12896732.57,95.68,0.7252
7,14,15883311.7,95.26,0.8651
18,14,14886168.95,94.45,0.8312
41,15,12961509.45,94.36,1.0115
5,14,14171947,92.6,0.702
19,17,18000524.95,91.73,0.9875
21,19,17148730.92,91.31,0.9554
6,12,13892950.6,90.78,0.6752
18,12,14453493.23,90.4,0.8433
5,12,13768789.05,89.97,0.7528
18,16,17288409.55,89.38,0.9537
19,12,14240915.7,89.07,0.834
19,16,17330335.3,88.32,0.9635
6,13,13428113.82,87.74,0.6651
2,16,16393121.57,87.28,0.91
17,15,16196327.85,86.24,0.8858
16,15,16125987.57,84.6,0.9056
17,14,12843559.82,83.92,0.7542
10,16,15702678.38,83.61,0.9012
7,13,13116405.4,83.22,0.7378
8,15,15133651.38,83.06,0.8812
19,18,15108755.4,82.92,0.882
2,14,13773250.52,82.6,0.722
18,15,15435147.28,82.18,0.8599
17,16,15315393.67,81.54,0.8678
3,12,13219974.18,81.52,0.7277
20,19,15260928.25,81.25,0.8959
5,16,15227986.38,81.08,0.8694
14,12,13408279.13,80.41,0.7667
12,15,15289623.1,80.21,0.8977
7,16,16122200.78,78.79,0.9018
15,14,13116670.8,78.66,0.7378
10,15,14554279.88,77.49,0.8539
7,15,15814975.48,77.28,0.8935
8,16,13939245,76.5,0.8384
5,17,14886191.9,75.86,0.8743
9,16,13676933.85,75.06,0.8208
2,17,15067928.7,74.66,0.848
8,17,13574770.5,74.5,0.8281
3,18,15012785.47,74.38,0.876
11,15,13968058.68,74.37,0.8353
11,16,14105740.2,74,0.856
5,15,13893102.05,73.97,0.7231
6,16,13422574.75,73.67,0.8038
2,15,14037291,73.64,0.7594
6,17,13377332.65,73.42,0.801
6,15,13518943.98,71.98,0.7158
9,17,13358498.05,71.13,0.8141
3,19,14310230.82,69.93,0.8491
3,17,13010919.45,69.27,0.7826
4,18,13481176.77,68.7,0.7923
13,15,13075458.65,68.59,0.8292
18,17,13389766.85,68.24,0.8133
3,15,12987565.72,68.13,0.6863
2,19,13361675.15,68.09,0.8072
4,19,13129290.4,66.91,0.8126
2,18,13128301.23,66.9,0.7344
