P:N1,P:N2,净利润,年化收益率%,夏普比率
6,8,13394946.73,310.44,1.6336
3,6,13014700.52,301.63,1.4149
4,9,13416944.93,298.34,1.5623
4,5,12744217.42,295.92,1.2497
3,5,13262432.77,276.24,1.4576
6,9,11066512.98,271.24,1.4333
4,6,11511420.27,270.6,1.2161
2,3,10876067.87,266.57,0.9255
5,9,11092055.25,257.07,1.4043
4,10,10990849.25,254.72,1.368
17,15,12708808,248.9,1.5105
2,16,12666094.63,248.06,1.472
18,15,12493249.45,244.68,1.4949
6,7,10378285.25,243.96,1.0702
20,15,12810037.88,240.13,1.5511
15,14,13244879.6,238.08,1.427
19,15,13225130.65,237.72,1.5598
16,15,12281774.18,237,1.4721
18,16,12394818.93,235.72,1.4942
7,5,10159799.23,235.46,1.5658
19,17,12560057.4,235.45,1.5237
2,6,11275810.88,234.86,1.1792
8,11,10133639.4,234.21,1.274
18,14,12294177.55,233.8,1.4234
19,16,12269635.95,230,1.5024
20,13,12266676.1,229.95,1.4514
20,17,11361901.23,229.37,1.448
20,18,11361901.23,229.37,1.448
20,11,10025069.2,228.39,1.448
20,14,12158965.25,227.93,1.444
20,12,12137109.88,227.52,1.4413
2,17,12434273.62,226.61,1.4094
19,18,11192492.85,225.95,1.4308
17,16,11515227.03,225.52,1.4221
21,19,11364271.42,222.57,1.4494
2,19,11871274.75,222.53,1.4564
10,15,11359477.85,222.47,1.4256
3,8,9992025.1,222.19,1.1958
19,13,12172480.3,221.84,1.4262
19,14,12172480.3,221.84,1.4262
3,7,9554620.93,221.44,0.9938
10,16,11143369.85,218.24,1.4076
5,16,11127769.73,217.94,1.3659
3,19,12102573.57,217.55,1.4692
3,10,9722180.3,216.19,1.1923
12,15,11144517.4,215.05,1.4316
23,22,10642153.13,214.84,1.3797
22,20,10803648.4,214.79,1.3899
11,15,10966492.98,214.78,1.401
9,11,9829551.2,214.73,1.2857
2,10,9640402.15,214.37,1.1944
6,17,10610174.9,214.19,1.3546
10,11,9691891.82,211.73,1.2727
20,19,10769307.9,210.92,1.4076
23,21,10366952.68,209.28,1.3617
3,18,11468720.5,209.02,1.4217
8,12,10982788.23,208.86,1.271
11,16,10773873.48,207.9,1.4042
7,16,11527093.5,207.2,1.4138
6,16,10249098.78,206.9,1.3322
7,15,11473704.43,206.24,1.4156
3,17,10467588.45,205.01,1.312
8,15,10105862.2,204.01,1.3126
14,13,11269143.3,202.57,1.3209
13,15,10484691.55,202.32,1.3869
12,16,10466641.23,201.97,1.3821
5,17,10696850.05,200.52,1.3649
2,14,11100611.15,199.54,1.174
4,17,10455642.95,198.84,1.3261
10,18,10277147.25,198.32,1.3686
2,20,10570199.15,198.14,1.3791
2,18,10552571.98,197.81,1.1936
4,19,10537927.32,197.54,1.3644
11,17,10236567.55,197.53,1.3667
11,18,10236567.55,197.53,1.3667
5,15,10078361.18,197.38,1.094
14,12,10979657.28,197.36,1.305
4,16,10067438.52,197.17,1.2842
12,17,10052695.05,196.88,1.3526
3,20,9723661.3,196.3,1.3061
5,20,10458312.55,196.05,1.3726
6,19,9646657.75,194.74,1.2842
3,22,10076331.9,194.44,1.3587
8,16,9570852.5,193.21,1.2734
9,16,9566152.97,193.12,1.2732
2,15,9999294.97,192.96,1.1168
13,16,9555960.05,192.91,1.3204
5,14,9829660,192.51,1.0182
13,12,10614154.5,190.79,1.3003
7,14,10574148.63,190.07,1.2901
3,16,9697456.3,189.92,1.2588
17,14,9691691.02,189.81,1.2356
3,15,9805755.93,189.22,1.107
4,18,9996310.95,187.39,1.2425
15,13,10305957.43,185.25,1.2507
15,12,10259643.13,184.42,1.255
18,12,9675352.52,181.37,1.2658
3,12,9694909.83,179.18,1.1705
19,12,9542602.95,178.88,1.2541
9,12,9636037.85,173.21,1.1773
