P:N1,P:N2,净利润,年化收益率%,夏普比率
3,5,16893123.4,182.86,1.3959
9,10,17404677.2,177.24,1.4443
8,11,18689572.76,169.21,1.561
7,12,18312566.62,167.7,1.5555
2,5,15427799.19,167,1.3118
2,4,15433859.63,163.11,1.3467
8,12,18093413.76,162.08,1.5027
11,12,16001260.23,159,1.4196
4,10,16416860.27,157.79,1.2934
7,13,17224569.7,157.74,1.4255
10,12,15814150.18,157.14,1.423
6,13,17394991.93,156.93,1.4251
5,10,17313288.9,156.19,1.3836
7,8,16207554.44,155.78,1.3028
9,13,15642744.13,155.44,1.3749
3,4,14964485.85,154.49,1.2901
6,8,15863787.63,152.48,1.251
7,14,14889321.44,151.96,1.2768
2,3,13343496.18,151.81,1.223
6,12,16821377.88,151.75,1.3957
10,11,14792483.03,151.74,1.3893
8,9,14638281.27,151.38,1.1629
3,9,14074932.41,151.08,1.055
9,11,14680277.28,149.49,1.2871
8,13,16316095.56,149.42,1.3813
5,6,13568500.32,149.05,1.0527
8,10,14400234.45,148.92,1.2147
6,9,16445620.09,148.36,1.327
9,12,16486323.98,147.68,1.4635
5,9,16358764.69,147.58,1.3185
7,15,16444344.68,146.28,1.413
6,14,16193661.73,146.09,1.3502
4,9,15171116.73,145.82,1.2033
3,10,14829584.89,145.51,1.1763
4,12,15139932.31,145.33,1.2552
2,10,14891621.42,143.13,1.1454
5,12,15554634.19,141.83,1.2901
4,11,14431430.4,141.6,1.1348
8,14,14226614.6,141.37,1.2465
4,5,12519192.16,140.93,0.8193
5,7,12772678.37,140.3,0.9429
5,13,15361416.05,140.07,1.2647
5,8,14551318.67,139.86,1.1339
11,13,15548889.47,139.78,1.361
5,15,15489726.63,139.74,1.2713
7,17,13907147.92,138.19,1.2039
7,16,13878609.92,137.91,1.2034
3,12,14333243.55,137.58,1.1601
3,7,12275037.55,137.57,0.8321
7,11,15309312.63,137.14,1.283
6,16,13743053.05,136.56,1.192
2,11,14194239.56,136.43,1.1225
2,12,15407185.93,135.95,1.2001
5,11,15012991.34,135.44,1.211
8,15,13524977.21,134.39,1.2
5,14,14853850.18,134,1.2263
10,17,13013538.45,133.5,1.1624
6,15,13462380.1,133.38,1.1758
3,14,13891085.12,133.34,1.1162
4,13,13810912.61,132.57,1.151
9,14,13322167.75,132.38,1.1833
6,11,14652520.81,132.19,1.1994
4,8,12362568.98,132.15,0.903
12,13,13231592.3,131.48,1.1774
3,13,13641978.23,130.95,1.0862
2,9,13551140.31,130.92,1.0438
6,17,13135207.41,130.52,1.1515
10,13,14484946.71,130.21,1.2883
4,14,14229081.18,130.21,1.1839
2,16,13444963.51,129.79,1.1237
10,14,13061418.21,129.79,1.1562
2,15,13775526.16,128.94,1.1386
10,15,12897707.82,128.16,1.1494
6,10,14195173.08,128.06,1.1521
7,9,12211747.17,126.29,0.9872
7,10,13828105.16,124.75,1.1664
8,16,12532574.23,124.53,1.1128
2,13,12901658.39,123.84,1.0077
10,16,12456457.94,123.78,1.1089
5,16,13689996.89,123.5,1.1838
9,16,12337064.38,122.59,1.1014
11,14,13589045.56,122.16,1.2044
8,17,12251352.97,121.74,1.0927
9,15,12213251.45,121.36,1.0997
3,15,13239852.77,121.25,1.0931
2,14,12605766.23,121,1.0365
3,11,12318230.46,120.87,0.9217
4,15,13075581.26,119.74,1.0845
6,18,12044674.01,119.68,1.0763
12,14,13131488.74,118.05,1.1789
5,17,13325260.46,117.3,1.165
2,17,12110480.18,116.91,1.0387
3,16,12296073.5,112.61,1.0383
16,17,12396439.86,109.88,1.158
3,19,12220639.63,108.33,1.0527
5,18,12208207.45,107.47,1.0792
13,14,11910210.65,107.07,1.1045
12,17,12447643.3,105.91,1.1239
7,21,12138990.73,104.68,1.1102
5,28,11782059.53,101.61,1.0989
