P:N1,P:N2,净利润,年化收益率%,夏普比率
3,5,21287619.33,179.78,1.3934
9,10,20559278.06,163.34,1.2997
2,5,18948483.06,160.03,1.2907
3,4,19415428.96,156.38,1.3067
2,4,18916514.32,155.97,1.3498
3,9,18143136.6,151.94,1.0996
2,3,17042119.79,151.27,1.226
3,7,17244956.11,150.78,0.9861
8,12,21280894.05,148.73,1.3566
5,6,17277230.31,148.07,1.061
11,12,18735559.47,145.25,1.2178
5,7,16881541.2,144.68,1.0015
10,12,18649930.12,144.58,1.2305
4,10,19279252.96,144.57,1.258
7,8,19209433.74,144.05,1.1844
7,13,20006249.63,142.94,1.2637
9,13,18424424.06,142.84,1.1988
8,11,20203770.88,142.71,1.2933
5,10,20188688.1,142.1,1.3348
4,9,18946288.25,142.08,1.2222
7,14,17817334.5,141.87,1.1277
7,12,19730367,140.97,1.2933
3,14,18798071.02,140.78,1.2093
3,10,18312118.53,140.18,1.1782
8,13,19466095.96,139.08,1.2624
6,8,18340070.29,137.53,1.1159
3,6,15715410.49,137.41,0.8785
4,8,16430773.17,137.03,0.9842
2,10,18137971.06,136.02,1.1584
8,14,17504397.7,135.7,1.1492
4,6,15442773.69,135.62,0.8064
4,12,18081009.79,135.41,1.2138
6,14,19121674.8,134.59,1.2133
7,15,19354417,134.32,1.2419
4,11,17304366.64,132.47,1.1085
4,5,15058480.67,132.25,0.7893
3,12,17651229.47,132.19,1.1586
6,10,18744940.69,131.93,1.2059
6,12,18735998.71,131.87,1.2074
6,9,18724197.59,131.79,1.246
8,10,16324545.2,131.71,1.0546
6,13,18709735.02,131.69,1.1911
10,11,16342001.03,130.79,1.1103
7,16,16729802.81,129.7,1.0806
4,7,14765504.99,129.68,0.8175
2,6,14817141.59,129.56,0.9225
7,11,18476430.78,129.13,1.2211
9,11,16232046.4,128.96,1.0657
5,9,18321099.41,128.95,1.2123
8,15,16518951.46,128.06,1.0857
6,16,16515036.35,128.03,1.0681
3,13,16965436.34,127.05,1.1031
2,11,16910704.39,126.81,1.1059
9,14,16316142,126.49,1.072
3,8,14464807.58,126.48,0.8193
2,12,18334846.69,126.22,1.199
2,16,16738593.1,126.07,1.1334
9,12,17993609.7,125.75,1.1962
4,16,16211484.14,125.68,1.0773
6,15,16243730.99,125.56,1.0597
4,13,16756802.49,125.49,1.1344
6,11,17667550.19,124.35,1.1505
3,15,17388194.99,124.24,1.1548
7,9,15370693.71,124.02,1.0047
2,15,16968774.44,123.92,1.1466
10,14,15959504.54,123.73,1.0436
4,14,17256977.76,123.21,1.1628
4,15,17223923.48,123.06,1.1478
5,12,17202012.77,122.38,1.175
7,17,15757508.56,122.16,1.0776
5,13,17162612.16,122.1,1.1659
2,17,16190009.33,121.94,1.0563
10,13,17356831.72,121.73,1.1447
2,9,16013972.94,120.7,1.0349
2,13,16039202.28,120.12,1.0378
8,9,14873895.04,120.01,0.9266
3,16,16784859.31,119.93,1.1123
7,10,17034013.02,119.89,1.1408
5,14,16968101.95,119.43,1.101
9,16,15263778.56,118.33,1.0113
5,11,16740684.3,117.83,1.1096
2,14,15677864.73,117.41,1.056
3,11,15331530.07,117.37,0.9479
6,17,15084292.71,116.94,1.0386
3,17,14619514.86,116.41,0.9499
5,16,16461980.2,115.87,1.0599
9,17,14374619.93,115.04,0.9476
8,16,14382934.86,111.5,1.0075
5,8,14803384.53,111.01,0.9246
5,17,16097243.77,110.55,1.0489
9,15,14218379.43,110.23,1.0042
16,17,15880239.47,109.82,1.1277
5,15,15456594.41,108.79,1.0216
3,20,15397434.06,106.48,1.0558
3,21,15364924.43,106.26,1.0732
3,19,15296180.69,105.78,1.0041
4,20,14978404.46,105.42,1.0396
4,19,14973710.81,105.39,1.0065
2,20,15018303.69,103.5,1.0553
11,13,14368160.46,100.77,0.8568
